onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	4.149	boundary2	desert	2	4	20	10	2	1	4.149
4.649	3.105	central	forest	3	13	21	14	2	1	3.105
8.254	4.278	central	ocean	1	20	9	21	2	2	4.278
13.032	3.954	central	forest	3	16	14	6	1	2	3.954
17.486	5.959	central	ocean	1	20	1	12	1	2	5.959
23.945	5.238	boundary1	desert	2	10	11	6	2	1	5.238
29.683	8.000	central	desert	2	6	21	7	2	n/a	n/a
38.183	3.182	boundary1	forest	3	17	16	18	1	1	3.182
41.865	4.038	central	forest	3	13	16	5	1	1	4.038
46.404	3.926	central	desert	2	7	13	9	2	2	3.926
50.830	3.957	boundary2	forest	3	11	7	17	2	2	3.957
55.286	3.178	central	desert	2	9	14	6	2	1	3.178
58.964	3.362	central	desert	2	9	19	5	2	1	3.362
62.826	4.080	central	ocean	1	21	8	1	2	1	4.080
67.406	2.657	central	ocean	1	2	15	20	2	1	2.657
70.563	2.855	central	forest	3	15	9	13	2	1	2.855
73.918	2.795	boundary2	ocean	1	3	18	8	1	2	2.795
77.213	2.651	central	forest	3	12	13	1	1	1	2.651
80.364	1.986	central	ocean	1	19	13	21	2	2	1.986
82.850	3.075	boundary1	desert	2	4	8	3	1	1	3.075
86.425	2.539	central	ocean	1	1	19	16	1	1	2.539
89.464	1.990	boundary1	forest	3	11	10	12	2	2	1.990
91.954	4.101	central	forest	3	15	16	2	1	1	4.101
96.555	3.469	boundary1	ocean	1	18	17	20	2	1	3.469
100.523	3.158	central	ocean	1	1	2	5	1	2	3.158
104.182	4.303	central	desert	2	6	8	15	1	1	4.303
108.985	2.727	central	desert	2	8	5	12	1	1	2.727
112.211	3.279	central	ocean	1	19	7	20	2	2	3.279
115.991	3.560	central	forest	3	14	12	8	1	1	3.560
120.050	3.408	central	forest	3	14	20	15	2	2	3.408
123.958	3.719	boundary2	desert	2	10	4	12	1	2	3.719
128.177	2.559	central	ocean	1	21	2	14	1	2	2.559
131.237	3.243	central	desert	2	8	2	9	2	1	3.243
134.979	4.635	central	ocean	1	2	19	6	1	1	4.635
140.115	2.896	boundary1	ocean	1	3	2	4	1	1	2.896
143.510	2.467	central	forest	3	12	7	15	2	2	2.467
146.478	3.329	central	desert	2	5	7	16	1	2	3.329
150.306	7.165	boundary2	forest	3	17	11	21	1	1	7.165
157.972	2.856	central	desert	2	7	8	20	1	1	2.856
161.327	2.133	boundary2	ocean	1	18	13	3	2	1	2.133
163.960	2.531	central	desert	2	5	6	1	1	1	2.531
166.992	3.419	central	forest	3	16	19	12	2	2	3.419
