onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
4.000	1.000	structured	1	1	1	central	canonical	canonical	0.619
10.000	1.000	structured	1	1	19	central	canonical	canonical	0.567
16.000	1.000	structured	1	1	2	central	canonical	canonical	0.588
22.000	1.000	structured	1	1	3	boundary	canonical	canonical	0.996
28.000	1.000	structured	1	1	2	central	rotated	rotated	0.760
30.000	1.000	structured	1	1	3	boundary	rotated	rotated	0.888
36.000	1.000	structured	1	1	20	central	canonical	canonical	0.752
40.000	1.000	structured	1	1	1	central	canonical	canonical	0.823
44.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.584
46.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.524
50.000	1.000	structured	1	3	16	central	canonical	canonical	0.600
56.000	1.000	structured	1	3	14	central	canonical	canonical	0.578
60.000	1.000	structured	1	3	16	central	rotated	rotated	0.841
62.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.654
68.000	1.000	structured	1	3	12	central	canonical	canonical	0.583
70.000	1.000	structured	1	3	14	central	canonical	canonical	0.994
74.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.604
76.000	1.000	structured	1	3	16	central	canonical	canonical	0.607
82.000	1.000	structured	1	3	12	central	canonical	canonical	0.538
84.000	1.000	structured	1	3	16	central	rotated	rotated	0.921
88.000	1.000	structured	1	3	11	boundary	canonical	canonical	0.620
94.000	1.000	scrambled	2	1	18	boundary	canonical	canonical	0.610
100.000	1.000	scrambled	2	2	8	central	canonical	canonical	0.729
104.000	1.000	scrambled	2	3	17	boundary	canonical	canonical	0.575
106.000	1.000	scrambled	2	1	19	central	canonical	canonical	0.647
112.000	1.000	scrambled	2	1	21	central	canonical	canonical	0.706
116.000	1.000	scrambled	2	3	15	central	canonical	canonical	0.975
118.000	1.000	scrambled	2	1	3	boundary	canonical	canonical	0.564
124.000	1.000	scrambled	2	3	16	central	canonical	canonical	0.619
126.000	1.000	scrambled	2	2	4	boundary	canonical	canonical	0.649
132.000	1.000	scrambled	2	1	1	central	canonical	canonical	0.668
134.000	1.000	scrambled	2	2	7	central	canonical	canonical	0.575
140.000	1.000	scrambled	2	1	20	central	canonical	canonical	0.794
