onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
4.000	1.000	structured	1	2	10	boundary	canonical	canonical	0.927
10.000	1.000	structured	1	2	5	central	canonical	canonical	0.763
14.000	1.000	structured	1	2	7	central	canonical	canonical	0.687
20.000	1.000	structured	1	2	6	central	canonical	canonical	0.693
26.000	1.000	structured	1	2	7	central	rotated	rotated	0.795
32.000	1.000	structured	1	2	6	central	rotated	rotated	0.743
36.000	1.000	structured	1	2	9	central	canonical	canonical	0.969
38.000	1.000	structured	1	2	5	central	canonical	canonical	0.763
44.000	1.000	structured	1	2	6	central	canonical	canonical	0.653
50.000	1.000	structured	1	2	10	boundary	canonical	canonical	0.691
54.000	1.000	structured	1	2	7	central	canonical	canonical	0.654
58.000	1.000	structured	1	2	6	central	canonical	canonical	0.663
62.000	1.000	structured	1	2	7	central	rotated	rotated	0.728
68.000	1.000	structured	1	2	5	central	canonical	canonical	0.714
70.000	1.000	structured	1	2	9	central	canonical	canonical	0.843
74.000	1.000	structured	1	2	7	central	canonical	canonical	0.654
80.000	1.000	structured	1	2	8	central	canonical	canonical	0.738
82.000	1.000	structured	1	2	6	central	canonical	canonical	0.675
88.000	1.000	structured	1	2	4	boundary	canonical	canonical	0.710
90.000	1.000	structured	1	2	6	central	rotated	rotated	0.756
92.000	1.000	structured	1	2	9	central	canonical	canonical	0.757
96.000	1.000	structured	2	2	7	central	canonical	canonical	0.618
98.000	1.000	structured	2	2	8	central	canonical	canonical	0.677
104.000	1.000	structured	2	2	7	central	rotated	rotated	0.772
110.000	1.000	structured	2	2	4	boundary	canonical	canonical	0.656
112.000	1.000	structured	2	1	3	boundary	canonical	canonical	0.672
116.000	1.000	structured	2	2	4	boundary	rotated	rotated	0.867
118.000	1.000	structured	2	1	3	boundary	rotated	rotated	0.944
122.000	1.000	structured	2	1	21	central	canonical	canonical	0.728
124.000	1.000	structured	2	1	1	central	canonical	canonical	0.867
128.000	1.000	structured	2	1	21	central	rotated	rotated	0.782
130.000	1.000	structured	2	1	18	boundary	canonical	canonical	0.709
136.000	1.000	structured	2	3	17	boundary	canonical	canonical	0.678
140.000	1.000	structured	2	1	18	boundary	rotated	rotated	0.853
146.000	1.000	structured	2	3	17	boundary	rotated	rotated	0.814
152.000	1.000	structured	2	3	13	central	canonical	canonical	0.872
158.000	1.000	structured	2	3	11	boundary	canonical	canonical	0.795
162.000	1.000	structured	2	3	15	central	canonical	canonical	0.895
168.000	1.000	structured	2	3	13	central	canonical	canonical	0.731
174.000	1.000	structured	2	3	17	boundary	canonical	canonical	0.673
176.000	1.000	structured	2	3	12	central	canonical	canonical	0.780
180.000	1.000	structured	2	3	14	central	canonical	canonical	0.668
186.000	1.000	scrambled	3	2	8	central	canonical	canonical	0.645
190.000	1.000	scrambled	3	2	7	central	canonical	canonical	0.698
194.000	1.000	scrambled	3	2	10	boundary	canonical	canonical	0.623
196.000	1.000	scrambled	3	3	11	boundary	canonical	canonical	0.631
202.000	1.000	scrambled	3	1	3	boundary	canonical	canonical	0.634
204.000	1.000	scrambled	3	1	2	central	canonical	canonical	0.651
208.000	1.000	scrambled	3	2	6	central	canonical	canonical	0.707
210.000	1.000	scrambled	3	3	16	central	canonical	canonical	0.667
212.000	1.000	scrambled	3	1	19	central	canonical	canonical	0.676
216.000	1.000	scrambled	3	1	21	central	canonical	canonical	0.683
222.000	1.000	scrambled	3	3	17	boundary	canonical	canonical	0.632
228.000	1.000	scrambled	3	2	5	central	canonical	canonical	0.668
234.000	1.000	scrambled	3	3	15	central	canonical	canonical	0.759
236.000	1.000	scrambled	3	1	18	boundary	canonical	canonical	0.701
238.000	1.000	scrambled	3	3	14	central	canonical	canonical	0.616
242.000	1.000	scrambled	3	1	20	central	canonical	canonical	0.627
246.000	1.000	scrambled	3	1	1	central	canonical	canonical	0.916
250.000	1.000	scrambled	3	3	13	central	canonical	canonical	0.625
256.000	1.000	scrambled	3	3	12	central	canonical	canonical	0.630
260.000	1.000	scrambled	3	2	4	boundary	canonical	canonical	0.652
264.000	1.000	scrambled	3	2	9	central	canonical	canonical	0.737
266.000	1.000	structured	4	2	5	central	canonical	canonical	0.714
270.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.597
276.000	1.000	structured	4	2	5	central	rotated	rotated	0.782
278.000	1.000	structured	4	2	10	boundary	rotated	rotated	0.801
284.000	1.000	structured	4	2	6	central	canonical	canonical	0.684
290.000	1.000	structured	4	2	10	boundary	rotated	rotated	0.875
292.000	1.000	structured	4	3	11	boundary	canonical	canonical	0.753
