onset	duration	trial_type	path_type	community	object	object_type	response	response_time
123.000	1.500	hamiltonian	backward	2	7	central	1	0.254
124.500	1.500	hamiltonian	backward	2	6	central	0	n/a
126.000	1.500	structured	structured	2	4	boundary	0	n/a
127.500	1.500	structured	structured	2	5	central	1	0.797
129.000	1.500	structured	structured	2	9	central	1	0.692
130.500	1.500	structured	structured	2	6	central	0	n/a
132.000	1.500	structured	structured	2	9	central	0	n/a
133.500	1.500	structured	structured	2	7	central	0	n/a
135.000	1.500	structured	structured	2	10	boundary	1	1.353
136.500	1.500	structured	structured	2	6	central	0	n/a
138.000	1.500	structured	structured	2	7	central	1	1.079
139.500	1.500	structured	structured	2	5	central	0	n/a
141.000	1.500	structured	structured	2	9	central	1	0.299
142.500	1.500	structured	structured	2	6	central	0	n/a
144.000	1.500	structured	structured	2	5	central	1	0.721
145.500	1.500	structured	structured	2	9	central	1	1.066
147.000	1.500	structured	structured	2	10	boundary	0	n/a
148.500	1.500	structured	structured	2	6	central	0	n/a
150.000	1.500	structured	structured	2	8	central	0	n/a
151.500	1.500	structured	structured	2	7	central	0	n/a
153.000	1.500	structured	structured	2	9	central	0	n/a
154.500	1.500	structured	structured	2	8	central	0	n/a
156.000	1.500	structured	structured	2	5	central	1	0.714
157.500	1.500	hamiltonian	forward	2	6	central	0	n/a
159.000	1.500	hamiltonian	forward	2	7	central	0	n/a
160.500	1.500	hamiltonian	forward	2	8	central	0	n/a
162.000	1.500	hamiltonian	forward	2	9	central	0	n/a
163.500	1.500	hamiltonian	forward	2	10	boundary	0	n/a
165.000	1.500	hamiltonian	forward	3	11	boundary	1	1.114
166.500	1.500	hamiltonian	forward	3	12	central	1	0.987
168.000	1.500	hamiltonian	forward	3	13	central	1	1.408
169.500	1.500	hamiltonian	forward	3	14	central	1	1.224
171.000	1.500	hamiltonian	forward	3	15	central	1	1.142
172.500	1.500	hamiltonian	forward	3	16	central	0	n/a
174.000	1.500	hamiltonian	forward	3	17	boundary	0	n/a
175.500	1.500	hamiltonian	forward	1	18	boundary	1	1.077
177.000	1.500	hamiltonian	forward	1	19	central	0	n/a
178.500	1.500	hamiltonian	forward	1	20	central	0	n/a
180.000	1.500	hamiltonian	forward	1	21	central	1	1.050
181.500	1.500	hamiltonian	forward	1	1	central	1	0.848
183.000	1.500	hamiltonian	forward	1	2	central	1	0.791
184.500	1.500	hamiltonian	forward	1	3	boundary	1	1.166
186.000	1.500	hamiltonian	forward	2	4	boundary	0	n/a
187.500	1.500	hamiltonian	forward	2	5	central	0	n/a
189.000	1.500	structured	structured	2	4	boundary	0	n/a
190.500	1.500	structured	structured	2	6	central	0	n/a
192.000	1.500	structured	structured	2	9	central	1	0.761
193.500	1.500	structured	structured	2	4	boundary	1	1.128
195.000	1.500	structured	structured	2	7	central	0	n/a
196.500	1.500	structured	structured	2	4	boundary	1	1.301
198.000	1.500	structured	structured	1	3	boundary	0	n/a
199.500	1.500	structured	structured	1	1	central	1	0.908
201.000	1.500	structured	structured	1	3	boundary	0	n/a
202.500	1.500	structured	structured	1	21	central	1	1.051
204.000	1.500	structured	structured	1	2	central	1	0.831
205.500	1.500	structured	structured	1	3	boundary	1	1.022
207.000	1.500	structured	structured	1	21	central	1	1.152
208.500	1.500	structured	structured	1	20	central	1	1.157
210.000	1.500	structured	structured	1	1	central	1	0.685
211.500	1.500	structured	structured	1	18	boundary	1	1.493
213.000	1.500	structured	structured	1	2	central	1	0.762
214.500	1.500	structured	structured	1	21	central	1	0.649
216.000	1.500	structured	structured	1	2	central	1	0.640
217.500	1.500	structured	structured	1	18	boundary	1	1.184
219.000	1.500	structured	structured	3	17	boundary	0	n/a
220.500	1.500	hamiltonian	forward	1	18	boundary	1	0.269
222.000	1.500	hamiltonian	forward	1	19	central	0	n/a
223.500	1.500	hamiltonian	forward	1	20	central	0	n/a
225.000	1.500	hamiltonian	forward	1	21	central	1	0.737
226.500	1.500	hamiltonian	forward	1	1	central	1	0.720
228.000	1.500	hamiltonian	forward	1	2	central	1	0.671
229.500	1.500	hamiltonian	forward	1	3	boundary	1	0.791
231.000	1.500	hamiltonian	forward	2	4	boundary	1	0.886
232.500	1.500	hamiltonian	forward	2	5	central	1	1.316
234.000	1.500	hamiltonian	forward	2	6	central	1	1.484
235.500	1.500	hamiltonian	forward	2	7	central	0	n/a
237.000	1.500	hamiltonian	forward	2	8	central	0	n/a
238.500	1.500	hamiltonian	forward	2	9	central	0	n/a
240.000	1.500	hamiltonian	forward	2	10	boundary	0	n/a
241.500	1.500	hamiltonian	forward	3	11	boundary	0	n/a
243.000	1.500	hamiltonian	forward	3	12	central	1	1.038
244.500	1.500	hamiltonian	forward	3	13	central	1	1.230
246.000	1.500	hamiltonian	forward	3	14	central	1	1.490
247.500	1.500	hamiltonian	forward	3	15	central	1	0.931
249.000	1.500	hamiltonian	forward	3	16	central	1	1.050
250.500	1.500	hamiltonian	forward	3	17	boundary	1	1.281
252.000	1.500	structured	structured	3	16	central	0	n/a
253.500	1.500	structured	structured	3	12	central	1	0.784
255.000	1.500	structured	structured	3	16	central	0	n/a
256.500	1.500	structured	structured	3	11	boundary	1	0.980
258.000	1.500	structured	structured	3	13	central	1	0.939
259.500	1.500	structured	structured	3	14	central	1	0.875
261.000	1.500	structured	structured	3	16	central	0	n/a
262.500	1.500	structured	structured	3	11	boundary	0	n/a
264.000	1.500	structured	structured	3	16	central	0	n/a
265.500	1.500	structured	structured	3	13	central	1	1.014
267.000	1.500	structured	structured	3	15	central	0	n/a
268.500	1.500	structured	structured	3	17	boundary	0	n/a
270.000	1.500	structured	structured	3	12	central	0	n/a
271.500	1.500	structured	structured	3	15	central	0	n/a
273.000	1.500	structured	structured	3	16	central	0	n/a
274.500	1.500	structured	structured	3	14	central	1	1.369
276.000	1.500	structured	structured	3	11	boundary	0	n/a
277.500	1.500	structured	structured	3	12	central	0	n/a
279.000	1.500	structured	structured	3	17	boundary	0	n/a
280.500	1.500	structured	structured	3	12	central	0	n/a
282.000	1.500	structured	structured	3	17	boundary	0	n/a
283.500	1.500	hamiltonian	backward	3	16	central	0	n/a
285.000	1.500	hamiltonian	backward	3	15	central	0	n/a
286.500	1.500	hamiltonian	backward	3	14	central	0	n/a
288.000	1.500	hamiltonian	backward	3	13	central	0	n/a
289.500	1.500	hamiltonian	backward	3	12	central	0	n/a
291.000	1.500	hamiltonian	backward	3	11	boundary	0	n/a
292.500	1.500	hamiltonian	backward	2	10	boundary	0	n/a
294.000	1.500	hamiltonian	backward	2	9	central	0	n/a
295.500	1.500	hamiltonian	backward	2	8	central	0	n/a
297.000	1.500	hamiltonian	backward	2	7	central	0	n/a
298.500	1.500	hamiltonian	backward	2	6	central	1	1.145
300.000	1.500	hamiltonian	backward	2	5	central	1	1.054
301.500	1.500	hamiltonian	backward	2	4	boundary	0	n/a
303.000	1.500	hamiltonian	backward	1	3	boundary	0	n/a
304.500	1.500	hamiltonian	backward	1	2	central	0	n/a
306.000	1.500	hamiltonian	backward	1	1	central	1	1.217
307.500	1.500	hamiltonian	backward	1	21	central	1	0.776
309.000	1.500	hamiltonian	backward	1	20	central	1	1.071
310.500	1.500	hamiltonian	backward	1	19	central	0	n/a
312.000	1.500	hamiltonian	backward	1	18	boundary	0	n/a
313.500	1.500	hamiltonian	backward	3	17	boundary	0	n/a
315.000	1.500	structured	structured	3	16	central	1	1.116
316.500	1.500	structured	structured	3	17	boundary	0	n/a
318.000	1.500	structured	structured	1	18	boundary	1	1.291
319.500	1.500	structured	structured	3	17	boundary	0	n/a
321.000	1.500	structured	structured	3	15	central	0	n/a
322.500	1.500	structured	structured	3	13	central	0	n/a
324.000	1.500	structured	structured	3	16	central	0	n/a
325.500	1.500	structured	structured	3	12	central	0	n/a
327.000	1.500	structured	structured	3	14	central	0	n/a
328.500	1.500	structured	structured	3	11	boundary	0	n/a
330.000	1.500	structured	structured	3	14	central	0	n/a
331.500	1.500	structured	structured	3	12	central	0	n/a
333.000	1.500	structured	structured	3	17	boundary	0	n/a
334.500	1.500	structured	structured	3	12	central	0	n/a
336.000	1.500	structured	structured	3	15	central	1	1.046
337.500	1.500	structured	structured	3	17	boundary	0	n/a
339.000	1.500	structured	structured	3	12	central	0	n/a
340.500	1.500	structured	structured	3	17	boundary	0	n/a
342.000	1.500	structured	structured	3	12	central	0	n/a
343.500	1.500	structured	structured	3	16	central	0	n/a
345.000	1.500	structured	structured	3	12	central	0	n/a
346.500	1.500	hamiltonian	backward	3	11	boundary	0	n/a
348.000	1.500	hamiltonian	backward	2	10	boundary	0	n/a
349.500	1.500	hamiltonian	backward	2	9	central	1	1.235
351.000	1.500	hamiltonian	backward	2	8	central	0	n/a
352.500	1.500	hamiltonian	backward	2	7	central	0	n/a
354.000	1.500	hamiltonian	backward	2	6	central	0	n/a
355.500	1.500	hamiltonian	backward	2	5	central	1	1.073
357.000	1.500	hamiltonian	backward	2	4	boundary	1	1.477
358.500	1.500	hamiltonian	backward	1	3	boundary	0	n/a
360.000	1.500	hamiltonian	backward	1	2	central	1	1.011
361.500	1.500	hamiltonian	backward	1	1	central	1	1.467
363.000	1.500	hamiltonian	backward	1	21	central	1	0.858
364.500	1.500	hamiltonian	backward	1	20	central	1	1.416
366.000	1.500	hamiltonian	backward	1	19	central	0	n/a
367.500	1.500	hamiltonian	backward	1	18	boundary	0	n/a
369.000	1.500	hamiltonian	backward	3	17	boundary	0	n/a
370.500	1.500	hamiltonian	backward	3	16	central	0	n/a
372.000	1.500	hamiltonian	backward	3	15	central	0	n/a
373.500	1.500	hamiltonian	backward	3	14	central	1	0.900
375.000	1.500	hamiltonian	backward	3	13	central	0	n/a
376.500	1.500	hamiltonian	backward	3	12	central	0	n/a
