onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
0.000	1.500	structured	1	1	19	central	canonical	canonical	1.004
1.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.678
3.000	1.500	structured	1	1	19	central	rotated	rotated	0.801
4.500	1.500	structured	1	1	20	central	canonical	canonical	0.628
6.000	1.500	structured	1	1	2	central	canonical	canonical	0.526
7.500	1.500	structured	1	1	19	central	canonical	canonical	0.755
9.000	1.500	structured	1	1	20	central	canonical	canonical	0.552
10.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.735
12.000	1.500	structured	1	1	19	central	canonical	canonical	0.584
13.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.515
15.000	1.500	structured	1	1	2	central	canonical	canonical	0.526
16.500	1.500	structured	1	1	21	central	canonical	canonical	0.528
18.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.657
19.500	1.500	structured	1	1	2	central	canonical	canonical	0.514
21.000	1.500	structured	1	1	18	boundary	rotated	rotated	0.817
22.500	1.500	structured	1	1	21	central	canonical	canonical	0.575
24.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.556
25.500	1.500	structured	1	1	21	central	rotated	rotated	0.780
27.000	1.500	structured	1	1	19	central	canonical	canonical	0.667
28.500	1.500	structured	1	1	1	central	canonical	canonical	0.832
30.000	1.500	structured	1	1	21	central	canonical	canonical	0.732
31.500	1.500	structured	1	1	19	central	canonical	canonical	0.625
33.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.741
34.500	1.500	structured	1	1	20	central	canonical	canonical	0.573
36.000	1.500	structured	1	1	18	boundary	rotated	rotated	0.732
37.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.684
39.000	1.500	structured	1	3	12	central	canonical	canonical	0.670
40.500	1.500	structured	1	3	14	central	canonical	canonical	0.867
42.000	1.500	structured	1	3	16	central	canonical	canonical	0.798
43.500	1.500	structured	1	3	12	central	canonical	canonical	0.679
45.000	1.500	structured	1	3	13	central	canonical	canonical	1.006
46.500	1.500	structured	1	3	16	central	canonical	canonical	0.814
48.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.697
49.500	1.500	structured	1	3	16	central	rotated	rotated	0.919
51.000	1.500	structured	1	3	14	central	canonical	canonical	0.845
52.500	1.500	structured	1	3	13	central	canonical	canonical	1.025
54.000	1.500	structured	1	3	15	central	canonical	canonical	0.832
55.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.964
57.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.991
58.500	1.500	structured	1	3	11	boundary	rotated	rotated	0.930
60.000	1.500	structured	1	2	10	boundary	rotated	rotated	0.878
61.500	1.500	structured	1	2	8	central	canonical	canonical	0.878
63.000	1.500	structured	1	2	7	central	canonical	canonical	0.977
64.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.720
66.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.739
67.500	1.500	structured	1	2	10	boundary	rotated	rotated	0.763
69.000	1.500	structured	1	2	9	central	canonical	canonical	0.827
70.500	1.500	structured	1	2	6	central	canonical	canonical	0.729
72.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.677
73.500	1.500	structured	1	2	5	central	canonical	canonical	0.705
75.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.610
76.500	1.500	structured	1	2	8	central	canonical	canonical	0.562
78.000	1.500	structured	1	2	10	boundary	rotated	rotated	0.717
79.500	1.500	structured	1	2	6	central	canonical	canonical	0.638
81.000	1.500	structured	1	2	10	boundary	rotated	rotated	0.887
82.500	1.500	structured	1	2	9	central	canonical	canonical	0.771
84.000	1.500	structured	1	2	8	central	canonical	canonical	0.660
85.500	1.500	structured	1	2	6	central	canonical	canonical	0.554
87.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.555
88.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.815
90.000	1.500	structured	1	3	16	central	canonical	canonical	0.678
