onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	4.449	boundary1	forest	3	11	13	10	1	1	4.449
4.949	2.812	central	desert	2	5	7	13	1	1	2.812
8.260	3.883	central	forest	3	14	9	12	2	2	3.883
12.643	2.745	central	ocean	1	21	12	2	2	2	2.745
15.888	3.588	boundary2	desert	2	4	21	10	2	2	3.588
19.976	3.769	central	desert	2	6	14	8	2	2	3.769
24.245	2.490	central	forest	3	16	6	14	2	2	2.490
27.235	2.652	central	desert	2	8	9	2	1	1	2.652
30.387	2.370	central	ocean	1	19	16	21	2	2	2.370
33.257	2.813	central	forest	3	15	2	16	2	2	2.813
36.570	2.462	central	forest	3	13	14	19	1	2	2.462
39.532	4.523	central	desert	2	7	16	9	2	2	4.523
44.555	2.666	central	forest	3	13	16	7	1	1	2.666
47.721	1.807	boundary2	desert	2	10	4	12	1	1	1.807
50.028	4.522	boundary2	ocean	1	3	7	18	2	2	4.522
55.050	2.647	central	desert	2	5	20	6	2	2	2.647
58.197	3.221	central	ocean	1	2	14	20	2	1	3.221
61.918	3.245	boundary2	ocean	1	18	3	16	1	1	3.245
65.663	2.386	central	forest	3	16	1	12	2	2	2.386
68.549	1.691	central	ocean	1	21	1	9	1	1	1.691
70.740	3.618	central	ocean	1	2	6	19	2	2	3.618
74.858	2.518	central	desert	2	6	7	19	1	1	2.518
77.876	2.065	boundary2	forest	3	17	11	20	1	2	2.065
80.441	2.390	central	forest	3	14	15	21	1	1	2.390
83.332	6.064	central	ocean	1	20	5	21	2	1	6.064
89.895	2.754	central	forest	3	12	15	8	1	1	2.754
93.149	1.875	boundary1	desert	2	4	3	8	2	2	1.875
95.524	4.898	boundary1	ocean	1	3	4	1	2	2	4.898
100.922	2.049	central	desert	2	8	5	15	1	1	2.049
103.471	7.017	boundary1	desert	2	10	5	11	1	1	7.017
110.988	2.762	boundary2	forest	3	11	5	17	2	1	2.762
114.251	2.037	central	ocean	1	19	20	8	1	1	2.037
116.788	3.062	central	ocean	1	20	15	1	2	1	3.062
120.350	2.652	central	forest	3	15	13	5	1	1	2.652
123.501	1.870	central	desert	2	9	5	1	1	1	1.870
125.872	5.719	boundary1	ocean	1	18	21	17	1	2	5.719
132.091	2.194	central	desert	2	9	12	6	2	2	2.194
134.785	3.388	central	desert	2	7	8	21	1	1	3.388
138.673	3.073	central	ocean	1	1	2	7	1	1	3.073
142.246	1.757	central	ocean	1	1	19	13	1	1	1.757
144.503	2.210	boundary1	forest	3	17	18	16	2	2	2.210
147.213	2.643	central	forest	3	12	20	13	2	2	2.643
