object	object_type	community	dim1	dim2
1	central	1	1	15
2	central	1	0	16
3	boundary	1	1	17
4	boundary	2	10	15
5	central	2	10	18
6	central	2	9	17
7	central	2	9	15
8	central	2	10	16
9	central	2	9	16
10	boundary	2	10	17
11	boundary	3	1	0
12	central	3	0	0
13	central	3	0	5
14	central	3	0	4
15	central	3	0	3
16	central	3	0	1
17	boundary	3	0	2
18	boundary	1	0	15
19	central	1	0	17
20	central	1	1	16
21	central	1	0	18
