onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	3.119	central	ocean	1	19	13	21	2	2	3.119
3.619	2.843	central	desert	2	9	19	5	2	2	2.843
6.962	1.945	boundary2	forest	3	11	6	17	2	2	1.945
9.407	2.532	boundary1	desert	2	4	8	3	1	2	2.532
12.439	3.749	central	desert	2	5	15	7	2	2	3.749
16.688	2.812	central	ocean	1	1	19	15	1	1	2.812
20.000	3.436	central	forest	3	13	21	14	2	1	3.436
23.936	1.776	central	ocean	1	19	6	20	2	1	1.776
26.211	2.034	central	desert	2	7	20	8	2	1	2.034
28.745	2.205	central	desert	2	9	6	14	1	1	2.205
31.450	2.510	boundary1	forest	3	11	10	15	2	1	2.510
34.460	2.520	central	forest	3	15	13	8	1	2	2.520
37.480	2.009	central	desert	2	6	16	8	2	1	2.009
39.990	2.188	central	forest	3	14	5	12	2	2	2.188
42.677	1.983	central	desert	2	5	1	6	2	1	1.983
45.160	2.449	central	desert	2	7	9	13	1	1	2.449
48.109	1.697	central	forest	3	14	15	20	1	2	1.697
50.306	1.679	boundary1	ocean	1	3	19	4	1	1	1.679
52.485	1.497	boundary2	desert	2	10	12	4	2	2	1.497
54.481	1.726	boundary1	forest	3	17	16	18	1	2	1.726
56.708	1.845	boundary1	ocean	1	18	17	2	2	2	1.845
59.053	1.855	central	ocean	1	2	20	16	1	2	1.855
61.407	1.717	boundary2	forest	3	17	11	19	1	1	1.717
63.624	1.603	central	forest	3	16	7	14	2	2	1.603
65.727	1.326	boundary1	desert	2	10	11	7	2	1	1.326
67.554	1.787	central	forest	3	16	12	19	1	1	1.787
69.841	2.344	central	desert	2	8	2	9	2	2	2.344
72.685	1.858	central	ocean	1	20	1	12	1	2	1.858
75.044	1.620	central	forest	3	13	16	9	1	1	1.620
77.164	1.645	central	desert	2	6	7	21	1	1	1.645
79.309	1.824	central	ocean	1	2	19	7	1	1	1.824
81.633	1.288	boundary2	ocean	1	18	14	3	2	1	1.288
83.421	1.527	boundary2	desert	2	4	10	2	1	1	1.527
85.449	1.462	central	forest	3	12	1	13	2	1	1.462
87.411	1.785	central	ocean	1	21	14	2	2	2	1.785
89.696	1.285	central	desert	2	8	5	12	1	1	1.285
91.480	1.242	boundary2	ocean	1	3	18	9	1	2	1.242
93.223	1.136	central	ocean	1	20	21	8	1	2	1.136
94.859	0.998	central	forest	3	12	15	6	1	2	0.998
96.357	1.244	central	ocean	1	21	5	1	2	1	1.244
98.101	1.171	central	ocean	1	1	9	2	2	2	1.171
99.772	2.049	central	forest	3	15	16	2	1	2	2.049
