onset	duration	trial_type	path_type	community	object	object_type	response	response_time
124.500	1.500	hamiltonian	forward	3	17	boundary	0	n/a
126.000	1.500	structured	structured	1	18	boundary	0	n/a
127.500	1.500	structured	structured	1	2	central	0	n/a
129.000	1.500	structured	structured	1	1	central	1	0.603
130.500	1.500	structured	structured	1	2	central	1	0.888
132.000	1.500	structured	structured	1	20	central	1	1.238
133.500	1.500	structured	structured	1	1	central	0	n/a
135.000	1.500	structured	structured	1	18	boundary	1	1.040
136.500	1.500	structured	structured	1	21	central	0	n/a
138.000	1.500	structured	structured	1	1	central	1	0.757
139.500	1.500	structured	structured	1	21	central	0	n/a
141.000	1.500	structured	structured	1	20	central	1	0.897
142.500	1.500	structured	structured	1	2	central	0	n/a
144.000	1.500	structured	structured	1	1	central	1	1.277
145.500	1.500	structured	structured	1	3	boundary	0	n/a
147.000	1.500	structured	structured	1	2	central	0	n/a
148.500	1.500	structured	structured	1	1	central	1	0.822
150.000	1.500	structured	structured	1	20	central	1	1.494
151.500	1.500	structured	structured	1	21	central	1	0.171
153.000	1.500	structured	structured	1	1	central	1	1.383
154.500	1.500	structured	structured	1	2	central	0	n/a
156.000	1.500	structured	structured	1	1	central	1	0.677
157.500	1.500	hamiltonian	backward	1	21	central	0	n/a
159.000	1.500	hamiltonian	backward	1	20	central	1	0.746
160.500	1.500	hamiltonian	backward	1	19	central	1	0.921
162.000	1.500	hamiltonian	backward	1	18	boundary	0	n/a
163.500	1.500	hamiltonian	backward	3	17	boundary	0	n/a
165.000	1.500	hamiltonian	backward	3	16	central	0	n/a
166.500	1.500	hamiltonian	backward	3	15	central	1	1.084
168.000	1.500	hamiltonian	backward	3	14	central	0	n/a
169.500	1.500	hamiltonian	backward	3	13	central	0	n/a
171.000	1.500	hamiltonian	backward	3	12	central	0	n/a
172.500	1.500	hamiltonian	backward	3	11	boundary	1	1.198
174.000	1.500	hamiltonian	backward	2	10	boundary	0	n/a
175.500	1.500	hamiltonian	backward	2	9	central	0	n/a
177.000	1.500	hamiltonian	backward	2	8	central	0	n/a
178.500	1.500	hamiltonian	backward	2	7	central	1	0.212
180.000	1.500	hamiltonian	backward	2	6	central	0	n/a
181.500	1.500	hamiltonian	backward	2	5	central	0	n/a
183.000	1.500	hamiltonian	backward	2	4	boundary	1	1.097
184.500	1.500	hamiltonian	backward	1	3	boundary	0	n/a
186.000	1.500	hamiltonian	backward	1	2	central	0	n/a
187.500	1.500	hamiltonian	backward	1	1	central	1	1.188
189.000	1.500	structured	structured	1	19	central	0	n/a
190.500	1.500	structured	structured	1	20	central	0	n/a
192.000	1.500	structured	structured	1	2	central	1	0.741
193.500	1.500	structured	structured	1	18	boundary	0	n/a
195.000	1.500	structured	structured	1	20	central	1	0.805
196.500	1.500	structured	structured	1	18	boundary	0	n/a
198.000	1.500	structured	structured	1	2	central	0	n/a
199.500	1.500	structured	structured	1	19	central	1	0.836
201.000	1.500	structured	structured	1	18	boundary	0	n/a
202.500	1.500	structured	structured	3	17	boundary	0	n/a
204.000	1.500	structured	structured	3	12	central	1	1.349
205.500	1.500	structured	structured	3	14	central	0	n/a
207.000	1.500	structured	structured	3	13	central	1	1.282
208.500	1.500	structured	structured	3	12	central	1	1.454
210.000	1.500	structured	structured	3	17	boundary	1	1.340
211.500	1.500	structured	structured	3	13	central	1	1.452
213.000	1.500	structured	structured	3	17	boundary	1	0.824
214.500	1.500	structured	structured	3	12	central	0	n/a
216.000	1.500	structured	structured	3	11	boundary	1	1.291
217.500	1.500	structured	structured	3	15	central	0	n/a
219.000	1.500	structured	structured	3	14	central	0	n/a
220.500	1.500	hamiltonian	backward	3	13	central	0	n/a
222.000	1.500	hamiltonian	backward	3	12	central	0	n/a
223.500	1.500	hamiltonian	backward	3	11	boundary	0	n/a
225.000	1.500	hamiltonian	backward	2	10	boundary	1	0.980
226.500	1.500	hamiltonian	backward	2	9	central	1	1.489
228.000	1.500	hamiltonian	backward	2	8	central	1	0.144
229.500	1.500	hamiltonian	backward	2	7	central	1	1.081
231.000	1.500	hamiltonian	backward	2	6	central	0	n/a
232.500	1.500	hamiltonian	backward	2	5	central	0	n/a
234.000	1.500	hamiltonian	backward	2	4	boundary	1	0.580
235.500	1.500	hamiltonian	backward	1	3	boundary	0	n/a
237.000	1.500	hamiltonian	backward	1	2	central	0	n/a
238.500	1.500	hamiltonian	backward	1	1	central	1	0.795
240.000	1.500	hamiltonian	backward	1	21	central	0	n/a
241.500	1.500	hamiltonian	backward	1	20	central	1	0.942
243.000	1.500	hamiltonian	backward	1	19	central	0	n/a
244.500	1.500	hamiltonian	backward	1	18	boundary	1	0.867
246.000	1.500	hamiltonian	backward	3	17	boundary	0	n/a
247.500	1.500	hamiltonian	backward	3	16	central	0	n/a
249.000	1.500	hamiltonian	backward	3	15	central	1	0.975
250.500	1.500	hamiltonian	backward	3	14	central	0	n/a
252.000	1.500	structured	structured	3	16	central	1	1.497
253.500	1.500	structured	structured	3	11	boundary	1	1.374
255.000	1.500	structured	structured	3	13	central	0	n/a
256.500	1.500	structured	structured	3	12	central	0	n/a
258.000	1.500	structured	structured	3	14	central	0	n/a
259.500	1.500	structured	structured	3	16	central	1	1.022
261.000	1.500	structured	structured	3	17	boundary	0	n/a
262.500	1.500	structured	structured	3	13	central	1	1.360
264.000	1.500	structured	structured	3	12	central	0	n/a
265.500	1.500	structured	structured	3	16	central	1	1.048
267.000	1.500	structured	structured	3	11	boundary	0	n/a
268.500	1.500	structured	structured	3	14	central	0	n/a
270.000	1.500	structured	structured	3	15	central	0	n/a
271.500	1.500	structured	structured	3	12	central	0	n/a
273.000	1.500	structured	structured	3	11	boundary	0	n/a
274.500	1.500	structured	structured	3	12	central	0	n/a
276.000	1.500	structured	structured	3	16	central	1	1.362
277.500	1.500	structured	structured	3	13	central	0	n/a
279.000	1.500	structured	structured	3	11	boundary	0	n/a
280.500	1.500	structured	structured	3	15	central	1	0.877
282.000	1.500	structured	structured	3	13	central	0	n/a
283.500	1.500	hamiltonian	backward	3	12	central	0	n/a
285.000	1.500	hamiltonian	backward	3	11	boundary	0	n/a
286.500	1.500	hamiltonian	backward	2	10	boundary	1	0.958
288.000	1.500	hamiltonian	backward	2	9	central	1	1.368
289.500	1.500	hamiltonian	backward	2	8	central	0	n/a
291.000	1.500	hamiltonian	backward	2	7	central	1	0.889
292.500	1.500	hamiltonian	backward	2	6	central	1	1.039
294.000	1.500	hamiltonian	backward	2	5	central	0	n/a
295.500	1.500	hamiltonian	backward	2	4	boundary	0	n/a
297.000	1.500	hamiltonian	backward	1	3	boundary	0	n/a
298.500	1.500	hamiltonian	backward	1	2	central	0	n/a
300.000	1.500	hamiltonian	backward	1	1	central	1	1.098
301.500	1.500	hamiltonian	backward	1	21	central	0	n/a
303.000	1.500	hamiltonian	backward	1	20	central	0	n/a
304.500	1.500	hamiltonian	backward	1	19	central	0	n/a
306.000	1.500	hamiltonian	backward	1	18	boundary	1	1.050
307.500	1.500	hamiltonian	backward	3	17	boundary	1	1.483
309.000	1.500	hamiltonian	backward	3	16	central	1	1.491
310.500	1.500	hamiltonian	backward	3	15	central	1	1.184
312.000	1.500	hamiltonian	backward	3	14	central	0	n/a
313.500	1.500	hamiltonian	backward	3	13	central	0	n/a
315.000	1.500	structured	structured	3	15	central	0	n/a
316.500	1.500	structured	structured	3	13	central	0	n/a
318.000	1.500	structured	structured	3	16	central	0	n/a
319.500	1.500	structured	structured	3	12	central	1	1.485
321.000	1.500	structured	structured	3	17	boundary	1	0.724
322.500	1.500	structured	structured	3	13	central	0	n/a
324.000	1.500	structured	structured	3	11	boundary	1	1.487
325.500	1.500	structured	structured	3	15	central	0	n/a
327.000	1.500	structured	structured	3	11	boundary	0	n/a
328.500	1.500	structured	structured	3	15	central	0	n/a
330.000	1.500	structured	structured	3	13	central	1	1.329
331.500	1.500	structured	structured	3	15	central	0	n/a
333.000	1.500	structured	structured	3	16	central	1	0.932
334.500	1.500	structured	structured	3	11	boundary	0	n/a
336.000	1.500	structured	structured	2	10	boundary	0	n/a
337.500	1.500	structured	structured	2	9	central	0	n/a
339.000	1.500	structured	structured	2	6	central	0	n/a
340.500	1.500	structured	structured	2	4	boundary	0	n/a
342.000	1.500	structured	structured	2	5	central	0	n/a
343.500	1.500	structured	structured	2	8	central	0	n/a
345.000	1.500	structured	structured	2	7	central	1	0.843
346.500	1.500	hamiltonian	backward	2	6	central	0	n/a
348.000	1.500	hamiltonian	backward	2	5	central	1	0.552
349.500	1.500	hamiltonian	backward	2	4	boundary	0	n/a
351.000	1.500	hamiltonian	backward	1	3	boundary	0	n/a
352.500	1.500	hamiltonian	backward	1	2	central	0	n/a
354.000	1.500	hamiltonian	backward	1	1	central	1	0.983
355.500	1.500	hamiltonian	backward	1	21	central	0	n/a
357.000	1.500	hamiltonian	backward	1	20	central	1	1.248
358.500	1.500	hamiltonian	backward	1	19	central	0	n/a
360.000	1.500	hamiltonian	backward	1	18	boundary	1	1.305
361.500	1.500	hamiltonian	backward	3	17	boundary	0	n/a
363.000	1.500	hamiltonian	backward	3	16	central	0	n/a
364.500	1.500	hamiltonian	backward	3	15	central	0	n/a
366.000	1.500	hamiltonian	backward	3	14	central	1	1.405
367.500	1.500	hamiltonian	backward	3	13	central	0	n/a
369.000	1.500	hamiltonian	backward	3	12	central	0	n/a
370.500	1.500	hamiltonian	backward	3	11	boundary	1	1.013
372.000	1.500	hamiltonian	backward	2	10	boundary	0	n/a
373.500	1.500	hamiltonian	backward	2	9	central	0	n/a
375.000	1.500	hamiltonian	backward	2	8	central	0	n/a
376.500	1.500	hamiltonian	backward	2	7	central	1	0.974
