onset	duration	trial_type	path_type	community	object	object_type	response	response_time
0.000	1.500	structured	structured	2	10	boundary	0	n/a
1.500	1.500	structured	structured	2	8	central	0	n/a
3.000	1.500	structured	structured	2	10	boundary	0	n/a
4.500	1.500	structured	structured	2	5	central	0	n/a
6.000	1.500	structured	structured	2	9	central	0	n/a
7.500	1.500	structured	structured	2	8	central	0	n/a
9.000	1.500	structured	structured	2	9	central	0	n/a
10.500	1.500	structured	structured	2	4	boundary	0	n/a
12.000	1.500	structured	structured	1	3	boundary	0	n/a
13.500	1.500	structured	structured	1	21	central	0	n/a
15.000	1.500	structured	structured	1	20	central	1	0.801
16.500	1.500	structured	structured	1	1	central	0	n/a
18.000	1.500	structured	structured	1	20	central	0	n/a
19.500	1.500	structured	structured	1	1	central	0	n/a
21.000	1.500	structured	structured	1	19	central	0	n/a
22.500	1.500	structured	structured	1	21	central	1	1.347
24.000	1.500	structured	structured	1	2	central	0	n/a
25.500	1.500	structured	structured	1	20	central	1	0.956
27.000	1.500	structured	structured	1	19	central	0	n/a
28.500	1.500	structured	structured	1	21	central	1	0.859
30.000	1.500	structured	structured	1	3	boundary	0	n/a
31.500	1.500	hamiltonian	forward	2	4	boundary	0	n/a
33.000	1.500	hamiltonian	forward	2	5	central	1	1.030
34.500	1.500	hamiltonian	forward	2	6	central	0	n/a
36.000	1.500	hamiltonian	forward	2	7	central	1	0.914
37.500	1.500	hamiltonian	forward	2	8	central	0	n/a
39.000	1.500	hamiltonian	forward	2	9	central	0	n/a
40.500	1.500	hamiltonian	forward	2	10	boundary	0	n/a
42.000	1.500	hamiltonian	forward	3	11	boundary	1	0.854
43.500	1.500	hamiltonian	forward	3	12	central	0	n/a
45.000	1.500	hamiltonian	forward	3	13	central	0	n/a
46.500	1.500	hamiltonian	forward	3	14	central	1	0.966
48.000	1.500	hamiltonian	forward	3	15	central	0	n/a
49.500	1.500	hamiltonian	forward	3	16	central	0	n/a
51.000	1.500	hamiltonian	forward	3	17	boundary	0	n/a
52.500	1.500	hamiltonian	forward	1	18	boundary	1	1.399
54.000	1.500	hamiltonian	forward	1	19	central	1	0.807
55.500	1.500	hamiltonian	forward	1	20	central	0	n/a
57.000	1.500	hamiltonian	forward	1	21	central	1	0.855
58.500	1.500	hamiltonian	forward	1	1	central	1	1.460
60.000	1.500	hamiltonian	forward	1	2	central	1	0.950
61.500	1.500	hamiltonian	forward	1	3	boundary	0	n/a
63.000	1.500	structured	structured	1	2	central	1	1.055
64.500	1.500	structured	structured	1	3	boundary	0	n/a
66.000	1.500	structured	structured	1	1	central	1	0.895
67.500	1.500	structured	structured	1	2	central	0	n/a
69.000	1.500	structured	structured	1	20	central	1	0.885
70.500	1.500	structured	structured	1	19	central	1	0.845
72.000	1.500	structured	structured	1	3	boundary	1	1.090
73.500	1.500	structured	structured	1	1	central	1	0.887
75.000	1.500	structured	structured	1	20	central	0	n/a
76.500	1.500	structured	structured	1	19	central	0	n/a
78.000	1.500	structured	structured	1	3	boundary	1	1.099
79.500	1.500	structured	structured	1	21	central	0	n/a
81.000	1.500	structured	structured	1	1	central	1	0.755
82.500	1.500	structured	structured	1	21	central	1	1.218
84.000	1.500	structured	structured	1	18	boundary	0	n/a
85.500	1.500	structured	structured	1	19	central	1	0.883
87.000	1.500	structured	structured	1	21	central	0	n/a
88.500	1.500	structured	structured	1	20	central	1	0.888
90.000	1.500	structured	structured	1	21	central	0	n/a
91.500	1.500	structured	structured	1	3	boundary	0	n/a
93.000	1.500	structured	structured	1	21	central	0	n/a
94.500	1.500	hamiltonian	forward	1	1	central	1	0.899
96.000	1.500	hamiltonian	forward	1	2	central	0	n/a
97.500	1.500	hamiltonian	forward	1	3	boundary	0	n/a
99.000	1.500	hamiltonian	forward	2	4	boundary	0	n/a
100.500	1.500	hamiltonian	forward	2	5	central	1	1.484
102.000	1.500	hamiltonian	forward	2	6	central	1	1.385
103.500	1.500	hamiltonian	forward	2	7	central	1	0.825
105.000	1.500	hamiltonian	forward	2	8	central	0	n/a
106.500	1.500	hamiltonian	forward	2	9	central	0	n/a
108.000	1.500	hamiltonian	forward	2	10	boundary	0	n/a
109.500	1.500	hamiltonian	forward	3	11	boundary	1	0.796
111.000	1.500	hamiltonian	forward	3	12	central	0	n/a
112.500	1.500	hamiltonian	forward	3	13	central	0	n/a
114.000	1.500	hamiltonian	forward	3	14	central	1	1.411
115.500	1.500	hamiltonian	forward	3	15	central	0	n/a
117.000	1.500	hamiltonian	forward	3	16	central	1	1.170
118.500	1.500	hamiltonian	forward	3	17	boundary	1	1.266
120.000	1.500	hamiltonian	forward	1	18	boundary	0	n/a
121.500	1.500	hamiltonian	forward	1	19	central	1	0.751
123.000	1.500	hamiltonian	forward	1	20	central	0	n/a
124.500	1.500	hamiltonian	forward	1	21	central	1	0.964
126.000	1.500	structured	structured	1	2	central	0	n/a
127.500	1.500	structured	structured	1	3	boundary	0	n/a
129.000	1.500	structured	structured	2	4	boundary	0	n/a
130.500	1.500	structured	structured	1	3	boundary	0	n/a
132.000	1.500	structured	structured	1	20	central	1	0.833
133.500	1.500	structured	structured	1	19	central	0	n/a
135.000	1.500	structured	structured	1	2	central	1	0.790
136.500	1.500	structured	structured	1	21	central	0	n/a
138.000	1.500	structured	structured	1	1	central	1	0.772
139.500	1.500	structured	structured	1	19	central	1	1.497
141.000	1.500	structured	structured	1	3	boundary	1	0.799
142.500	1.500	structured	structured	1	2	central	0	n/a
144.000	1.500	structured	structured	1	21	central	0	n/a
145.500	1.500	structured	structured	1	2	central	0	n/a
147.000	1.500	structured	structured	1	1	central	1	0.733
148.500	1.500	structured	structured	1	21	central	1	1.364
150.000	1.500	structured	structured	1	19	central	1	1.046
151.500	1.500	structured	structured	1	21	central	1	1.285
153.000	1.500	structured	structured	1	3	boundary	0	n/a
154.500	1.500	structured	structured	1	20	central	1	0.802
156.000	1.500	structured	structured	1	18	boundary	0	n/a
157.500	1.500	hamiltonian	forward	1	19	central	1	0.892
159.000	1.500	hamiltonian	forward	1	20	central	1	0.957
160.500	1.500	hamiltonian	forward	1	21	central	0	n/a
162.000	1.500	hamiltonian	forward	1	1	central	1	0.785
163.500	1.500	hamiltonian	forward	1	2	central	0	n/a
165.000	1.500	hamiltonian	forward	1	3	boundary	0	n/a
166.500	1.500	hamiltonian	forward	2	4	boundary	0	n/a
168.000	1.500	hamiltonian	forward	2	5	central	0	n/a
169.500	1.500	hamiltonian	forward	2	6	central	1	1.488
171.000	1.500	hamiltonian	forward	2	7	central	1	0.836
172.500	1.500	hamiltonian	forward	2	8	central	0	n/a
174.000	1.500	hamiltonian	forward	2	9	central	0	n/a
175.500	1.500	hamiltonian	forward	2	10	boundary	0	n/a
177.000	1.500	hamiltonian	forward	3	11	boundary	1	1.196
178.500	1.500	hamiltonian	forward	3	12	central	0	n/a
180.000	1.500	hamiltonian	forward	3	13	central	0	n/a
181.500	1.500	hamiltonian	forward	3	14	central	0	n/a
183.000	1.500	hamiltonian	forward	3	15	central	0	n/a
184.500	1.500	hamiltonian	forward	3	16	central	0	n/a
186.000	1.500	hamiltonian	forward	3	17	boundary	1	0.477
187.500	1.500	hamiltonian	forward	1	18	boundary	0	n/a
189.000	1.500	structured	structured	1	1	central	1	0.645
190.500	1.500	structured	structured	1	18	boundary	0	n/a
192.000	1.500	structured	structured	3	17	boundary	0	n/a
193.500	1.500	structured	structured	3	13	central	1	1.495
195.000	1.500	structured	structured	3	14	central	1	0.001
196.500	1.500	structured	structured	3	11	boundary	1	1.290
198.000	1.500	structured	structured	2	10	boundary	1	1.385
199.500	1.500	structured	structured	2	6	central	0	n/a
201.000	1.500	structured	structured	2	5	central	0	n/a
202.500	1.500	structured	structured	2	4	boundary	0	n/a
204.000	1.500	structured	structured	2	6	central	0	n/a
205.500	1.500	structured	structured	2	7	central	1	0.837
207.000	1.500	structured	structured	2	8	central	0	n/a
208.500	1.500	structured	structured	2	10	boundary	0	n/a
210.000	1.500	structured	structured	2	6	central	0	n/a
211.500	1.500	structured	structured	2	10	boundary	0	n/a
213.000	1.500	structured	structured	3	11	boundary	1	0.911
214.500	1.500	structured	structured	3	16	central	0	n/a
216.000	1.500	structured	structured	3	12	central	1	0.906
217.500	1.500	structured	structured	3	17	boundary	0	n/a
219.000	1.500	structured	structured	3	14	central	1	0.955
220.500	1.500	hamiltonian	forward	3	15	central	0	n/a
222.000	1.500	hamiltonian	forward	3	16	central	0	n/a
223.500	1.500	hamiltonian	forward	3	17	boundary	0	n/a
225.000	1.500	hamiltonian	forward	1	18	boundary	0	n/a
226.500	1.500	hamiltonian	forward	1	19	central	1	0.761
228.000	1.500	hamiltonian	forward	1	20	central	1	1.491
229.500	1.500	hamiltonian	forward	1	21	central	1	0.798
231.000	1.500	hamiltonian	forward	1	1	central	1	0.970
232.500	1.500	hamiltonian	forward	1	2	central	0	n/a
234.000	1.500	hamiltonian	forward	1	3	boundary	0	n/a
235.500	1.500	hamiltonian	forward	2	4	boundary	0	n/a
237.000	1.500	hamiltonian	forward	2	5	central	0	n/a
238.500	1.500	hamiltonian	forward	2	6	central	0	n/a
240.000	1.500	hamiltonian	forward	2	7	central	1	0.921
