onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	3.665	central	desert	2	6	19	7	2	2	3.665
4.165	2.844	central	forest	3	12	8	15	2	1	2.844
7.509	2.603	central	ocean	1	20	21	9	1	1	2.603
10.611	3.046	boundary2	desert	2	10	4	14	1	1	3.046
14.157	2.222	central	forest	3	13	14	19	1	2	2.222
16.879	2.609	central	forest	3	14	15	20	1	1	2.609
19.988	2.734	central	desert	2	5	6	2	1	2	2.734
23.222	2.167	central	ocean	1	20	1	13	1	1	2.167
25.889	2.101	central	ocean	1	21	2	16	1	1	2.101
28.489	2.217	central	forest	3	16	1	12	2	1	2.217
31.206	1.501	central	desert	2	9	1	5	2	2	1.501
33.207	1.710	central	ocean	1	19	8	20	2	1	1.710
35.417	2.727	central	ocean	1	21	6	1	2	1	2.727
38.644	1.833	central	desert	2	7	14	9	2	2	1.833
40.977	2.306	central	forest	3	13	7	16	2	1	2.306
43.783	1.900	boundary2	ocean	1	18	13	3	2	2	1.900
46.183	1.904	boundary2	forest	3	17	2	11	2	2	1.904
48.587	2.061	central	ocean	1	19	21	14	1	2	2.061
51.148	1.858	central	desert	2	8	9	21	1	1	1.858
53.507	2.191	central	forest	3	16	5	14	2	2	2.191
56.198	1.580	boundary1	desert	2	10	11	8	2	1	1.580
58.278	2.299	central	ocean	1	2	20	12	1	1	2.299
61.076	1.987	boundary1	desert	2	4	3	9	2	1	1.987
63.564	1.810	boundary2	forest	3	11	17	9	1	1	1.810
65.873	2.335	boundary1	forest	3	11	10	16	2	2	2.335
68.708	2.024	central	ocean	1	1	15	19	2	2	2.024
71.232	1.856	central	forest	3	14	6	12	2	1	1.856
73.588	2.107	central	desert	2	9	16	6	2	2	2.107
76.195	2.089	central	forest	3	15	16	21	1	1	2.089
78.785	1.625	boundary2	desert	2	4	21	10	2	2	1.625
80.909	1.721	central	ocean	1	1	2	7	1	2	1.721
83.131	2.048	central	desert	2	8	13	5	2	2	2.048
85.679	1.993	boundary2	ocean	1	3	18	8	1	2	1.993
88.172	2.029	central	ocean	1	2	19	5	1	1	2.029
90.701	1.767	central	forest	3	12	2	13	2	2	1.767
92.968	2.106	boundary1	ocean	1	18	20	17	1	1	2.106
95.575	1.856	central	desert	2	6	8	12	1	1	1.856
97.931	2.265	central	desert	2	5	7	15	1	2	2.265
100.695	1.714	boundary1	forest	3	17	14	18	1	1	1.714
102.909	1.509	central	desert	2	7	8	20	1	1	1.509
104.919	3.102	central	forest	3	15	9	13	2	2	3.102
108.520	1.432	boundary1	ocean	1	3	2	4	1	1	1.432
