onset	duration	trial_type	path_type	community	object	object_type	response	response_time
87.000	1.500	structured	structured	2	10	boundary	0	n/a
88.500	1.500	structured	structured	2	5	central	0	n/a
90.000	1.500	structured	structured	2	8	central	0	n/a
91.500	1.500	structured	structured	2	7	central	1	0.917
93.000	1.500	structured	structured	2	6	central	1	1.059
94.500	1.500	hamiltonian	forward	2	7	central	1	0.753
96.000	1.500	hamiltonian	forward	2	8	central	0	n/a
97.500	1.500	hamiltonian	forward	2	9	central	0	n/a
99.000	1.500	hamiltonian	forward	2	10	boundary	0	n/a
100.500	1.500	hamiltonian	forward	3	11	boundary	1	1.063
102.000	1.500	hamiltonian	forward	3	12	central	0	n/a
103.500	1.500	hamiltonian	forward	3	13	central	1	1.067
105.000	1.500	hamiltonian	forward	3	14	central	1	1.235
106.500	1.500	hamiltonian	forward	3	15	central	0	n/a
108.000	1.500	hamiltonian	forward	3	16	central	0	n/a
109.500	1.500	hamiltonian	forward	3	17	boundary	1	0.943
111.000	1.500	hamiltonian	forward	1	18	boundary	0	n/a
112.500	1.500	hamiltonian	forward	1	19	central	1	0.894
114.000	1.500	hamiltonian	forward	1	20	central	0	n/a
115.500	1.500	hamiltonian	forward	1	21	central	1	1.147
117.000	1.500	hamiltonian	forward	1	1	central	1	0.907
118.500	1.500	hamiltonian	forward	1	2	central	0	n/a
120.000	1.500	hamiltonian	forward	1	3	boundary	1	1.016
121.500	1.500	hamiltonian	forward	2	4	boundary	0	n/a
123.000	1.500	hamiltonian	forward	2	5	central	1	0.839
124.500	1.500	hamiltonian	forward	2	6	central	1	1.014
126.000	1.500	structured	structured	2	9	central	1	0.891
127.500	1.500	structured	structured	2	4	boundary	1	1.020
129.000	1.500	structured	structured	2	6	central	1	1.001
130.500	1.500	structured	structured	2	10	boundary	1	1.177
132.000	1.500	structured	structured	2	8	central	0	n/a
133.500	1.500	structured	structured	2	10	boundary	0	n/a
135.000	1.500	structured	structured	3	11	boundary	1	0.863
136.500	1.500	structured	structured	3	14	central	0	n/a
138.000	1.500	structured	structured	3	16	central	0	n/a
139.500	1.500	structured	structured	3	12	central	0	n/a
141.000	1.500	structured	structured	3	17	boundary	1	0.873
142.500	1.500	structured	structured	3	14	central	1	0.849
144.000	1.500	structured	structured	3	13	central	1	0.656
145.500	1.500	structured	structured	3	16	central	1	0.799
147.000	1.500	structured	structured	3	13	central	1	0.766
148.500	1.500	structured	structured	3	15	central	1	1.019
150.000	1.500	structured	structured	3	17	boundary	1	0.843
151.500	1.500	structured	structured	1	18	boundary	1	0.970
153.000	1.500	structured	structured	1	2	central	1	1.322
154.500	1.500	structured	structured	1	20	central	1	1.289
156.000	1.500	structured	structured	1	2	central	1	1.198
157.500	1.500	hamiltonian	forward	1	3	boundary	1	1.103
159.000	1.500	hamiltonian	forward	2	4	boundary	0	n/a
160.500	1.500	hamiltonian	forward	2	5	central	1	0.908
162.000	1.500	hamiltonian	forward	2	6	central	1	0.772
163.500	1.500	hamiltonian	forward	2	7	central	0	n/a
165.000	1.500	hamiltonian	forward	2	8	central	1	0.970
166.500	1.500	hamiltonian	forward	2	9	central	0	n/a
168.000	1.500	hamiltonian	forward	2	10	boundary	0	n/a
169.500	1.500	hamiltonian	forward	3	11	boundary	1	0.806
171.000	1.500	hamiltonian	forward	3	12	central	0	n/a
172.500	1.500	hamiltonian	forward	3	13	central	1	0.733
174.000	1.500	hamiltonian	forward	3	14	central	1	0.931
175.500	1.500	hamiltonian	forward	3	15	central	0	n/a
177.000	1.500	hamiltonian	forward	3	16	central	0	n/a
178.500	1.500	hamiltonian	forward	3	17	boundary	1	0.881
180.000	1.500	hamiltonian	forward	1	18	boundary	1	1.326
181.500	1.500	hamiltonian	forward	1	19	central	1	0.910
183.000	1.500	hamiltonian	forward	1	20	central	1	0.740
184.500	1.500	hamiltonian	forward	1	21	central	1	1.123
186.000	1.500	hamiltonian	forward	1	1	central	1	1.219
187.500	1.500	hamiltonian	forward	1	2	central	0	n/a
189.000	1.500	structured	structured	1	18	boundary	1	1.407
190.500	1.500	structured	structured	1	20	central	0	n/a
192.000	1.500	structured	structured	1	19	central	1	0.773
193.500	1.500	structured	structured	1	3	boundary	1	0.718
195.000	1.500	structured	structured	1	20	central	0	n/a
196.500	1.500	structured	structured	1	19	central	1	0.708
198.000	1.500	structured	structured	1	20	central	0	n/a
199.500	1.500	structured	structured	1	18	boundary	1	0.161
201.000	1.500	structured	structured	1	21	central	1	0.809
202.500	1.500	structured	structured	1	18	boundary	1	0.910
204.000	1.500	structured	structured	3	17	boundary	0	n/a
205.500	1.500	structured	structured	1	18	boundary	0	n/a
207.000	1.500	structured	structured	1	21	central	1	0.708
208.500	1.500	structured	structured	1	20	central	1	1.300
210.000	1.500	structured	structured	1	19	central	1	0.859
211.500	1.500	structured	structured	1	2	central	0	n/a
213.000	1.500	structured	structured	1	1	central	0	n/a
214.500	1.500	structured	structured	1	21	central	1	0.784
216.000	1.500	structured	structured	1	2	central	1	1.102
217.500	1.500	structured	structured	1	20	central	1	1.372
219.000	1.500	structured	structured	1	19	central	1	0.931
220.500	1.500	hamiltonian	backward	1	18	boundary	1	0.706
222.000	1.500	hamiltonian	backward	3	17	boundary	0	n/a
223.500	1.500	hamiltonian	backward	3	16	central	1	0.931
225.000	1.500	hamiltonian	backward	3	15	central	0	n/a
226.500	1.500	hamiltonian	backward	3	14	central	0	n/a
228.000	1.500	hamiltonian	backward	3	13	central	1	0.861
229.500	1.500	hamiltonian	backward	3	12	central	0	n/a
231.000	1.500	hamiltonian	backward	3	11	boundary	1	0.924
232.500	1.500	hamiltonian	backward	2	10	boundary	1	1.475
234.000	1.500	hamiltonian	backward	2	9	central	0	n/a
235.500	1.500	hamiltonian	backward	2	8	central	0	n/a
237.000	1.500	hamiltonian	backward	2	7	central	1	1.015
238.500	1.500	hamiltonian	backward	2	6	central	0	n/a
240.000	1.500	hamiltonian	backward	2	5	central	1	0.806
241.500	1.500	hamiltonian	backward	2	4	boundary	1	0.939
243.000	1.500	hamiltonian	backward	1	3	boundary	1	1.001
244.500	1.500	hamiltonian	backward	1	2	central	1	1.298
246.000	1.500	hamiltonian	backward	1	1	central	0	n/a
247.500	1.500	hamiltonian	backward	1	21	central	1	0.936
249.000	1.500	hamiltonian	backward	1	20	central	1	1.168
250.500	1.500	hamiltonian	backward	1	19	central	1	0.799
252.000	1.500	structured	structured	1	20	central	1	0.781
253.500	1.500	structured	structured	1	19	central	1	0.627
255.000	1.500	structured	structured	1	1	central	0	n/a
256.500	1.500	structured	structured	1	19	central	0	n/a
258.000	1.500	structured	structured	1	2	central	0	n/a
259.500	1.500	structured	structured	1	1	central	0	n/a
261.000	1.500	structured	structured	1	19	central	0	n/a
262.500	1.500	structured	structured	1	18	boundary	1	0.710
264.000	1.500	structured	structured	1	21	central	1	0.838
265.500	1.500	structured	structured	1	19	central	0	n/a
267.000	1.500	structured	structured	1	3	boundary	1	1.484
268.500	1.500	structured	structured	1	20	central	0	n/a
270.000	1.500	structured	structured	1	19	central	1	0.714
271.500	1.500	structured	structured	1	20	central	1	1.263
273.000	1.500	structured	structured	1	19	central	1	0.872
274.500	1.500	structured	structured	1	21	central	1	1.079
276.000	1.500	structured	structured	1	20	central	1	1.485
277.500	1.500	structured	structured	1	3	boundary	1	0.907
279.000	1.500	structured	structured	1	21	central	1	1.171
280.500	1.500	structured	structured	1	20	central	1	1.337
282.000	1.500	structured	structured	1	1	central	1	0.938
283.500	1.500	hamiltonian	forward	1	2	central	1	1.448
285.000	1.500	hamiltonian	forward	1	3	boundary	0	n/a
286.500	1.500	hamiltonian	forward	2	4	boundary	1	0.935
288.000	1.500	hamiltonian	forward	2	5	central	1	0.950
289.500	1.500	hamiltonian	forward	2	6	central	1	1.123
291.000	1.500	hamiltonian	forward	2	7	central	1	0.859
292.500	1.500	hamiltonian	forward	2	8	central	0	n/a
294.000	1.500	hamiltonian	forward	2	9	central	0	n/a
295.500	1.500	hamiltonian	forward	2	10	boundary	0	n/a
297.000	1.500	hamiltonian	forward	3	11	boundary	1	0.887
298.500	1.500	hamiltonian	forward	3	12	central	0	n/a
300.000	1.500	hamiltonian	forward	3	13	central	1	0.948
301.500	1.500	hamiltonian	forward	3	14	central	0	n/a
303.000	1.500	hamiltonian	forward	3	15	central	0	n/a
304.500	1.500	hamiltonian	forward	3	16	central	0	n/a
306.000	1.500	hamiltonian	forward	3	17	boundary	1	0.673
307.500	1.500	hamiltonian	forward	1	18	boundary	0	n/a
309.000	1.500	hamiltonian	forward	1	19	central	1	0.781
310.500	1.500	hamiltonian	forward	1	20	central	1	1.062
312.000	1.500	hamiltonian	forward	1	21	central	1	1.147
313.500	1.500	hamiltonian	forward	1	1	central	1	1.122
315.000	1.500	structured	structured	1	20	central	1	0.849
316.500	1.500	structured	structured	1	19	central	1	1.138
318.000	1.500	structured	structured	1	1	central	1	0.874
319.500	1.500	structured	structured	1	2	central	0	n/a
321.000	1.500	structured	structured	1	19	central	0	n/a
322.500	1.500	structured	structured	1	21	central	1	0.868
324.000	1.500	structured	structured	1	3	boundary	1	0.909
325.500	1.500	structured	structured	1	19	central	1	0.923
327.000	1.500	structured	structured	1	1	central	0	n/a
328.500	1.500	structured	structured	1	3	boundary	1	0.784
330.000	1.500	structured	structured	1	21	central	1	0.944
331.500	1.500	structured	structured	1	1	central	1	1.022
333.000	1.500	structured	structured	1	21	central	1	1.021
334.500	1.500	structured	structured	1	19	central	1	1.155
336.000	1.500	structured	structured	1	21	central	1	0.818
337.500	1.500	structured	structured	1	2	central	1	0.994
339.000	1.500	structured	structured	1	18	boundary	1	1.112
340.500	1.500	structured	structured	3	17	boundary	0	n/a
342.000	1.500	structured	structured	3	16	central	1	0.952
343.500	1.500	structured	structured	3	12	central	0	n/a
345.000	1.500	structured	structured	3	17	boundary	1	0.278
346.500	1.500	hamiltonian	forward	1	18	boundary	0	n/a
348.000	1.500	hamiltonian	forward	1	19	central	1	1.395
349.500	1.500	hamiltonian	forward	1	20	central	1	0.995
351.000	1.500	hamiltonian	forward	1	21	central	1	0.825
352.500	1.500	hamiltonian	forward	1	1	central	1	0.897
354.000	1.500	hamiltonian	forward	1	2	central	0	n/a
355.500	1.500	hamiltonian	forward	1	3	boundary	1	0.805
357.000	1.500	hamiltonian	forward	2	4	boundary	1	0.838
358.500	1.500	hamiltonian	forward	2	5	central	1	0.956
360.000	1.500	hamiltonian	forward	2	6	central	1	1.497
361.500	1.500	hamiltonian	forward	2	7	central	1	0.032
363.000	1.500	hamiltonian	forward	2	8	central	1	0.641
364.500	1.500	hamiltonian	forward	2	9	central	0	n/a
366.000	1.500	hamiltonian	forward	2	10	boundary	0	n/a
367.500	1.500	hamiltonian	forward	3	11	boundary	1	0.838
369.000	1.500	hamiltonian	forward	3	12	central	1	1.283
370.500	1.500	hamiltonian	forward	3	13	central	1	1.036
372.000	1.500	hamiltonian	forward	3	14	central	1	1.011
373.500	1.500	hamiltonian	forward	3	15	central	0	n/a
375.000	1.500	hamiltonian	forward	3	16	central	0	n/a
376.500	1.500	hamiltonian	forward	3	17	boundary	1	0.830
