onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
4.000	1.000	structured	1	1	2	central	canonical	canonical	0.988
8.000	1.000	structured	1	1	21	central	canonical	canonical	0.674
12.000	1.000	structured	1	1	19	central	canonical	canonical	0.887
18.000	1.000	structured	1	1	20	central	canonical	canonical	0.550
22.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.596
24.000	1.000	structured	1	1	20	central	rotated	canonical	0.621
26.000	1.000	structured	1	1	2	central	canonical	canonical	0.629
30.000	1.000	structured	1	1	19	central	canonical	canonical	0.658
36.000	1.000	structured	1	1	3	boundary	canonical	canonical	0.613
40.000	1.000	structured	1	1	2	central	canonical	canonical	0.642
44.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.865
46.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.938
50.000	1.000	structured	1	3	15	central	canonical	canonical	0.744
54.000	1.000	structured	1	3	17	boundary	rotated	canonical	0.515
60.000	1.000	structured	1	3	16	central	canonical	canonical	0.691
62.000	1.000	structured	1	3	13	central	canonical	canonical	0.842
66.000	1.000	structured	1	3	12	central	canonical	canonical	0.766
72.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.695
78.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.693
82.000	1.000	structured	1	1	2	central	canonical	canonical	0.643
88.000	1.000	structured	1	1	1	central	canonical	canonical	0.706
90.000	1.000	structured	2	1	21	central	canonical	canonical	0.877
96.000	1.000	structured	2	1	3	boundary	canonical	canonical	0.671
102.000	1.000	structured	2	2	4	boundary	canonical	canonical	0.690
106.000	1.000	structured	2	2	6	central	canonical	canonical	0.621
110.000	1.000	structured	2	2	7	central	canonical	canonical	0.724
112.000	1.000	structured	2	2	8	central	canonical	canonical	0.623
116.000	1.000	structured	2	2	4	boundary	canonical	canonical	0.744
120.000	1.000	structured	2	2	7	central	canonical	canonical	0.563
126.000	1.000	structured	2	2	6	central	canonical	canonical	0.808
132.000	1.000	structured	2	2	4	boundary	canonical	canonical	0.679
138.000	1.000	structured	2	2	5	central	canonical	canonical	0.755
142.000	1.000	structured	2	2	6	central	canonical	canonical	0.644
144.000	1.000	structured	2	2	5	central	rotated	rotated	0.984
148.000	1.000	structured	2	2	7	central	canonical	canonical	0.738
152.000	1.000	structured	2	2	9	central	canonical	canonical	0.678
154.000	1.000	structured	2	2	7	central	rotated	rotated	0.936
158.000	1.000	structured	2	2	5	central	canonical	canonical	0.839
164.000	1.000	structured	2	2	7	central	rotated	rotated	0.701
168.000	1.000	structured	2	2	5	central	rotated	canonical	0.992
170.000	1.000	structured	2	2	9	central	canonical	canonical	0.768
174.000	1.000	structured	2	2	5	central	rotated	rotated	0.824
176.000	1.000	scrambled	3	1	21	central	canonical	canonical	0.831
180.000	1.000	scrambled	3	1	1	central	canonical	canonical	0.723
182.000	1.000	scrambled	3	2	9	central	canonical	canonical	0.560
184.000	1.000	scrambled	3	3	14	central	canonical	canonical	0.720
186.000	1.000	scrambled	3	2	7	central	canonical	canonical	0.608
190.000	1.000	scrambled	3	1	3	boundary	canonical	canonical	0.798
194.000	1.000	scrambled	3	2	4	boundary	canonical	canonical	0.964
198.000	1.000	scrambled	3	3	11	boundary	canonical	canonical	0.538
204.000	1.000	scrambled	3	3	16	central	canonical	canonical	0.640
210.000	1.000	scrambled	3	1	18	boundary	canonical	canonical	0.590
212.000	1.000	scrambled	3	2	10	boundary	canonical	canonical	0.821
216.000	1.000	scrambled	3	3	13	central	canonical	n/a	n/a
220.000	1.000	scrambled	3	2	8	central	canonical	canonical	0.800
224.000	1.000	scrambled	3	3	15	central	canonical	canonical	0.736
230.000	1.000	scrambled	3	2	6	central	canonical	canonical	0.683
236.000	1.000	scrambled	3	3	17	boundary	canonical	canonical	0.610
238.000	1.000	scrambled	3	1	19	central	canonical	canonical	0.725
240.000	1.000	scrambled	3	3	12	central	canonical	canonical	0.546
242.000	1.000	scrambled	3	2	5	central	canonical	canonical	0.768
248.000	1.000	scrambled	3	1	20	central	canonical	canonical	0.524
254.000	1.000	scrambled	3	1	2	central	canonical	canonical	0.606
256.000	1.000	structured	4	1	21	central	canonical	canonical	0.750
262.000	1.000	structured	4	1	1	central	canonical	canonical	0.516
266.000	1.000	structured	4	1	2	central	canonical	canonical	0.740
268.000	1.000	structured	4	1	18	boundary	canonical	canonical	0.629
274.000	1.000	structured	4	1	21	central	canonical	canonical	0.660
280.000	1.000	structured	4	1	1	central	canonical	canonical	0.869
286.000	1.000	structured	4	1	3	boundary	canonical	canonical	0.430
288.000	1.000	structured	4	1	20	central	canonical	canonical	0.830
294.000	1.000	structured	4	1	21	central	canonical	canonical	0.665
298.000	1.000	structured	4	1	18	boundary	canonical	canonical	0.793
304.000	1.000	structured	4	1	21	central	rotated	rotated	0.795
306.000	1.000	structured	4	1	2	central	canonical	canonical	0.816
308.000	1.000	structured	4	1	3	boundary	canonical	canonical	0.802
314.000	1.000	structured	4	2	4	boundary	canonical	canonical	0.613
320.000	1.000	structured	4	2	9	central	canonical	canonical	0.727
324.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.659
330.000	1.000	structured	4	2	9	central	rotated	canonical	0.525
332.000	1.000	structured	4	2	10	boundary	rotated	rotated	0.842
336.000	1.000	structured	4	2	8	central	canonical	canonical	0.686
342.000	1.000	structured	4	2	7	central	canonical	canonical	0.953
344.000	1.000	structured	4	2	4	boundary	canonical	canonical	0.984
350.000	1.000	structured	5	2	8	central	canonical	canonical	0.844
352.000	1.000	structured	5	2	9	central	canonical	canonical	0.601
356.000	1.000	structured	5	2	6	central	canonical	canonical	0.806
358.000	1.000	structured	5	2	7	central	canonical	canonical	0.861
360.000	1.000	structured	5	2	4	boundary	canonical	n/a	n/a
362.000	1.000	structured	5	2	5	central	canonical	canonical	0.883
364.000	1.000	structured	5	2	7	central	canonical	canonical	0.682
370.000	1.000	structured	5	2	5	central	rotated	canonical	0.993
372.000	1.000	structured	5	2	4	boundary	canonical	canonical	0.850
378.000	1.000	structured	5	2	6	central	canonical	canonical	0.751
380.000	1.000	structured	5	2	9	central	canonical	n/a	n/a
384.000	1.000	structured	5	2	7	central	canonical	canonical	0.820
390.000	1.000	structured	5	2	9	central	rotated	rotated	0.714
394.000	1.000	structured	5	2	8	central	canonical	canonical	0.710
400.000	1.000	structured	5	2	6	central	canonical	canonical	0.849
402.000	1.000	structured	5	2	8	central	rotated	n/a	n/a
408.000	1.000	structured	5	2	5	central	canonical	canonical	0.751
410.000	1.000	structured	5	2	10	boundary	canonical	canonical	0.712
412.000	1.000	structured	5	2	8	central	canonical	canonical	0.776
418.000	1.000	structured	5	2	9	central	canonical	canonical	0.685
422.000	1.000	structured	5	2	5	central	canonical	canonical	0.803
428.000	1.000	scrambled	6	2	9	central	rotated	rotated	0.994
432.000	1.000	scrambled	6	3	13	central	canonical	n/a	n/a
438.000	1.000	scrambled	6	3	14	central	canonical	canonical	0.701
442.000	1.000	scrambled	6	2	7	central	canonical	canonical	0.911
444.000	1.000	scrambled	6	2	5	central	canonical	n/a	n/a
450.000	1.000	scrambled	6	3	15	central	canonical	canonical	0.895
454.000	1.000	scrambled	6	2	10	boundary	canonical	canonical	0.733
456.000	1.000	scrambled	6	1	19	central	canonical	canonical	0.988
460.000	1.000	scrambled	6	3	17	boundary	canonical	canonical	0.984
466.000	1.000	scrambled	6	2	4	boundary	canonical	rotated	0.770
472.000	1.000	scrambled	6	1	21	central	canonical	canonical	0.765
476.000	1.000	scrambled	6	1	18	boundary	canonical	canonical	0.674
478.000	1.000	scrambled	6	1	2	central	canonical	n/a	n/a
484.000	1.000	scrambled	6	3	16	central	canonical	canonical	0.715
486.000	1.000	scrambled	6	2	6	central	canonical	canonical	0.724
492.000	1.000	scrambled	6	3	12	central	canonical	canonical	0.677
494.000	1.000	scrambled	6	2	8	central	canonical	canonical	0.625
498.000	1.000	scrambled	6	1	1	central	canonical	canonical	0.634
500.000	1.000	scrambled	6	1	3	boundary	canonical	canonical	0.862
502.000	1.000	scrambled	6	3	11	boundary	canonical	canonical	0.568
504.000	1.000	scrambled	6	1	20	central	canonical	canonical	0.593
508.000	1.000	structured	7	1	21	central	canonical	canonical	0.621
512.000	1.000	structured	7	1	3	boundary	canonical	canonical	0.570
514.000	1.000	structured	7	1	21	central	rotated	canonical	0.751
520.000	1.000	structured	7	1	20	central	canonical	canonical	0.604
