onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	8.000	central	ocean	1	2	20	15	1	n/a	n/a
8.500	5.152	boundary2	forest	3	11	17	5	1	1	5.152
14.152	3.206	central	forest	3	13	14	21	1	1	3.206
17.858	3.130	boundary2	desert	2	4	10	2	1	2	3.130
21.488	2.109	boundary2	ocean	1	18	13	3	2	2	2.109
24.097	2.020	central	desert	2	5	14	7	2	2	2.020
26.617	2.264	central	ocean	1	2	19	6	1	1	2.264
29.380	3.295	boundary1	forest	3	11	10	15	2	2	3.295
33.176	2.879	boundary1	desert	2	10	11	9	2	2	2.879
36.554	3.611	central	desert	2	8	16	5	2	1	3.611
40.666	2.420	central	forest	3	15	16	20	1	2	2.420
43.586	1.668	central	desert	2	6	21	7	2	2	1.668
45.754	2.731	central	desert	2	6	8	15	1	1	2.731
48.985	1.364	central	forest	3	13	8	16	2	2	1.364
50.849	2.443	boundary1	ocean	1	18	2	17	1	2	2.443
53.792	3.227	central	forest	3	15	9	13	2	2	3.227
57.519	2.452	central	ocean	1	20	16	1	2	1	2.452
60.471	2.450	central	desert	2	7	19	8	2	2	2.450
63.422	2.065	central	ocean	1	1	2	8	1	1	2.065
65.987	2.042	boundary2	desert	2	10	12	4	2	1	2.042
68.529	2.558	boundary1	desert	2	4	8	3	1	1	2.558
71.587	2.887	central	forest	3	12	1	13	2	2	2.887
74.974	2.263	central	ocean	1	21	1	7	1	1	2.263
77.737	3.127	central	ocean	1	19	5	20	2	1	3.127
81.364	3.518	central	forest	3	16	2	12	2	2	3.518
85.381	4.181	central	desert	2	8	9	20	1	1	4.181
90.062	1.629	boundary2	forest	3	17	11	1	1	1	1.629
92.191	5.706	central	ocean	1	1	14	19	2	1	5.706
98.396	2.742	central	desert	2	9	2	5	2	2	2.742
101.639	3.092	central	desert	2	9	6	13	1	1	3.092
105.231	2.912	central	forest	3	14	15	19	1	2	2.912
108.643	2.792	central	forest	3	14	12	7	1	1	2.792
111.935	2.334	central	ocean	1	21	2	13	1	1	2.334
114.769	4.351	central	forest	3	16	14	6	1	1	4.351
119.619	2.241	boundary2	ocean	1	3	6	18	2	2	2.241
122.361	4.107	boundary1	forest	3	17	12	18	1	1	4.107
126.967	2.852	central	desert	2	7	12	9	2	1	2.852
130.319	3.060	central	desert	2	5	1	6	2	1	3.060
133.880	2.177	central	ocean	1	19	21	12	1	1	2.177
136.556	4.785	boundary1	ocean	1	3	4	1	2	2	4.785
141.841	5.531	central	forest	3	12	15	5	1	1	5.531
147.873	2.377	central	ocean	1	20	9	21	2	2	2.377
