object	object_type	community	dim1	dim2
1	central	1	10	9
2	central	1	0	10
3	boundary	1	10	18
4	boundary	2	5	0
5	central	2	9	1
6	central	2	5	1
7	central	2	1	10
8	central	2	10	8
9	central	2	1	5
10	boundary	2	0	18
11	boundary	3	1	0
12	central	3	0	9
13	central	3	10	17
14	central	3	10	0
15	central	3	0	0
16	central	3	0	5
17	boundary	3	1	1
18	boundary	1	0	17
19	central	1	4	1
20	central	1	0	11
21	central	1	1	11
