onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	4.677	central	forest	3	16	6	14	2	1	4.677
5.177	3.336	boundary1	forest	3	17	15	18	1	1	3.336
9.013	4.239	boundary1	desert	2	10	11	7	2	1	4.239
13.752	3.462	boundary1	ocean	1	18	17	21	2	1	3.462
17.714	4.199	boundary2	desert	2	4	20	10	2	2	4.199
22.414	2.993	central	forest	3	13	16	5	1	1	2.993
25.907	3.199	central	desert	2	5	16	7	2	1	3.199
29.606	2.493	central	forest	3	12	15	8	1	1	2.493
32.599	2.522	central	ocean	1	19	8	20	2	2	2.522
35.621	3.269	boundary1	ocean	1	3	4	1	2	1	3.269
39.390	3.463	boundary1	forest	3	11	12	10	1	1	3.463
43.353	3.745	central	ocean	1	2	15	20	2	1	3.745
47.598	1.748	boundary2	forest	3	11	5	17	2	2	1.748
49.846	2.797	central	forest	3	12	13	21	1	1	2.797
53.143	3.069	central	desert	2	9	6	14	1	2	3.069
56.711	2.864	central	forest	3	14	19	15	2	2	2.864
60.075	3.642	central	desert	2	7	12	9	2	2	3.642
64.218	2.069	central	ocean	1	20	13	1	2	2	2.069
66.787	2.273	central	ocean	1	2	19	6	1	2	2.273
69.560	3.296	central	forest	3	15	16	1	1	2	3.296
73.356	2.784	central	desert	2	8	13	5	2	2	2.784
76.640	2.727	central	desert	2	5	6	21	1	1	2.727
79.867	1.798	boundary2	forest	3	17	11	1	1	2	1.798
82.164	1.767	central	desert	2	6	15	8	2	1	1.767
84.432	3.553	central	ocean	1	1	2	5	1	1	3.553
88.484	1.833	central	desert	2	6	7	20	1	2	1.833
90.817	4.190	boundary2	desert	2	10	4	13	1	1	4.190
95.507	3.009	boundary2	ocean	1	3	18	6	1	1	3.009
99.016	3.692	central	ocean	1	21	2	14	1	2	3.692
103.208	2.899	central	forest	3	14	12	7	1	1	2.899
106.607	3.914	boundary1	desert	2	4	6	3	1	1	3.914
111.021	3.743	central	forest	3	15	13	9	1	2	3.743
115.263	3.690	central	ocean	1	21	7	1	2	2	3.690
119.453	3.854	central	forest	3	16	12	2	1	1	3.854
123.807	1.559	central	desert	2	7	19	8	2	1	1.559
125.866	4.689	central	forest	3	13	20	14	2	1	4.689
131.055	3.153	central	ocean	1	1	16	19	2	1	3.153
134.709	2.434	central	desert	2	8	9	1	1	2	2.434
137.642	2.480	boundary2	ocean	1	18	16	3	2	1	2.480
140.623	2.542	central	ocean	1	19	21	12	1	2	2.542
143.665	3.231	central	desert	2	9	2	5	2	1	3.231
147.396	3.345	central	ocean	1	20	9	21	2	2	3.345
