onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	1.911	boundary1	forest	3	11	10	16	2	2	1.911
2.411	5.810	boundary2	desert	2	4	20	10	2	1	5.810
8.721	3.663	central	forest	3	15	13	8	1	2	3.663
12.883	4.912	central	desert	2	8	20	9	2	2	4.912
18.295	4.914	central	desert	2	5	7	14	1	2	4.914
23.710	2.255	central	forest	3	16	5	14	2	1	2.255
26.465	2.894	central	ocean	1	2	19	5	1	2	2.894
29.859	2.520	boundary1	ocean	1	18	1	17	1	1	2.520
32.879	5.513	central	desert	2	7	9	13	1	1	5.513
38.892	2.301	central	ocean	1	21	1	6	1	1	2.301
41.693	2.195	boundary1	desert	2	4	6	3	1	2	2.195
44.388	2.314	central	ocean	1	2	20	12	1	1	2.314
47.202	4.530	boundary1	forest	3	17	18	14	2	1	4.530
52.232	2.069	central	ocean	1	19	20	9	1	1	2.069
54.801	3.609	central	forest	3	12	1	13	2	2	3.609
58.910	3.773	central	ocean	1	20	8	21	2	2	3.773
63.183	5.433	boundary2	ocean	1	18	3	15	1	1	5.433
69.116	7.718	central	desert	2	5	1	6	2	2	7.718
77.334	5.630	central	desert	2	9	6	15	1	1	5.630
83.463	2.411	central	ocean	1	1	14	19	2	2	2.411
86.375	3.126	boundary1	ocean	1	3	4	19	2	1	3.126
90.001	4.007	central	forest	3	14	6	12	2	1	4.007
94.508	3.282	boundary2	forest	3	17	2	11	2	2	3.282
98.290	3.565	central	ocean	1	20	1	16	1	1	3.565
102.356	2.787	central	desert	2	8	16	5	2	1	2.787
105.643	1.653	central	ocean	1	19	13	21	2	2	1.653
107.795	4.366	central	desert	2	9	2	5	2	2	4.366
112.661	1.507	boundary2	ocean	1	3	18	5	1	1	1.507
114.668	1.963	boundary1	desert	2	10	9	11	1	1	1.963
117.132	1.741	central	forest	3	12	9	15	2	1	1.741
119.373	1.676	central	desert	2	6	7	19	1	2	1.676
121.549	3.939	central	forest	3	14	15	21	1	1	3.939
125.988	3.865	central	ocean	1	1	2	7	1	1	3.865
130.353	1.570	central	desert	2	7	8	21	1	1	1.570
132.424	1.975	boundary2	forest	3	11	9	17	2	2	1.975
134.898	3.949	central	desert	2	6	12	8	2	1	3.949
139.347	3.501	central	forest	3	13	16	7	1	1	3.501
143.348	1.912	central	forest	3	15	20	16	2	1	1.912
145.760	2.294	boundary2	desert	2	10	4	16	1	2	2.294
148.554	0.003	central	forest	3	16	2	12	2	2	0.003
149.057	0.005	central	ocean	1	21	2	15	1	2	0.005
149.562	3.212	central	forest	3	13	19	14	2	1	3.212
