onset	duration	trial_type	path_type	community	object	object_type	response	response_time
52.500	1.500	hamiltonian	backward	3	16	central	1	0.528
54.000	1.500	hamiltonian	backward	3	15	central	0	n/a
55.500	1.500	hamiltonian	backward	3	14	central	0	n/a
57.000	1.500	hamiltonian	backward	3	13	central	0	n/a
58.500	1.500	hamiltonian	backward	3	12	central	0	n/a
60.000	1.500	hamiltonian	backward	3	11	boundary	0	n/a
61.500	1.500	hamiltonian	backward	2	10	boundary	0	n/a
63.000	1.500	structured	structured	2	5	central	0	n/a
64.500	1.500	structured	structured	2	9	central	1	0.880
66.000	1.500	structured	structured	2	8	central	0	n/a
67.500	1.500	structured	structured	2	10	boundary	0	n/a
69.000	1.500	structured	structured	2	6	central	0	n/a
70.500	1.500	structured	structured	2	5	central	0	n/a
72.000	1.500	structured	structured	2	4	boundary	0	n/a
73.500	1.500	structured	structured	2	6	central	0	n/a
75.000	1.500	structured	structured	2	8	central	1	0.958
76.500	1.500	structured	structured	2	4	boundary	0	n/a
78.000	1.500	structured	structured	2	5	central	0	n/a
79.500	1.500	structured	structured	2	7	central	0	n/a
81.000	1.500	structured	structured	2	9	central	1	0.322
82.500	1.500	structured	structured	2	5	central	0	n/a
84.000	1.500	structured	structured	2	4	boundary	0	n/a
85.500	1.500	structured	structured	2	5	central	0	n/a
87.000	1.500	structured	structured	2	8	central	1	0.997
88.500	1.500	structured	structured	2	4	boundary	0	n/a
90.000	1.500	structured	structured	2	8	central	0	n/a
91.500	1.500	structured	structured	2	6	central	1	0.868
93.000	1.500	structured	structured	2	4	boundary	0	n/a
94.500	1.500	hamiltonian	forward	2	5	central	1	0.987
96.000	1.500	hamiltonian	forward	2	6	central	0	n/a
97.500	1.500	hamiltonian	forward	2	7	central	0	n/a
99.000	1.500	hamiltonian	forward	2	8	central	0	n/a
100.500	1.500	hamiltonian	forward	2	9	central	1	0.920
102.000	1.500	hamiltonian	forward	2	10	boundary	0	n/a
103.500	1.500	hamiltonian	forward	3	11	boundary	0	n/a
105.000	1.500	hamiltonian	forward	3	12	central	0	n/a
106.500	1.500	hamiltonian	forward	3	13	central	0	n/a
108.000	1.500	hamiltonian	forward	3	14	central	0	n/a
109.500	1.500	hamiltonian	forward	3	15	central	0	n/a
111.000	1.500	hamiltonian	forward	3	16	central	0	n/a
112.500	1.500	hamiltonian	forward	3	17	boundary	0	n/a
114.000	1.500	hamiltonian	forward	1	18	boundary	0	n/a
115.500	1.500	hamiltonian	forward	1	19	central	0	n/a
117.000	1.500	hamiltonian	forward	1	20	central	0	n/a
118.500	1.500	hamiltonian	forward	1	21	central	0	n/a
120.000	1.500	hamiltonian	forward	1	1	central	0	n/a
121.500	1.500	hamiltonian	forward	1	2	central	0	n/a
123.000	1.500	hamiltonian	forward	1	3	boundary	0	n/a
124.500	1.500	hamiltonian	forward	2	4	boundary	0	n/a
126.000	1.500	structured	structured	2	7	central	0	n/a
127.500	1.500	structured	structured	2	4	boundary	1	0.778
129.000	1.500	structured	structured	2	5	central	0	n/a
130.500	1.500	structured	structured	2	4	boundary	1	0.618
132.000	1.500	structured	structured	2	8	central	0	n/a
133.500	1.500	structured	structured	2	7	central	0	n/a
135.000	1.500	structured	structured	2	8	central	1	1.137
136.500	1.500	structured	structured	2	9	central	0	n/a
138.000	1.500	structured	structured	2	5	central	1	0.906
139.500	1.500	structured	structured	2	7	central	0	n/a
141.000	1.500	structured	structured	2	8	central	0	n/a
142.500	1.500	structured	structured	2	5	central	1	0.747
144.000	1.500	structured	structured	2	8	central	0	n/a
145.500	1.500	structured	structured	2	7	central	1	0.946
147.000	1.500	structured	structured	2	8	central	0	n/a
148.500	1.500	structured	structured	2	6	central	0	n/a
150.000	1.500	structured	structured	2	8	central	1	0.546
151.500	1.500	structured	structured	2	4	boundary	0	n/a
153.000	1.500	structured	structured	1	3	boundary	1	1.135
154.500	1.500	structured	structured	1	20	central	1	0.972
156.000	1.500	structured	structured	1	18	boundary	0	n/a
157.500	1.500	hamiltonian	forward	1	19	central	0	n/a
159.000	1.500	hamiltonian	forward	1	20	central	0	n/a
160.500	1.500	hamiltonian	forward	1	21	central	0	n/a
162.000	1.500	hamiltonian	forward	1	1	central	0	n/a
163.500	1.500	hamiltonian	forward	1	2	central	0	n/a
165.000	1.500	hamiltonian	forward	1	3	boundary	1	1.089
166.500	1.500	hamiltonian	forward	2	4	boundary	0	n/a
168.000	1.500	hamiltonian	forward	2	5	central	0	n/a
169.500	1.500	hamiltonian	forward	2	6	central	0	n/a
171.000	1.500	hamiltonian	forward	2	7	central	0	n/a
172.500	1.500	hamiltonian	forward	2	8	central	0	n/a
174.000	1.500	hamiltonian	forward	2	9	central	0	n/a
175.500	1.500	hamiltonian	forward	2	10	boundary	0	n/a
177.000	1.500	hamiltonian	forward	3	11	boundary	0	n/a
178.500	1.500	hamiltonian	forward	3	12	central	0	n/a
180.000	1.500	hamiltonian	forward	3	13	central	0	n/a
181.500	1.500	hamiltonian	forward	3	14	central	0	n/a
183.000	1.500	hamiltonian	forward	3	15	central	0	n/a
184.500	1.500	hamiltonian	forward	3	16	central	0	n/a
186.000	1.500	hamiltonian	forward	3	17	boundary	0	n/a
187.500	1.500	hamiltonian	forward	1	18	boundary	0	n/a
189.000	1.500	structured	structured	1	19	central	0	n/a
190.500	1.500	structured	structured	1	2	central	1	1.230
192.000	1.500	structured	structured	1	1	central	0	n/a
193.500	1.500	structured	structured	1	18	boundary	1	0.981
195.000	1.500	structured	structured	1	20	central	0	n/a
196.500	1.500	structured	structured	1	3	boundary	0	n/a
198.000	1.500	structured	structured	1	20	central	0	n/a
199.500	1.500	structured	structured	1	21	central	0	n/a
201.000	1.500	structured	structured	1	19	central	0	n/a
202.500	1.500	structured	structured	1	3	boundary	0	n/a
204.000	1.500	structured	structured	1	19	central	1	0.961
205.500	1.500	structured	structured	1	3	boundary	1	0.829
207.000	1.500	structured	structured	1	19	central	1	0.544
208.500	1.500	structured	structured	1	3	boundary	1	0.653
210.000	1.500	structured	structured	1	21	central	0	n/a
211.500	1.500	structured	structured	1	20	central	0	n/a
213.000	1.500	structured	structured	1	2	central	1	1.448
214.500	1.500	structured	structured	1	1	central	0	n/a
216.000	1.500	structured	structured	1	20	central	1	0.872
217.500	1.500	structured	structured	1	2	central	0	n/a
219.000	1.500	structured	structured	1	19	central	1	0.902
220.500	1.500	hamiltonian	backward	1	18	boundary	0	n/a
222.000	1.500	hamiltonian	backward	3	17	boundary	1	1.364
223.500	1.500	hamiltonian	backward	3	16	central	0	n/a
225.000	1.500	hamiltonian	backward	3	15	central	0	n/a
226.500	1.500	hamiltonian	backward	3	14	central	0	n/a
228.000	1.500	hamiltonian	backward	3	13	central	0	n/a
229.500	1.500	hamiltonian	backward	3	12	central	0	n/a
231.000	1.500	hamiltonian	backward	3	11	boundary	0	n/a
232.500	1.500	hamiltonian	backward	2	10	boundary	0	n/a
234.000	1.500	hamiltonian	backward	2	9	central	0	n/a
235.500	1.500	hamiltonian	backward	2	8	central	0	n/a
237.000	1.500	hamiltonian	backward	2	7	central	0	n/a
238.500	1.500	hamiltonian	backward	2	6	central	0	n/a
240.000	1.500	hamiltonian	backward	2	5	central	0	n/a
241.500	1.500	hamiltonian	backward	2	4	boundary	0	n/a
243.000	1.500	hamiltonian	backward	1	3	boundary	1	1.094
244.500	1.500	hamiltonian	backward	1	2	central	0	n/a
246.000	1.500	hamiltonian	backward	1	1	central	0	n/a
247.500	1.500	hamiltonian	backward	1	21	central	0	n/a
249.000	1.500	hamiltonian	backward	1	20	central	1	1.443
250.500	1.500	hamiltonian	backward	1	19	central	0	n/a
252.000	1.500	structured	structured	1	3	boundary	1	1.357
253.500	1.500	structured	structured	1	2	central	0	n/a
255.000	1.500	structured	structured	1	20	central	1	0.860
256.500	1.500	structured	structured	1	19	central	0	n/a
258.000	1.500	structured	structured	1	21	central	0	n/a
259.500	1.500	structured	structured	1	2	central	1	0.959
261.000	1.500	structured	structured	1	18	boundary	0	n/a
262.500	1.500	structured	structured	1	1	central	1	1.090
264.000	1.500	structured	structured	1	20	central	0	n/a
265.500	1.500	structured	structured	1	18	boundary	0	n/a
267.000	1.500	structured	structured	3	17	boundary	0	n/a
268.500	1.500	structured	structured	3	15	central	1	0.631
270.000	1.500	structured	structured	3	12	central	1	1.025
271.500	1.500	structured	structured	3	14	central	0	n/a
273.000	1.500	structured	structured	3	15	central	1	0.687
274.500	1.500	structured	structured	3	17	boundary	0	n/a
276.000	1.500	structured	structured	3	14	central	1	1.263
277.500	1.500	structured	structured	3	17	boundary	0	n/a
279.000	1.500	structured	structured	3	14	central	1	0.810
280.500	1.500	structured	structured	3	17	boundary	0	n/a
282.000	1.500	structured	structured	3	14	central	1	0.420
283.500	1.500	hamiltonian	forward	3	15	central	0	n/a
285.000	1.500	hamiltonian	forward	3	16	central	1	1.205
286.500	1.500	hamiltonian	forward	3	17	boundary	0	n/a
288.000	1.500	hamiltonian	forward	1	18	boundary	0	n/a
289.500	1.500	hamiltonian	forward	1	19	central	0	n/a
291.000	1.500	hamiltonian	forward	1	20	central	0	n/a
292.500	1.500	hamiltonian	forward	1	21	central	0	n/a
294.000	1.500	hamiltonian	forward	1	1	central	0	n/a
295.500	1.500	hamiltonian	forward	1	2	central	0	n/a
297.000	1.500	hamiltonian	forward	1	3	boundary	0	n/a
298.500	1.500	hamiltonian	forward	2	4	boundary	0	n/a
300.000	1.500	hamiltonian	forward	2	5	central	0	n/a
301.500	1.500	hamiltonian	forward	2	6	central	0	n/a
303.000	1.500	hamiltonian	forward	2	7	central	0	n/a
304.500	1.500	hamiltonian	forward	2	8	central	0	n/a
306.000	1.500	hamiltonian	forward	2	9	central	0	n/a
307.500	1.500	hamiltonian	forward	2	10	boundary	0	n/a
309.000	1.500	hamiltonian	forward	3	11	boundary	0	n/a
310.500	1.500	hamiltonian	forward	3	12	central	0	n/a
312.000	1.500	hamiltonian	forward	3	13	central	0	n/a
313.500	1.500	hamiltonian	forward	3	14	central	0	n/a
315.000	1.500	structured	structured	3	17	boundary	1	0.945
316.500	1.500	structured	structured	3	15	central	0	n/a
318.000	1.500	structured	structured	3	11	boundary	0	n/a
319.500	1.500	structured	structured	3	15	central	1	1.032
321.000	1.500	structured	structured	3	16	central	0	n/a
322.500	1.500	structured	structured	3	13	central	0	n/a
324.000	1.500	structured	structured	3	12	central	0	n/a
325.500	1.500	structured	structured	3	14	central	0	n/a
327.000	1.500	structured	structured	3	17	boundary	1	0.973
328.500	1.500	structured	structured	3	12	central	0	n/a
330.000	1.500	structured	structured	3	13	central	0	n/a
331.500	1.500	structured	structured	3	12	central	1	1.165
333.000	1.500	structured	structured	3	16	central	0	n/a
334.500	1.500	structured	structured	3	13	central	1	1.366
336.000	1.500	structured	structured	3	11	boundary	0	n/a
337.500	1.500	structured	structured	3	16	central	0	n/a
339.000	1.500	structured	structured	3	12	central	1	1.387
340.500	1.500	structured	structured	3	11	boundary	0	n/a
342.000	1.500	structured	structured	3	14	central	1	0.872
343.500	1.500	structured	structured	3	16	central	0	n/a
345.000	1.500	structured	structured	3	12	central	1	1.489
346.500	1.500	hamiltonian	backward	3	11	boundary	1	0.124
348.000	1.500	hamiltonian	backward	2	10	boundary	0	n/a
349.500	1.500	hamiltonian	backward	2	9	central	0	n/a
351.000	1.500	hamiltonian	backward	2	8	central	0	n/a
352.500	1.500	hamiltonian	backward	2	7	central	0	n/a
354.000	1.500	hamiltonian	backward	2	6	central	0	n/a
355.500	1.500	hamiltonian	backward	2	5	central	0	n/a
357.000	1.500	hamiltonian	backward	2	4	boundary	0	n/a
358.500	1.500	hamiltonian	backward	1	3	boundary	0	n/a
360.000	1.500	hamiltonian	backward	1	2	central	0	n/a
361.500	1.500	hamiltonian	backward	1	1	central	0	n/a
363.000	1.500	hamiltonian	backward	1	21	central	0	n/a
364.500	1.500	hamiltonian	backward	1	20	central	0	n/a
366.000	1.500	hamiltonian	backward	1	19	central	0	n/a
367.500	1.500	hamiltonian	backward	1	18	boundary	0	n/a
369.000	1.500	hamiltonian	backward	3	17	boundary	0	n/a
370.500	1.500	hamiltonian	backward	3	16	central	0	n/a
372.000	1.500	hamiltonian	backward	3	15	central	0	n/a
373.500	1.500	hamiltonian	backward	3	14	central	0	n/a
375.000	1.500	hamiltonian	backward	3	13	central	0	n/a
376.500	1.500	hamiltonian	backward	3	12	central	0	n/a
