onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
0.000	1.500	structured	1	2	5	central	canonical	canonical	0.880
1.500	1.500	structured	1	2	7	central	rotated	rotated	1.343
3.000	1.500	structured	1	2	9	central	canonical	canonical	0.884
4.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.752
6.000	1.500	structured	1	2	5	central	canonical	canonical	0.669
7.500	1.500	structured	1	2	8	central	canonical	canonical	0.569
9.000	1.500	structured	1	2	6	central	canonical	canonical	0.669
10.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.943
12.000	1.500	structured	1	2	9	central	canonical	canonical	0.686
13.500	1.500	structured	1	2	5	central	canonical	canonical	0.701
15.000	1.500	structured	1	2	8	central	canonical	canonical	0.624
16.500	1.500	structured	1	2	7	central	canonical	canonical	0.661
18.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.799
19.500	1.500	structured	1	2	6	central	canonical	canonical	0.723
21.000	1.500	structured	1	2	9	central	canonical	canonical	0.660
22.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.762
24.000	1.500	structured	1	2	8	central	canonical	canonical	0.754
25.500	1.500	structured	1	2	9	central	canonical	canonical	0.693
27.000	1.500	structured	1	2	5	central	canonical	canonical	0.740
28.500	1.500	structured	1	2	8	central	canonical	canonical	0.693
30.000	1.500	structured	1	2	5	central	rotated	rotated	1.200
31.500	1.500	structured	1	2	9	central	canonical	canonical	0.803
33.000	1.500	structured	1	2	5	central	rotated	rotated	0.864
34.500	1.500	structured	1	2	9	central	rotated	rotated	1.178
36.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.778
37.500	1.500	structured	1	2	8	central	canonical	canonical	0.818
39.000	1.500	structured	1	2	7	central	canonical	canonical	0.749
40.500	1.500	structured	1	2	5	central	canonical	canonical	0.966
42.000	1.500	structured	1	2	7	central	rotated	rotated	1.081
43.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.848
45.000	1.500	structured	1	2	6	central	canonical	canonical	0.674
46.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.698
48.000	1.500	structured	1	2	9	central	canonical	canonical	0.771
49.500	1.500	structured	1	2	8	central	canonical	canonical	0.709
51.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.840
52.500	1.500	structured	1	2	6	central	canonical	canonical	0.676
54.000	1.500	structured	1	2	4	boundary	rotated	rotated	0.955
55.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.812
57.000	1.500	structured	1	1	19	central	canonical	canonical	0.957
58.500	1.500	structured	1	1	20	central	canonical	canonical	0.717
60.000	1.500	structured	1	1	19	central	rotated	rotated	0.937
61.500	1.500	structured	1	1	1	central	canonical	canonical	0.882
63.000	1.500	structured	1	1	21	central	canonical	canonical	1.290
64.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.936
66.000	1.500	structured	1	1	1	central	canonical	canonical	0.760
67.500	1.500	structured	1	1	3	boundary	rotated	rotated	0.870
69.000	1.500	structured	1	1	1	central	rotated	rotated	0.872
70.500	1.500	structured	1	1	20	central	canonical	canonical	0.733
72.000	1.500	structured	1	1	19	central	canonical	canonical	0.773
73.500	1.500	structured	1	1	21	central	canonical	canonical	1.060
