onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	1.529	boundary2	desert	2	4	10	20	1	2	1.529
2.029	2.234	central	ocean	1	21	12	2	2	1	2.234
4.763	3.905	boundary1	ocean	1	3	4	20	2	1	3.905
9.168	1.837	central	forest	3	16	12	19	1	2	1.837
11.505	1.764	boundary2	ocean	1	18	3	15	1	1	1.764
13.768	2.722	central	forest	3	16	14	7	1	2	2.722
16.990	6.710	central	ocean	1	21	6	1	2	2	6.710
24.200	3.126	central	forest	3	13	14	21	1	1	3.126
27.826	3.072	central	desert	2	7	1	8	2	1	3.072
31.398	2.163	central	ocean	1	19	20	9	1	1	2.163
34.061	4.790	central	desert	2	5	7	14	1	2	4.790
39.351	4.217	central	ocean	1	2	7	19	2	2	4.217
44.069	3.192	central	desert	2	8	9	2	1	1	3.192
47.760	4.985	central	ocean	1	1	14	19	2	1	4.985
53.246	2.140	boundary1	desert	2	4	7	3	1	2	2.140
55.885	6.112	central	ocean	1	20	21	5	1	2	6.112
62.497	8.000	boundary1	forest	3	11	13	10	1	n/a	n/a
70.997	5.516	central	ocean	1	19	21	16	1	2	5.516
77.013	1.880	central	desert	2	6	8	15	1	1	1.880
79.393	3.682	central	ocean	1	2	15	20	2	1	3.682
83.575	4.385	central	ocean	1	20	1	13	1	1	4.385
88.460	2.615	central	desert	2	7	16	9	2	2	2.615
91.575	4.227	central	forest	3	13	16	8	1	1	4.227
96.302	3.724	central	forest	3	15	2	16	2	1	3.724
100.526	3.497	boundary1	desert	2	10	9	11	1	2	3.497
104.523	2.394	central	desert	2	9	5	19	1	1	2.394
107.417	3.301	central	forest	3	14	12	6	1	2	3.301
111.218	3.437	central	forest	3	14	1	15	2	1	3.437
115.155	4.072	central	desert	2	8	13	5	2	2	4.072
119.727	1.467	central	forest	3	12	9	15	2	1	1.467
121.695	2.874	boundary2	forest	3	17	21	11	2	1	2.874
125.068	3.079	boundary2	desert	2	10	13	4	2	1	3.079
128.647	2.742	central	forest	3	15	5	13	2	1	2.742
131.889	3.479	boundary2	ocean	1	3	8	18	2	2	3.479
135.869	2.505	central	forest	3	12	20	13	2	1	2.505
138.874	2.262	central	desert	2	6	7	21	1	1	2.262
141.636	1.602	central	desert	2	5	20	6	2	1	1.602
143.737	2.439	boundary1	ocean	1	18	17	1	2	2	2.439
146.677	2.122	central	ocean	1	1	2	8	1	1	2.122
149.298	2.790	boundary1	forest	3	17	18	14	2	1	2.790
152.588	1.369	central	desert	2	9	12	6	2	2	1.369
154.457	2.241	boundary2	forest	3	11	17	6	1	1	2.241
