onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	3.434	boundary1	forest	3	11	13	10	1	1	3.434
3.934	5.498	boundary2	ocean	1	18	3	13	1	1	5.498
9.932	4.496	boundary2	ocean	1	3	5	18	2	2	4.496
14.928	4.196	central	forest	3	13	8	16	2	2	4.196
19.625	8.000	central	forest	3	14	1	15	2	n/a	n/a
28.125	2.208	central	desert	2	7	9	15	1	2	2.208
30.833	2.545	central	ocean	1	1	2	8	1	1	2.545
33.878	2.574	central	forest	3	14	12	5	1	2	2.574
36.952	3.301	central	ocean	1	19	15	21	2	1	3.301
40.752	2.852	central	forest	3	16	12	21	1	2	2.852
44.105	3.886	central	forest	3	16	14	7	1	2	3.886
48.491	1.985	central	desert	2	9	5	21	1	1	1.985
50.976	2.807	central	ocean	1	2	19	7	1	1	2.807
54.284	2.718	central	desert	2	6	12	8	2	1	2.718
57.501	3.441	central	forest	3	12	13	20	1	1	3.441
61.442	2.963	central	desert	2	9	14	6	2	1	2.963
64.904	5.492	central	forest	3	13	19	14	2	2	5.492
70.897	4.376	central	ocean	1	21	14	2	2	1	4.376
75.773	3.241	central	ocean	1	21	1	5	1	2	3.241
79.514	3.923	central	forest	3	15	2	16	2	2	3.923
83.936	4.750	central	ocean	1	20	1	13	1	1	4.750
89.186	3.402	central	ocean	1	19	20	9	1	1	3.402
93.089	2.849	boundary2	desert	2	4	10	21	1	2	2.849
96.437	4.436	boundary1	desert	2	10	11	5	2	2	4.436
101.374	1.787	boundary1	ocean	1	18	2	17	1	1	1.787
103.661	4.328	central	desert	2	8	5	13	1	2	4.328
108.489	3.976	central	desert	2	5	16	7	2	2	3.976
112.966	4.732	boundary2	forest	3	11	9	17	2	1	4.732
118.198	4.492	central	desert	2	6	7	19	1	1	4.492
123.190	3.410	boundary1	forest	3	17	18	12	2	1	3.410
127.101	2.256	central	desert	2	7	1	8	2	2	2.256
129.856	4.203	central	ocean	1	1	16	19	2	1	4.203
134.559	3.134	central	desert	2	8	2	9	2	1	3.134
138.193	3.777	boundary2	forest	3	17	11	1	1	1	3.777
142.470	3.124	central	forest	3	15	6	13	2	1	3.124
146.094	3.133	central	ocean	1	20	21	6	1	1	3.133
149.727	3.013	central	desert	2	5	20	6	2	1	3.013
153.240	4.945	boundary2	desert	2	10	12	4	2	1	4.945
158.685	3.511	central	ocean	1	2	12	20	2	1	3.511
162.696	3.032	boundary1	desert	2	4	7	3	1	2	3.032
166.227	4.484	central	forest	3	12	15	9	1	2	4.484
171.211	4.944	boundary1	ocean	1	3	4	1	2	1	4.944
