onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
0.000	1.500	structured	1	3	16	central	canonical	rotated	0.070
1.500	1.500	structured	1	3	11	boundary	canonical	rotated	1.078
3.000	1.500	structured	1	3	15	central	canonical	canonical	1.142
4.500	1.500	structured	1	3	14	central	canonical	canonical	0.823
6.000	1.500	structured	1	3	12	central	canonical	canonical	0.843
7.500	1.500	structured	1	3	15	central	canonical	canonical	0.871
9.000	1.500	structured	1	3	13	central	canonical	canonical	0.824
10.500	1.500	structured	1	3	15	central	rotated	rotated	1.030
12.000	1.500	structured	1	3	13	central	rotated	rotated	1.085
13.500	1.500	structured	1	3	16	central	canonical	canonical	1.094
15.000	1.500	structured	1	3	15	central	canonical	canonical	0.911
16.500	1.500	structured	1	3	13	central	canonical	canonical	1.069
18.000	1.500	structured	1	3	12	central	canonical	canonical	0.970
19.500	1.500	structured	1	3	15	central	canonical	canonical	1.041
21.000	1.500	structured	1	3	13	central	canonical	canonical	1.192
22.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.988
24.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.873
25.500	1.500	structured	1	2	7	central	canonical	canonical	1.098
27.000	1.500	structured	1	2	6	central	canonical	canonical	0.910
28.500	1.500	structured	1	2	9	central	canonical	canonical	1.111
30.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.951
31.500	1.500	structured	1	1	3	boundary	canonical	n/a	n/a
33.000	1.500	structured	1	1	19	central	canonical	canonical	0.908
34.500	1.500	structured	1	1	1	central	canonical	canonical	0.964
36.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.869
37.500	1.500	structured	1	3	17	boundary	canonical	canonical	1.230
39.000	1.500	structured	1	1	18	boundary	rotated	rotated	1.229
40.500	1.500	structured	1	1	20	central	canonical	canonical	1.313
42.000	1.500	structured	1	1	21	central	canonical	canonical	1.055
43.500	1.500	structured	1	1	2	central	canonical	canonical	0.964
45.000	1.500	structured	1	1	20	central	canonical	canonical	0.846
46.500	1.500	structured	1	1	18	boundary	canonical	canonical	1.344
48.000	1.500	structured	1	1	2	central	canonical	canonical	1.489
49.500	1.500	structured	1	1	18	boundary	rotated	canonical	1.486
51.000	1.500	structured	1	1	19	central	canonical	canonical	1.291
52.500	1.500	structured	1	1	3	boundary	canonical	canonical	1.242
54.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.937
55.500	1.500	structured	1	2	6	central	canonical	canonical	0.777
57.000	1.500	structured	1	2	8	central	canonical	n/a	n/a
58.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.725
60.000	1.500	structured	1	2	8	central	rotated	rotated	1.070
61.500	1.500	structured	1	2	4	boundary	rotated	rotated	1.185
63.000	1.500	structured	1	2	6	central	canonical	canonical	0.939
64.500	1.500	structured	1	2	7	central	canonical	canonical	1.107
