onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
0.000	1.500	structured	1	2	5	central	canonical	canonical	1.187
1.500	1.500	structured	1	2	8	central	canonical	canonical	0.829
3.000	1.500	structured	1	2	6	central	canonical	canonical	0.837
4.500	1.500	structured	1	2	8	central	rotated	rotated	1.175
6.000	1.500	structured	1	2	9	central	canonical	canonical	0.745
7.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.724
9.000	1.500	structured	1	2	9	central	rotated	rotated	1.022
10.500	1.500	structured	1	2	4	boundary	rotated	rotated	0.945
12.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.844
13.500	1.500	structured	1	1	2	central	canonical	canonical	0.732
15.000	1.500	structured	1	1	19	central	canonical	canonical	0.962
16.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.734
18.000	1.500	structured	1	1	1	central	canonical	canonical	0.884
19.500	1.500	structured	1	1	20	central	canonical	canonical	0.757
21.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.753
22.500	1.500	structured	1	1	21	central	canonical	canonical	0.799
24.000	1.500	structured	1	1	19	central	canonical	canonical	0.808
25.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.699
27.000	1.500	structured	1	1	20	central	canonical	canonical	0.746
28.500	1.500	structured	1	1	3	boundary	rotated	rotated	0.844
30.000	1.500	structured	1	1	19	central	canonical	canonical	0.781
31.500	1.500	structured	1	1	2	central	canonical	canonical	0.736
33.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.698
34.500	1.500	structured	1	1	20	central	canonical	canonical	0.783
36.000	1.500	structured	1	1	2	central	canonical	canonical	0.791
37.500	1.500	structured	1	1	20	central	rotated	rotated	0.788
39.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.724
40.500	1.500	structured	1	1	21	central	canonical	canonical	0.851
42.000	1.500	structured	1	1	2	central	canonical	canonical	0.742
43.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.810
45.000	1.500	structured	1	1	2	central	rotated	rotated	0.848
46.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.767
48.000	1.500	structured	1	1	20	central	canonical	canonical	0.691
49.500	1.500	structured	1	1	19	central	canonical	canonical	0.763
51.000	1.500	structured	1	1	20	central	rotated	rotated	0.736
52.500	1.500	structured	1	1	1	central	canonical	canonical	0.805
54.000	1.500	structured	1	1	19	central	canonical	canonical	0.745
55.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.718
57.000	1.500	structured	1	1	19	central	rotated	rotated	0.897
58.500	1.500	structured	1	1	20	central	canonical	canonical	0.635
60.000	1.500	structured	1	1	21	central	canonical	canonical	0.890
61.500	1.500	structured	1	1	20	central	rotated	rotated	0.797
63.000	1.500	structured	1	1	21	central	rotated	rotated	0.887
64.500	1.500	structured	1	1	19	central	canonical	canonical	0.663
66.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.725
67.500	1.500	structured	1	1	19	central	rotated	rotated	0.842
69.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.659
70.500	1.500	structured	1	1	19	central	rotated	rotated	0.735
72.000	1.500	structured	1	1	1	central	canonical	canonical	0.825
73.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.840
75.000	1.500	structured	1	1	19	central	canonical	canonical	0.795
