onset	duration	trial_type	path_type	community	object	object_type	response	response_time
265.500	1.500	structured	structured	2	8	central	0	n/a
267.000	1.500	structured	structured	2	9	central	0	n/a
268.500	1.500	structured	structured	2	7	central	1	0.970
270.000	1.500	structured	structured	2	8	central	0	n/a
271.500	1.500	structured	structured	2	9	central	0	n/a
273.000	1.500	structured	structured	2	8	central	0	n/a
274.500	1.500	structured	structured	2	5	central	1	1.024
276.000	1.500	structured	structured	2	4	boundary	0	n/a
277.500	1.500	structured	structured	2	7	central	0	n/a
279.000	1.500	structured	structured	2	4	boundary	1	1.206
280.500	1.500	structured	structured	1	3	boundary	0	n/a
282.000	1.500	structured	structured	1	2	central	0	n/a
283.500	1.500	hamiltonian	backward	1	1	central	1	1.150
285.000	1.500	hamiltonian	backward	1	21	central	0	n/a
286.500	1.500	hamiltonian	backward	1	20	central	0	n/a
288.000	1.500	hamiltonian	backward	1	19	central	1	1.054
289.500	1.500	hamiltonian	backward	1	18	boundary	0	n/a
291.000	1.500	hamiltonian	backward	3	17	boundary	0	n/a
292.500	1.500	hamiltonian	backward	3	16	central	1	1.059
294.000	1.500	hamiltonian	backward	3	15	central	0	n/a
295.500	1.500	hamiltonian	backward	3	14	central	0	n/a
297.000	1.500	hamiltonian	backward	3	13	central	1	0.861
298.500	1.500	hamiltonian	backward	3	12	central	0	n/a
300.000	1.500	hamiltonian	backward	3	11	boundary	0	n/a
301.500	1.500	hamiltonian	backward	2	10	boundary	1	0.820
303.000	1.500	hamiltonian	backward	2	9	central	0	n/a
304.500	1.500	hamiltonian	backward	2	8	central	0	n/a
306.000	1.500	hamiltonian	backward	2	7	central	1	0.861
307.500	1.500	hamiltonian	backward	2	6	central	0	n/a
309.000	1.500	hamiltonian	backward	2	5	central	0	n/a
310.500	1.500	hamiltonian	backward	2	4	boundary	1	1.436
312.000	1.500	hamiltonian	backward	1	3	boundary	0	n/a
313.500	1.500	hamiltonian	backward	1	2	central	0	n/a
315.000	1.500	structured	structured	1	1	central	1	1.409
316.500	1.500	structured	structured	1	18	boundary	0	n/a
318.000	1.500	structured	structured	3	17	boundary	0	n/a
319.500	1.500	structured	structured	3	15	central	1	1.222
321.000	1.500	structured	structured	3	16	central	0	n/a
322.500	1.500	structured	structured	3	15	central	0	n/a
324.000	1.500	structured	structured	3	16	central	0	n/a
325.500	1.500	structured	structured	3	12	central	1	0.753
327.000	1.500	structured	structured	3	14	central	0	n/a
328.500	1.500	structured	structured	3	12	central	0	n/a
330.000	1.500	structured	structured	3	14	central	0	n/a
331.500	1.500	structured	structured	3	16	central	1	0.747
333.000	1.500	structured	structured	3	15	central	0	n/a
334.500	1.500	structured	structured	3	13	central	1	1.178
336.000	1.500	structured	structured	3	17	boundary	0	n/a
337.500	1.500	structured	structured	3	14	central	0	n/a
339.000	1.500	structured	structured	3	15	central	1	1.297
340.500	1.500	structured	structured	3	13	central	0	n/a
342.000	1.500	structured	structured	3	12	central	0	n/a
343.500	1.500	structured	structured	3	15	central	0	n/a
345.000	1.500	structured	structured	3	14	central	1	0.686
346.500	1.500	hamiltonian	forward	3	15	central	0	n/a
348.000	1.500	hamiltonian	forward	3	16	central	0	n/a
349.500	1.500	hamiltonian	forward	3	17	boundary	1	1.231
351.000	1.500	hamiltonian	forward	1	18	boundary	0	n/a
352.500	1.500	hamiltonian	forward	1	19	central	0	n/a
354.000	1.500	hamiltonian	forward	1	20	central	1	1.072
355.500	1.500	hamiltonian	forward	1	21	central	0	n/a
357.000	1.500	hamiltonian	forward	1	1	central	0	n/a
358.500	1.500	hamiltonian	forward	1	2	central	0	n/a
360.000	1.500	hamiltonian	forward	1	3	boundary	1	0.586
361.500	1.500	hamiltonian	forward	2	4	boundary	0	n/a
363.000	1.500	hamiltonian	forward	2	5	central	0	n/a
364.500	1.500	hamiltonian	forward	2	6	central	0	n/a
366.000	1.500	hamiltonian	forward	2	7	central	1	0.526
367.500	1.500	hamiltonian	forward	2	8	central	0	n/a
369.000	1.500	hamiltonian	forward	2	9	central	0	n/a
370.500	1.500	hamiltonian	forward	2	10	boundary	1	1.070
372.000	1.500	hamiltonian	forward	3	11	boundary	0	n/a
373.500	1.500	hamiltonian	forward	3	12	central	0	n/a
375.000	1.500	hamiltonian	forward	3	13	central	1	1.145
376.500	1.500	hamiltonian	forward	3	14	central	0	n/a
