onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
4.000	1.000	structured	1	2	8	central	canonical	canonical	0.994
10.000	1.000	structured	1	2	7	central	canonical	canonical	0.865
16.000	1.000	structured	1	2	4	boundary	canonical	canonical	0.733
22.000	1.000	structured	1	2	6	central	canonical	canonical	0.741
24.000	1.000	structured	1	2	5	central	canonical	canonical	0.808
28.000	1.000	structured	1	2	9	central	canonical	canonical	0.594
34.000	1.000	structured	1	2	8	central	canonical	canonical	0.601
36.000	1.000	structured	1	2	10	boundary	canonical	canonical	0.643
38.000	1.000	structured	1	2	6	central	canonical	canonical	0.628
42.000	1.000	structured	1	2	8	central	canonical	canonical	0.554
48.000	1.000	structured	1	2	9	central	canonical	canonical	0.603
52.000	1.000	structured	1	2	8	central	rotated	rotated	0.842
54.000	1.000	structured	1	2	4	boundary	canonical	canonical	0.677
56.000	1.000	structured	1	2	5	central	canonical	canonical	0.619
60.000	1.000	structured	1	2	10	boundary	canonical	canonical	0.634
62.000	1.000	structured	1	2	6	central	canonical	canonical	0.584
64.000	1.000	structured	1	2	10	boundary	rotated	rotated	0.839
66.000	1.000	structured	1	2	7	central	canonical	canonical	0.729
68.000	1.000	structured	1	2	5	central	canonical	canonical	0.575
70.000	1.000	structured	1	2	4	boundary	canonical	canonical	0.657
72.000	1.000	structured	1	1	3	boundary	canonical	canonical	0.685
74.000	1.000	structured	2	1	21	central	canonical	canonical	0.578
80.000	1.000	structured	2	1	3	boundary	rotated	rotated	0.916
82.000	1.000	structured	2	1	21	central	rotated	rotated	0.976
88.000	1.000	structured	2	1	20	central	canonical	canonical	0.744
92.000	1.000	structured	2	1	3	boundary	canonical	canonical	0.990
98.000	1.000	structured	2	1	2	central	canonical	canonical	0.827
104.000	1.000	structured	2	1	20	central	canonical	canonical	0.644
110.000	1.000	structured	2	1	19	central	canonical	canonical	0.630
116.000	1.000	structured	2	1	20	central	rotated	rotated	0.817
120.000	1.000	structured	2	1	19	central	rotated	rotated	0.744
124.000	1.000	structured	2	1	2	central	canonical	canonical	0.733
126.000	1.000	structured	2	1	1	central	canonical	canonical	0.807
128.000	1.000	structured	2	1	20	central	canonical	canonical	0.568
130.000	1.000	structured	2	1	1	central	rotated	rotated	0.829
134.000	1.000	structured	2	1	2	central	canonical	canonical	0.713
138.000	1.000	structured	2	1	1	central	rotated	rotated	0.911
142.000	1.000	structured	2	1	19	central	canonical	canonical	0.668
146.000	1.000	structured	2	1	18	boundary	canonical	canonical	0.845
148.000	1.000	structured	2	1	2	central	canonical	canonical	0.707
154.000	1.000	structured	2	1	18	boundary	rotated	n/a	n/a
160.000	1.000	structured	2	3	17	boundary	canonical	canonical	0.722
162.000	1.000	scrambled	3	3	15	central	canonical	canonical	0.665
164.000	1.000	scrambled	3	1	18	boundary	canonical	canonical	0.724
168.000	1.000	scrambled	3	3	13	central	canonical	canonical	0.798
174.000	1.000	scrambled	3	1	1	central	canonical	canonical	0.816
180.000	1.000	scrambled	3	1	21	central	canonical	canonical	0.889
182.000	1.000	scrambled	3	2	7	central	canonical	canonical	0.716
186.000	1.000	scrambled	3	2	8	central	canonical	canonical	0.645
190.000	1.000	scrambled	3	3	17	boundary	canonical	canonical	0.633
194.000	1.000	scrambled	3	2	6	central	canonical	canonical	0.728
200.000	1.000	scrambled	3	3	14	central	canonical	canonical	0.589
204.000	1.000	scrambled	3	3	12	central	canonical	canonical	0.689
208.000	1.000	scrambled	3	1	19	central	canonical	canonical	0.610
210.000	1.000	scrambled	3	1	2	central	canonical	canonical	0.631
216.000	1.000	scrambled	3	1	20	central	canonical	canonical	0.616
218.000	1.000	scrambled	3	3	16	central	canonical	canonical	0.662
224.000	1.000	scrambled	3	2	5	central	canonical	canonical	0.653
230.000	1.000	scrambled	3	2	4	boundary	canonical	canonical	0.708
236.000	1.000	scrambled	3	2	10	boundary	canonical	canonical	0.988
238.000	1.000	scrambled	3	3	11	boundary	canonical	canonical	0.714
244.000	1.000	scrambled	3	2	9	central	canonical	canonical	0.746
248.000	1.000	scrambled	3	1	3	boundary	canonical	canonical	0.703
250.000	1.000	structured	4	1	21	central	canonical	canonical	0.674
256.000	1.000	structured	4	1	2	central	canonical	canonical	0.875
260.000	1.000	structured	4	1	20	central	canonical	canonical	0.862
266.000	1.000	structured	4	1	2	central	rotated	n/a	n/a
268.000	1.000	structured	4	1	21	central	canonical	canonical	0.728
274.000	1.000	structured	4	1	2	central	rotated	rotated	0.892
280.000	1.000	structured	4	1	21	central	rotated	rotated	0.987
282.000	1.000	structured	4	1	1	central	canonical	canonical	0.734
288.000	1.000	structured	4	1	21	central	rotated	rotated	0.889
292.000	1.000	structured	4	1	2	central	canonical	canonical	0.681
298.000	1.000	structured	4	1	19	central	canonical	canonical	0.823
302.000	1.000	structured	4	1	2	central	rotated	rotated	0.801
308.000	1.000	structured	4	1	21	central	canonical	canonical	0.703
310.000	1.000	structured	4	1	2	central	rotated	rotated	0.864
316.000	1.000	structured	4	1	18	boundary	canonical	canonical	0.900
320.000	1.000	structured	4	1	20	central	canonical	canonical	0.758
322.000	1.000	structured	4	1	19	central	canonical	canonical	0.747
326.000	1.000	structured	4	1	21	central	canonical	canonical	0.700
330.000	1.000	structured	4	1	1	central	canonical	canonical	0.654
332.000	1.000	structured	4	1	20	central	canonical	canonical	0.625
334.000	1.000	structured	4	1	18	boundary	canonical	canonical	0.787
336.000	1.000	structured	5	1	20	central	rotated	rotated	0.901
340.000	1.000	structured	5	1	3	boundary	canonical	canonical	0.733
344.000	1.000	structured	5	1	2	central	canonical	canonical	0.706
348.000	1.000	structured	5	1	20	central	canonical	canonical	0.672
352.000	1.000	structured	5	1	21	central	canonical	canonical	0.752
358.000	1.000	structured	5	1	3	boundary	canonical	canonical	0.580
362.000	1.000	structured	5	1	2	central	canonical	canonical	0.718
364.000	1.000	structured	5	1	19	central	canonical	canonical	0.792
366.000	1.000	structured	5	1	18	boundary	canonical	canonical	0.701
372.000	1.000	structured	5	1	19	central	rotated	rotated	0.983
376.000	1.000	structured	5	1	2	central	canonical	canonical	0.806
382.000	1.000	structured	5	1	3	boundary	canonical	canonical	0.793
386.000	1.000	structured	5	1	2	central	rotated	canonical	0.851
392.000	1.000	structured	5	1	1	central	canonical	canonical	0.744
394.000	1.000	structured	5	1	18	boundary	canonical	canonical	0.798
400.000	1.000	structured	5	1	2	central	canonical	canonical	0.722
402.000	1.000	structured	5	1	1	central	canonical	canonical	0.695
408.000	1.000	structured	5	1	3	boundary	canonical	canonical	0.720
414.000	1.000	structured	5	1	2	central	canonical	canonical	0.966
420.000	1.000	structured	5	1	3	boundary	rotated	rotated	0.904
422.000	1.000	structured	5	1	21	central	canonical	canonical	0.816
424.000	1.000	scrambled	6	2	5	central	canonical	canonical	0.741
430.000	1.000	scrambled	6	1	3	boundary	canonical	canonical	0.771
432.000	1.000	scrambled	6	1	1	central	canonical	canonical	0.742
436.000	1.000	scrambled	6	2	10	boundary	canonical	canonical	0.814
440.000	1.000	scrambled	6	3	12	central	canonical	canonical	0.988
444.000	1.000	scrambled	6	2	9	central	canonical	canonical	0.881
450.000	1.000	scrambled	6	2	6	central	canonical	canonical	0.674
452.000	1.000	scrambled	6	1	21	central	canonical	canonical	0.993
454.000	1.000	scrambled	6	3	16	central	canonical	canonical	0.941
458.000	1.000	scrambled	6	2	4	boundary	canonical	canonical	0.813
464.000	1.000	scrambled	6	3	11	boundary	canonical	canonical	0.739
470.000	1.000	scrambled	6	1	18	boundary	canonical	canonical	0.880
474.000	1.000	scrambled	6	3	13	central	canonical	canonical	0.894
478.000	1.000	scrambled	6	2	7	central	canonical	canonical	0.698
482.000	1.000	scrambled	6	3	14	central	canonical	canonical	0.710
486.000	1.000	scrambled	6	1	19	central	canonical	canonical	0.693
490.000	1.000	scrambled	6	1	2	central	canonical	canonical	0.810
494.000	1.000	scrambled	6	1	20	central	canonical	canonical	0.723
496.000	1.000	scrambled	6	3	15	central	canonical	canonical	0.667
502.000	1.000	scrambled	6	3	17	boundary	canonical	canonical	0.715
504.000	1.000	scrambled	6	2	8	central	canonical	canonical	0.646
510.000	1.000	structured	7	2	9	central	canonical	canonical	0.705
512.000	1.000	structured	7	2	10	boundary	canonical	canonical	0.664
518.000	1.000	structured	7	2	5	central	canonical	canonical	0.672
522.000	1.000	structured	7	2	6	central	canonical	canonical	0.636
528.000	1.000	structured	7	2	5	central	rotated	canonical	0.872
534.000	1.000	structured	7	2	7	central	canonical	canonical	0.796
536.000	1.000	structured	7	2	10	boundary	canonical	canonical	0.874
542.000	1.000	structured	7	3	11	boundary	canonical	canonical	0.637
544.000	1.000	structured	7	3	13	central	canonical	canonical	0.651
550.000	1.000	structured	7	3	11	boundary	rotated	rotated	0.990
554.000	1.000	structured	7	2	10	boundary	canonical	canonical	0.813
556.000	1.000	structured	7	2	7	central	canonical	canonical	0.803
562.000	1.000	structured	7	2	5	central	canonical	canonical	0.785
564.000	1.000	structured	7	2	6	central	canonical	canonical	0.877
568.000	1.000	structured	7	2	5	central	rotated	rotated	0.878
572.000	1.000	structured	7	2	9	central	canonical	canonical	0.674
574.000	1.000	structured	7	2	8	central	canonical	canonical	0.788
578.000	1.000	structured	7	2	9	central	rotated	rotated	0.985
582.000	1.000	structured	7	2	7	central	canonical	canonical	0.986
586.000	1.000	structured	7	2	5	central	canonical	canonical	0.932
590.000	1.000	structured	7	2	10	boundary	canonical	canonical	0.770
