onset	duration	trial_type	path_type	community	object	object_type	response	response_time
0.000	1.500	structured	structured	3	16	central	1	0.032
1.500	1.500	structured	structured	3	17	boundary	0	n/a
3.000	1.500	structured	structured	3	14	central	1	0.148
4.500	1.500	structured	structured	3	11	boundary	0	n/a
6.000	1.500	structured	structured	3	13	central	0	n/a
7.500	1.500	structured	structured	3	12	central	0	n/a
9.000	1.500	structured	structured	3	14	central	0	n/a
10.500	1.500	structured	structured	3	12	central	0	n/a
12.000	1.500	structured	structured	3	16	central	1	1.265
13.500	1.500	structured	structured	3	17	boundary	0	n/a
15.000	1.500	structured	structured	3	12	central	0	n/a
16.500	1.500	structured	structured	3	13	central	0	n/a
18.000	1.500	structured	structured	3	17	boundary	0	n/a
19.500	1.500	structured	structured	1	18	boundary	0	n/a
21.000	1.500	structured	structured	1	21	central	0	n/a
22.500	1.500	structured	structured	1	18	boundary	0	n/a
24.000	1.500	structured	structured	1	2	central	0	n/a
25.500	1.500	structured	structured	1	18	boundary	0	n/a
27.000	1.500	structured	structured	3	17	boundary	0	n/a
28.500	1.500	structured	structured	1	18	boundary	0	n/a
30.000	1.500	structured	structured	3	17	boundary	0	n/a
31.500	1.500	hamiltonian	forward	1	18	boundary	0	n/a
33.000	1.500	hamiltonian	forward	1	19	central	0	n/a
34.500	1.500	hamiltonian	forward	1	20	central	0	n/a
36.000	1.500	hamiltonian	forward	1	21	central	1	1.123
37.500	1.500	hamiltonian	forward	1	1	central	0	n/a
39.000	1.500	hamiltonian	forward	1	2	central	0	n/a
40.500	1.500	hamiltonian	forward	1	3	boundary	1	1.273
42.000	1.500	hamiltonian	forward	2	4	boundary	0	n/a
43.500	1.500	hamiltonian	forward	2	5	central	1	1.189
45.000	1.500	hamiltonian	forward	2	6	central	0	n/a
46.500	1.500	hamiltonian	forward	2	7	central	0	n/a
48.000	1.500	hamiltonian	forward	2	8	central	1	1.089
49.500	1.500	hamiltonian	forward	2	9	central	0	n/a
51.000	1.500	hamiltonian	forward	2	10	boundary	0	n/a
52.500	1.500	hamiltonian	forward	3	11	boundary	0	n/a
54.000	1.500	hamiltonian	forward	3	12	central	1	0.940
55.500	1.500	hamiltonian	forward	3	13	central	1	1.486
57.000	1.500	hamiltonian	forward	3	14	central	1	0.059
58.500	1.500	hamiltonian	forward	3	15	central	0	n/a
60.000	1.500	hamiltonian	forward	3	16	central	0	n/a
61.500	1.500	hamiltonian	forward	3	17	boundary	0	n/a
63.000	1.500	structured	structured	3	15	central	0	n/a
64.500	1.500	structured	structured	3	13	central	1	1.326
66.000	1.500	structured	structured	3	11	boundary	0	n/a
67.500	1.500	structured	structured	3	12	central	1	1.114
69.000	1.500	structured	structured	3	16	central	1	1.483
70.500	1.500	structured	structured	3	12	central	1	1.187
72.000	1.500	structured	structured	3	17	boundary	0	n/a
73.500	1.500	structured	structured	3	12	central	1	0.951
75.000	1.500	structured	structured	3	11	boundary	0	n/a
76.500	1.500	structured	structured	3	13	central	1	0.959
78.000	1.500	structured	structured	3	11	boundary	0	n/a
79.500	1.500	structured	structured	2	10	boundary	0	n/a
81.000	1.500	structured	structured	2	7	central	0	n/a
82.500	1.500	structured	structured	2	4	boundary	0	n/a
84.000	1.500	structured	structured	2	5	central	1	0.875
85.500	1.500	structured	structured	2	6	central	1	1.201
87.000	1.500	structured	structured	2	7	central	0	n/a
88.500	1.500	structured	structured	2	4	boundary	0	n/a
90.000	1.500	structured	structured	2	7	central	0	n/a
91.500	1.500	structured	structured	2	10	boundary	0	n/a
93.000	1.500	structured	structured	2	7	central	0	n/a
94.500	1.500	hamiltonian	backward	2	6	central	0	n/a
96.000	1.500	hamiltonian	backward	2	5	central	1	0.940
97.500	1.500	hamiltonian	backward	2	4	boundary	1	1.490
99.000	1.500	hamiltonian	backward	1	3	boundary	1	0.082
100.500	1.500	hamiltonian	backward	1	2	central	0	n/a
102.000	1.500	hamiltonian	backward	1	1	central	1	1.211
103.500	1.500	hamiltonian	backward	1	21	central	1	1.092
105.000	1.500	hamiltonian	backward	1	20	central	1	1.225
106.500	1.500	hamiltonian	backward	1	19	central	1	1.071
108.000	1.500	hamiltonian	backward	1	18	boundary	1	1.039
109.500	1.500	hamiltonian	backward	3	17	boundary	1	1.438
111.000	1.500	hamiltonian	backward	3	16	central	1	0.925
112.500	1.500	hamiltonian	backward	3	15	central	0	n/a
114.000	1.500	hamiltonian	backward	3	14	central	1	0.892
115.500	1.500	hamiltonian	backward	3	13	central	1	0.805
117.000	1.500	hamiltonian	backward	3	12	central	1	1.275
118.500	1.500	hamiltonian	backward	3	11	boundary	1	0.984
120.000	1.500	hamiltonian	backward	2	10	boundary	1	1.490
121.500	1.500	hamiltonian	backward	2	9	central	1	1.007
123.000	1.500	hamiltonian	backward	2	8	central	1	0.990
124.500	1.500	hamiltonian	backward	2	7	central	1	1.342
126.000	1.500	structured	structured	2	6	central	0	n/a
127.500	1.500	structured	structured	2	5	central	1	0.884
129.000	1.500	structured	structured	2	10	boundary	1	1.073
130.500	1.500	structured	structured	2	5	central	1	0.769
132.000	1.500	structured	structured	2	6	central	0	n/a
133.500	1.500	structured	structured	2	7	central	0	n/a
135.000	1.500	structured	structured	2	6	central	0	n/a
136.500	1.500	structured	structured	2	10	boundary	0	n/a
138.000	1.500	structured	structured	3	11	boundary	1	1.115
139.500	1.500	structured	structured	3	15	central	1	1.128
141.000	1.500	structured	structured	3	16	central	0	n/a
142.500	1.500	structured	structured	3	13	central	1	0.701
144.000	1.500	structured	structured	3	15	central	1	1.191
145.500	1.500	structured	structured	3	16	central	1	1.011
147.000	1.500	structured	structured	3	11	boundary	0	n/a
148.500	1.500	structured	structured	3	13	central	1	0.803
150.000	1.500	structured	structured	3	16	central	1	1.137
151.500	1.500	structured	structured	3	17	boundary	0	n/a
153.000	1.500	structured	structured	3	16	central	1	0.816
154.500	1.500	structured	structured	3	15	central	0	n/a
156.000	1.500	structured	structured	3	11	boundary	1	0.813
157.500	1.500	hamiltonian	forward	3	12	central	1	0.764
159.000	1.500	hamiltonian	forward	3	13	central	1	0.780
160.500	1.500	hamiltonian	forward	3	14	central	1	0.938
162.000	1.500	hamiltonian	forward	3	15	central	1	1.001
163.500	1.500	hamiltonian	forward	3	16	central	1	1.218
165.000	1.500	hamiltonian	forward	3	17	boundary	1	1.104
166.500	1.500	hamiltonian	forward	1	18	boundary	1	0.758
168.000	1.500	hamiltonian	forward	1	19	central	1	1.237
169.500	1.500	hamiltonian	forward	1	20	central	1	1.395
171.000	1.500	hamiltonian	forward	1	21	central	1	1.020
172.500	1.500	hamiltonian	forward	1	1	central	1	1.410
174.000	1.500	hamiltonian	forward	1	2	central	1	1.178
175.500	1.500	hamiltonian	forward	1	3	boundary	1	0.979
177.000	1.500	hamiltonian	forward	2	4	boundary	1	1.296
178.500	1.500	hamiltonian	forward	2	5	central	1	1.088
180.000	1.500	hamiltonian	forward	2	6	central	1	1.119
181.500	1.500	hamiltonian	forward	2	7	central	0	n/a
183.000	1.500	hamiltonian	forward	2	8	central	1	0.892
184.500	1.500	hamiltonian	forward	2	9	central	1	0.860
186.000	1.500	hamiltonian	forward	2	10	boundary	1	1.017
187.500	1.500	hamiltonian	forward	3	11	boundary	1	0.850
189.000	1.500	structured	structured	3	14	central	1	0.673
190.500	1.500	structured	structured	3	15	central	1	0.687
192.000	1.500	structured	structured	3	17	boundary	1	1.037
193.500	1.500	structured	structured	3	16	central	1	0.693
195.000	1.500	structured	structured	3	15	central	1	0.757
196.500	1.500	structured	structured	3	16	central	1	0.836
198.000	1.500	structured	structured	3	13	central	1	1.074
199.500	1.500	structured	structured	3	16	central	1	0.969
201.000	1.500	structured	structured	3	14	central	1	0.855
202.500	1.500	structured	structured	3	16	central	1	0.591
204.000	1.500	structured	structured	3	17	boundary	1	0.887
205.500	1.500	structured	structured	3	15	central	0	n/a
207.000	1.500	structured	structured	3	12	central	1	0.862
208.500	1.500	structured	structured	3	17	boundary	1	1.092
210.000	1.500	structured	structured	3	13	central	0	n/a
211.500	1.500	structured	structured	3	17	boundary	0	n/a
213.000	1.500	structured	structured	3	13	central	0	n/a
214.500	1.500	structured	structured	3	17	boundary	0	n/a
216.000	1.500	structured	structured	1	18	boundary	1	0.665
217.500	1.500	structured	structured	1	1	central	1	0.865
219.000	1.500	structured	structured	1	19	central	1	0.640
220.500	1.500	hamiltonian	forward	1	20	central	1	0.718
222.000	1.500	hamiltonian	forward	1	21	central	1	0.734
223.500	1.500	hamiltonian	forward	1	1	central	1	0.710
225.000	1.500	hamiltonian	forward	1	2	central	1	0.715
226.500	1.500	hamiltonian	forward	1	3	boundary	1	0.692
228.000	1.500	hamiltonian	forward	2	4	boundary	1	1.106
229.500	1.500	hamiltonian	forward	2	5	central	1	0.896
231.000	1.500	hamiltonian	forward	2	6	central	1	1.433
232.500	1.500	hamiltonian	forward	2	7	central	0	n/a
234.000	1.500	hamiltonian	forward	2	8	central	1	0.685
235.500	1.500	hamiltonian	forward	2	9	central	1	0.999
237.000	1.500	hamiltonian	forward	2	10	boundary	1	0.948
238.500	1.500	hamiltonian	forward	3	11	boundary	1	0.714
240.000	1.500	hamiltonian	forward	3	12	central	1	0.811
241.500	1.500	hamiltonian	forward	3	13	central	1	0.834
243.000	1.500	hamiltonian	forward	3	14	central	1	0.953
244.500	1.500	hamiltonian	forward	3	15	central	1	0.678
246.000	1.500	hamiltonian	forward	3	16	central	1	0.669
247.500	1.500	hamiltonian	forward	3	17	boundary	1	0.854
249.000	1.500	hamiltonian	forward	1	18	boundary	1	0.643
250.500	1.500	hamiltonian	forward	1	19	central	0	n/a
252.000	1.500	structured	structured	1	21	central	1	0.721
253.500	1.500	structured	structured	1	2	central	1	0.867
