onset	duration	trial_type	path_type	community	object	object_type	response	response_time
255.000	1.500	structured	structured	1	3	boundary	1	0.847
256.500	1.500	structured	structured	1	1	central	1	0.590
258.000	1.500	structured	structured	1	3	boundary	1	0.870
259.500	1.500	structured	structured	1	21	central	1	0.782
261.000	1.500	structured	structured	1	18	boundary	0	n/a
262.500	1.500	structured	structured	1	20	central	1	1.107
264.000	1.500	structured	structured	1	1	central	1	1.034
265.500	1.500	structured	structured	1	20	central	1	1.233
267.000	1.500	structured	structured	1	18	boundary	0	n/a
268.500	1.500	structured	structured	1	20	central	0	n/a
270.000	1.500	structured	structured	1	18	boundary	0	n/a
271.500	1.500	structured	structured	1	19	central	0	n/a
273.000	1.500	structured	structured	1	18	boundary	0	n/a
274.500	1.500	structured	structured	1	19	central	0	n/a
276.000	1.500	structured	structured	1	18	boundary	0	n/a
277.500	1.500	structured	structured	1	21	central	1	0.715
279.000	1.500	structured	structured	1	18	boundary	0	n/a
280.500	1.500	structured	structured	1	2	central	1	1.047
282.000	1.500	structured	structured	1	3	boundary	1	1.294
283.500	1.500	hamiltonian	forward	2	4	boundary	1	1.239
285.000	1.500	hamiltonian	forward	2	5	central	0	n/a
286.500	1.500	hamiltonian	forward	2	6	central	1	1.011
288.000	1.500	hamiltonian	forward	2	7	central	0	n/a
289.500	1.500	hamiltonian	forward	2	8	central	0	n/a
291.000	1.500	hamiltonian	forward	2	9	central	0	n/a
292.500	1.500	hamiltonian	forward	2	10	boundary	0	n/a
294.000	1.500	hamiltonian	forward	3	11	boundary	1	1.445
295.500	1.500	hamiltonian	forward	3	12	central	1	0.990
297.000	1.500	hamiltonian	forward	3	13	central	1	0.821
298.500	1.500	hamiltonian	forward	3	14	central	1	1.131
300.000	1.500	hamiltonian	forward	3	15	central	1	1.250
301.500	1.500	hamiltonian	forward	3	16	central	1	0.762
303.000	1.500	hamiltonian	forward	3	17	boundary	1	0.850
304.500	1.500	hamiltonian	forward	1	18	boundary	0	n/a
306.000	1.500	hamiltonian	forward	1	19	central	0	n/a
307.500	1.500	hamiltonian	forward	1	20	central	0	n/a
309.000	1.500	hamiltonian	forward	1	21	central	1	0.828
310.500	1.500	hamiltonian	forward	1	1	central	1	1.204
312.000	1.500	hamiltonian	forward	1	2	central	1	0.778
313.500	1.500	hamiltonian	forward	1	3	boundary	1	0.882
315.000	1.500	structured	structured	1	20	central	0	n/a
316.500	1.500	structured	structured	1	21	central	1	0.758
318.000	1.500	structured	structured	1	2	central	1	1.183
319.500	1.500	structured	structured	1	20	central	1	1.254
321.000	1.500	structured	structured	1	3	boundary	0	n/a
322.500	1.500	structured	structured	1	19	central	0	n/a
324.000	1.500	structured	structured	1	20	central	0	n/a
325.500	1.500	structured	structured	1	19	central	0	n/a
327.000	1.500	structured	structured	1	21	central	1	0.655
328.500	1.500	structured	structured	1	2	central	1	0.680
330.000	1.500	structured	structured	1	3	boundary	1	1.031
331.500	1.500	structured	structured	2	4	boundary	1	1.191
333.000	1.500	structured	structured	2	6	central	1	1.061
334.500	1.500	structured	structured	2	10	boundary	0	n/a
336.000	1.500	structured	structured	2	5	central	1	0.867
337.500	1.500	structured	structured	2	7	central	1	1.488
339.000	1.500	structured	structured	2	5	central	1	1.097
340.500	1.500	structured	structured	2	8	central	0	n/a
342.000	1.500	structured	structured	2	7	central	0	n/a
343.500	1.500	structured	structured	2	10	boundary	1	1.293
345.000	1.500	structured	structured	2	9	central	1	0.964
346.500	1.500	hamiltonian	backward	2	8	central	1	0.794
348.000	1.500	hamiltonian	backward	2	7	central	1	1.083
349.500	1.500	hamiltonian	backward	2	6	central	1	1.009
351.000	1.500	hamiltonian	backward	2	5	central	1	1.345
352.500	1.500	hamiltonian	backward	2	4	boundary	1	1.000
354.000	1.500	hamiltonian	backward	1	3	boundary	1	1.072
355.500	1.500	hamiltonian	backward	1	2	central	1	1.271
357.000	1.500	hamiltonian	backward	1	1	central	0	n/a
358.500	1.500	hamiltonian	backward	1	21	central	0	n/a
360.000	1.500	hamiltonian	backward	1	20	central	1	1.060
361.500	1.500	hamiltonian	backward	1	19	central	0	n/a
363.000	1.500	hamiltonian	backward	1	18	boundary	0	n/a
364.500	1.500	hamiltonian	backward	3	17	boundary	1	0.840
366.000	1.500	hamiltonian	backward	3	16	central	1	0.839
367.500	1.500	hamiltonian	backward	3	15	central	0	n/a
369.000	1.500	hamiltonian	backward	3	14	central	1	1.189
370.500	1.500	hamiltonian	backward	3	13	central	0	n/a
372.000	1.500	hamiltonian	backward	3	12	central	1	0.147
373.500	1.500	hamiltonian	backward	3	11	boundary	1	0.858
375.000	1.500	hamiltonian	backward	2	10	boundary	1	1.425
376.500	1.500	hamiltonian	backward	2	9	central	0	n/a
