onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
4.000	1.000	structured	1	2	4	boundary	canonical	canonical	0.989
6.000	1.000	structured	1	2	5	central	rotated	rotated	0.982
10.000	1.000	structured	1	2	6	central	canonical	canonical	0.692
16.000	1.000	structured	1	2	4	boundary	canonical	canonical	0.687
22.000	1.000	structured	1	1	3	boundary	canonical	canonical	0.630
24.000	1.000	structured	1	1	2	central	canonical	canonical	0.626
30.000	1.000	structured	1	1	1	central	canonical	canonical	0.717
34.000	1.000	structured	1	1	3	boundary	canonical	canonical	0.584
38.000	1.000	structured	1	1	20	central	canonical	canonical	0.597
44.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.786
50.000	1.000	structured	1	1	2	central	canonical	canonical	0.696
56.000	1.000	structured	1	1	18	boundary	rotated	rotated	0.958
62.000	1.000	structured	1	1	1	central	canonical	canonical	0.672
64.000	1.000	structured	1	1	2	central	canonical	canonical	0.690
68.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.839
70.000	1.000	structured	1	1	1	central	canonical	canonical	0.657
74.000	1.000	structured	1	1	19	central	canonical	canonical	0.736
76.000	1.000	structured	1	1	21	central	canonical	canonical	0.818
80.000	1.000	structured	1	1	3	boundary	canonical	canonical	0.670
86.000	1.000	structured	1	1	19	central	canonical	canonical	0.639
90.000	1.000	structured	1	1	1	central	canonical	canonical	0.698
94.000	1.000	structured	2	1	20	central	canonical	canonical	0.674
96.000	1.000	structured	2	1	2	central	canonical	canonical	0.652
98.000	1.000	structured	2	1	19	central	canonical	canonical	0.608
102.000	1.000	structured	2	1	20	central	canonical	canonical	0.610
104.000	1.000	structured	2	1	19	central	rotated	rotated	0.988
108.000	1.000	structured	2	1	18	boundary	canonical	canonical	0.623
114.000	1.000	structured	2	1	1	central	canonical	canonical	0.672
120.000	1.000	structured	2	1	18	boundary	rotated	rotated	0.996
122.000	1.000	structured	2	3	17	boundary	canonical	canonical	0.794
126.000	1.000	structured	2	3	14	central	canonical	canonical	0.788
128.000	1.000	structured	2	3	16	central	canonical	canonical	0.687
132.000	1.000	structured	2	3	17	boundary	canonical	canonical	0.708
134.000	1.000	structured	2	3	12	central	canonical	canonical	0.857
136.000	1.000	structured	2	3	16	central	canonical	canonical	0.648
138.000	1.000	structured	2	3	15	central	canonical	canonical	0.708
144.000	1.000	structured	2	3	11	boundary	canonical	canonical	0.699
148.000	1.000	structured	2	3	13	central	canonical	canonical	0.690
150.000	1.000	structured	2	3	16	central	canonical	canonical	0.616
154.000	1.000	structured	2	3	13	central	rotated	rotated	0.921
156.000	1.000	structured	2	3	11	boundary	canonical	canonical	0.709
158.000	1.000	structured	2	3	14	central	canonical	canonical	0.678
160.000	1.000	scrambled	3	1	21	central	canonical	canonical	0.737
162.000	1.000	scrambled	3	2	10	boundary	canonical	canonical	0.707
164.000	1.000	scrambled	3	1	2	central	canonical	canonical	0.785
166.000	1.000	scrambled	3	2	9	central	canonical	canonical	0.699
168.000	1.000	scrambled	3	3	15	central	canonical	canonical	0.543
174.000	1.000	scrambled	3	2	5	central	canonical	canonical	0.644
176.000	1.000	scrambled	3	2	8	central	canonical	canonical	0.597
180.000	1.000	scrambled	3	3	12	central	canonical	canonical	0.519
182.000	1.000	scrambled	3	3	17	boundary	canonical	canonical	0.714
186.000	1.000	scrambled	3	2	7	central	canonical	canonical	0.558
192.000	1.000	scrambled	3	3	13	central	canonical	canonical	0.588
196.000	1.000	scrambled	3	3	16	central	canonical	canonical	0.607
200.000	1.000	scrambled	3	2	6	central	canonical	canonical	0.781
206.000	1.000	scrambled	3	1	1	central	canonical	canonical	0.605
208.000	1.000	scrambled	3	3	14	central	canonical	canonical	0.691
