onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	5.483	central	ocean	1	1	2	5	1	1	5.483
5.983	5.790	central	desert	2	5	6	2	1	1	5.790
12.274	5.531	boundary2	forest	3	11	7	17	2	2	5.531
18.304	2.870	central	ocean	1	19	21	14	1	2	2.870
21.675	2.735	boundary2	forest	3	17	11	1	1	1	2.735
24.909	2.499	boundary2	ocean	1	18	3	15	1	2	2.499
27.908	1.343	central	desert	2	8	9	20	1	2	1.343
29.752	2.269	central	forest	3	13	5	16	2	1	2.269
32.521	3.062	boundary1	desert	2	4	3	9	2	1	3.062
36.083	1.851	central	ocean	1	1	13	19	2	1	1.851
38.434	2.322	central	forest	3	12	2	13	2	1	2.322
41.257	2.362	boundary2	desert	2	10	14	4	2	2	2.362
44.118	1.923	boundary2	desert	2	4	10	20	1	1	1.923
46.541	1.830	central	ocean	1	19	9	20	2	2	1.830
48.871	1.877	central	desert	2	7	8	21	1	1	1.877
51.248	1.543	central	forest	3	16	1	12	2	2	1.543
53.291	2.037	central	forest	3	14	12	8	1	1	2.037
55.828	1.933	boundary1	ocean	1	3	19	4	1	1	1.933
58.261	2.315	central	desert	2	5	13	7	2	1	2.315
61.076	2.960	central	ocean	1	2	19	6	1	1	2.960
64.537	2.018	boundary1	forest	3	17	18	15	2	2	2.018
67.054	1.870	central	desert	2	8	16	5	2	2	1.870
69.424	2.842	central	ocean	1	2	20	15	1	1	2.842
72.766	1.794	central	forest	3	12	9	15	2	1	1.794
75.059	2.741	central	ocean	1	21	8	1	2	2	2.741
78.300	2.103	central	desert	2	7	9	14	1	1	2.103
80.903	2.510	central	forest	3	13	14	19	1	1	2.510
83.914	2.851	central	desert	2	6	8	15	1	2	2.851
87.265	3.608	central	forest	3	16	14	6	1	1	3.608
91.373	3.314	central	forest	3	15	13	7	1	1	3.314
95.187	2.909	boundary1	ocean	1	18	1	17	1	2	2.909
98.596	3.009	boundary1	forest	3	11	13	10	1	1	3.009
102.106	3.567	central	desert	2	9	1	5	2	1	3.567
106.172	3.016	central	desert	2	6	7	19	1	2	3.016
109.688	3.603	central	ocean	1	21	12	2	2	1	3.603
113.791	3.358	central	forest	3	15	20	16	2	2	3.358
117.649	3.604	boundary2	ocean	1	3	8	18	2	2	3.604
121.753	3.377	boundary1	desert	2	10	11	5	2	2	3.377
125.630	3.138	central	desert	2	9	12	6	2	1	3.138
129.269	3.738	central	ocean	1	20	1	16	1	1	3.738
133.506	3.478	central	forest	3	14	21	15	2	2	3.478
137.485	2.546	central	ocean	1	20	7	21	2	2	2.546
