onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
0.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.684
1.500	1.500	structured	1	1	21	central	canonical	canonical	0.811
3.000	1.500	structured	1	1	2	central	canonical	canonical	0.875
4.500	1.500	structured	1	1	19	central	canonical	canonical	0.715
6.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.643
7.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.618
9.000	1.500	structured	1	2	7	central	canonical	canonical	0.724
10.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.619
12.000	1.500	structured	1	2	6	central	canonical	canonical	0.554
13.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.522
15.000	1.500	structured	1	2	5	central	canonical	canonical	0.556
16.500	1.500	structured	1	2	4	boundary	rotated	rotated	0.802
18.000	1.500	structured	1	2	6	central	canonical	canonical	0.754
19.500	1.500	structured	1	2	4	boundary	rotated	rotated	0.850
21.000	1.500	structured	1	2	9	central	canonical	canonical	0.723
22.500	1.500	structured	1	2	4	boundary	rotated	rotated	0.716
24.000	1.500	structured	1	2	8	central	canonical	canonical	0.666
25.500	1.500	structured	1	2	4	boundary	rotated	rotated	1.170
27.000	1.500	structured	1	2	8	central	rotated	rotated	0.986
28.500	1.500	structured	1	2	4	boundary	rotated	rotated	1.073
30.000	1.500	structured	1	2	9	central	canonical	canonical	0.705
31.500	1.500	structured	1	2	6	central	canonical	canonical	0.793
33.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.785
34.500	1.500	structured	1	2	8	central	canonical	canonical	0.720
36.000	1.500	structured	1	2	10	boundary	rotated	rotated	0.840
37.500	1.500	structured	1	2	8	central	rotated	rotated	0.874
39.000	1.500	structured	1	2	6	central	canonical	canonical	0.864
40.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.688
42.000	1.500	structured	1	2	8	central	canonical	canonical	0.768
43.500	1.500	structured	1	2	5	central	canonical	canonical	0.608
45.000	1.500	structured	1	2	7	central	canonical	canonical	0.711
46.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.649
48.000	1.500	structured	1	2	6	central	canonical	canonical	0.616
49.500	1.500	structured	1	2	9	central	canonical	canonical	0.615
51.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.799
52.500	1.500	structured	1	2	9	central	rotated	rotated	0.768
54.000	1.500	structured	1	2	8	central	canonical	canonical	0.599
55.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.576
57.000	1.500	structured	1	2	8	central	rotated	rotated	0.655
58.500	1.500	structured	1	2	6	central	canonical	canonical	0.662
60.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.566
61.500	1.500	structured	1	2	8	central	canonical	canonical	0.535
