onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	2.874	central	ocean	1	1	19	14	1	1	2.874
3.374	3.047	central	desert	2	6	7	19	1	1	3.047
6.922	2.869	boundary1	forest	3	11	10	15	2	2	2.869
10.291	3.488	central	ocean	1	21	1	8	1	2	3.488
14.279	4.679	central	forest	3	13	14	19	1	1	4.679
19.458	3.775	central	ocean	1	2	9	19	2	2	3.775
23.733	5.865	central	desert	2	6	15	8	2	2	5.865
30.098	5.636	boundary1	ocean	1	3	19	4	1	1	5.636
36.234	6.151	central	forest	3	14	12	8	1	1	6.151
42.885	7.352	central	desert	2	8	5	16	1	2	7.352
50.737	5.225	central	desert	2	5	2	6	2	2	5.225
56.462	8.000	central	ocean	1	20	16	1	2	n/a	n/a
64.962	0.002	central	desert	2	7	12	9	2	2	0.002
65.465	5.486	boundary2	forest	3	17	11	2	1	1	5.486
71.451	4.104	central	ocean	1	1	2	7	1	2	4.104
76.055	6.282	central	forest	3	16	9	14	2	2	6.282
82.837	6.220	boundary2	ocean	1	3	18	8	1	1	6.220
89.557	5.808	boundary1	desert	2	4	6	3	1	2	5.808
95.865	7.228	central	ocean	1	19	20	6	1	1	7.228
103.592	5.547	central	ocean	1	21	2	13	1	1	5.547
109.640	3.142	central	desert	2	8	9	1	1	1	3.142
113.281	6.347	central	forest	3	12	13	2	1	2	6.347
120.129	5.088	central	ocean	1	19	12	21	2	2	5.088
125.716	5.505	central	desert	2	9	21	5	2	1	5.505
131.721	8.000	boundary1	ocean	1	18	21	17	1	n/a	n/a
140.221	6.842	central	forest	3	16	21	12	2	1	6.842
147.563	5.262	boundary2	forest	3	11	7	17	2	2	5.262
153.325	5.630	boundary2	desert	2	4	19	10	2	2	5.630
159.454	6.682	central	forest	3	15	5	13	2	2	6.682
166.636	7.008	central	forest	3	14	20	15	2	2	7.008
174.144	5.111	central	desert	2	7	8	20	1	1	5.111
179.755	2.677	boundary1	forest	3	17	18	13	2	1	2.677
182.932	8.000	central	ocean	1	20	5	21	2	n/a	n/a
191.432	3.403	boundary2	desert	2	10	12	4	2	2	3.403
195.336	4.256	central	ocean	1	2	15	20	2	2	4.256
200.091	4.672	central	forest	3	15	1	16	2	1	4.672
205.263	4.584	central	desert	2	9	6	13	1	1	4.584
210.347	6.411	boundary2	ocean	1	18	3	14	1	1	6.411
217.258	4.230	central	forest	3	13	16	7	1	1	4.230
221.988	4.969	central	forest	3	12	6	15	2	1	4.969
227.457	2.609	central	desert	2	5	7	14	1	1	2.609
230.565	3.210	boundary1	desert	2	10	11	5	2	2	3.210
