onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	4.607	boundary2	desert	2	10	12	4	2	2	4.607
5.107	6.002	central	desert	2	8	12	5	2	2	6.002
11.609	4.398	boundary1	ocean	1	18	17	1	2	2	4.398
16.507	2.073	central	ocean	1	20	12	1	2	2	2.073
19.080	4.659	central	forest	3	14	1	15	2	2	4.659
24.239	4.643	central	desert	2	8	20	9	2	2	4.643
29.382	2.245	central	ocean	1	19	16	21	2	1	2.245
32.127	3.528	central	desert	2	7	8	1	1	2	3.528
36.155	3.872	central	ocean	1	1	19	15	1	1	3.872
40.527	8.000	boundary1	desert	2	4	7	3	1	n/a	n/a
49.027	4.194	central	desert	2	5	7	15	1	1	4.194
53.721	4.697	central	ocean	1	19	20	5	1	1	4.697
58.918	3.520	central	forest	3	13	14	2	1	1	3.520
62.939	3.523	central	desert	2	6	14	8	2	1	3.523
66.961	3.792	boundary1	ocean	1	3	4	19	2	1	3.792
71.253	4.900	boundary1	forest	3	17	15	18	1	2	4.900
76.653	3.585	boundary2	ocean	1	3	18	6	1	1	3.585
80.738	1.724	central	forest	3	12	15	5	1	1	1.724
82.962	3.555	boundary2	desert	2	4	21	10	2	2	3.555
87.017	1.872	central	forest	3	16	14	8	1	1	1.872
89.389	2.470	central	forest	3	15	20	16	2	2	2.470
92.359	3.368	central	ocean	1	2	20	14	1	2	3.368
96.227	3.625	boundary1	desert	2	10	11	5	2	2	3.625
100.353	3.658	central	forest	3	14	12	6	1	1	3.658
104.511	6.095	central	forest	3	15	13	9	1	1	6.095
111.106	4.146	central	desert	2	7	16	9	2	2	4.146
115.752	2.988	boundary2	forest	3	17	19	11	2	2	2.988
119.240	3.728	central	forest	3	13	7	16	2	1	3.728
123.468	3.597	central	desert	2	9	5	21	1	2	3.597
127.565	3.928	central	forest	3	12	13	19	1	2	3.928
131.993	2.295	boundary2	ocean	1	18	3	14	1	1	2.295
134.787	4.617	central	desert	2	9	13	6	2	2	4.617
139.905	2.728	central	ocean	1	2	8	19	2	2	2.728
143.133	6.184	central	ocean	1	20	9	21	2	2	6.184
149.816	5.994	central	desert	2	5	6	19	1	1	5.994
156.310	1.940	central	ocean	1	21	2	13	1	2	1.940
158.750	4.855	central	ocean	1	1	7	2	2	2	4.855
164.105	4.975	central	desert	2	6	2	7	2	2	4.975
169.580	2.101	boundary1	forest	3	11	16	10	1	2	2.101
172.182	3.327	central	forest	3	16	21	12	2	2	3.327
176.009	2.846	central	ocean	1	21	1	6	1	1	2.846
179.355	3.082	boundary2	forest	3	11	17	8	1	1	3.082
