onset	duration	trial_type	path_type	community	object	object_type	response	response_time
0.000	1.500	structured	structured	1	19	central	1	0.052
1.500	1.500	structured	structured	1	21	central	0	n/a
3.000	1.500	structured	structured	1	1	central	0	n/a
4.500	1.500	structured	structured	1	20	central	0	n/a
6.000	1.500	structured	structured	1	18	boundary	1	1.312
7.500	1.500	structured	structured	1	21	central	0	n/a
9.000	1.500	structured	structured	1	18	boundary	1	0.774
10.500	1.500	structured	structured	1	19	central	0	n/a
12.000	1.500	structured	structured	1	18	boundary	1	0.757
13.500	1.500	structured	structured	1	1	central	0	n/a
15.000	1.500	structured	structured	1	18	boundary	0	n/a
16.500	1.500	structured	structured	1	2	central	1	1.011
18.000	1.500	structured	structured	1	3	boundary	1	1.494
19.500	1.500	structured	structured	1	21	central	1	0.096
21.000	1.500	structured	structured	1	2	central	0	n/a
22.500	1.500	structured	structured	1	18	boundary	1	1.078
24.000	1.500	structured	structured	1	2	central	0	n/a
25.500	1.500	structured	structured	1	3	boundary	0	n/a
27.000	1.500	structured	structured	1	20	central	0	n/a
28.500	1.500	structured	structured	1	18	boundary	0	n/a
30.000	1.500	structured	structured	1	2	central	1	0.800
31.500	1.500	hamiltonian	backward	1	1	central	1	0.673
33.000	1.500	hamiltonian	backward	1	21	central	0	n/a
34.500	1.500	hamiltonian	backward	1	20	central	1	0.622
36.000	1.500	hamiltonian	backward	1	19	central	0	n/a
37.500	1.500	hamiltonian	backward	1	18	boundary	1	1.421
39.000	1.500	hamiltonian	backward	3	17	boundary	0	n/a
40.500	1.500	hamiltonian	backward	3	16	central	0	n/a
42.000	1.500	hamiltonian	backward	3	15	central	0	n/a
43.500	1.500	hamiltonian	backward	3	14	central	0	n/a
45.000	1.500	hamiltonian	backward	3	13	central	1	1.309
46.500	1.500	hamiltonian	backward	3	12	central	0	n/a
48.000	1.500	hamiltonian	backward	3	11	boundary	0	n/a
49.500	1.500	hamiltonian	backward	2	10	boundary	0	n/a
51.000	1.500	hamiltonian	backward	2	9	central	0	n/a
52.500	1.500	hamiltonian	backward	2	8	central	0	n/a
54.000	1.500	hamiltonian	backward	2	7	central	1	0.849
55.500	1.500	hamiltonian	backward	2	6	central	0	n/a
57.000	1.500	hamiltonian	backward	2	5	central	1	0.903
58.500	1.500	hamiltonian	backward	2	4	boundary	1	1.311
60.000	1.500	hamiltonian	backward	1	3	boundary	1	0.932
61.500	1.500	hamiltonian	backward	1	2	central	0	n/a
63.000	1.500	structured	structured	1	3	boundary	0	n/a
64.500	1.500	structured	structured	2	4	boundary	0	n/a
66.000	1.500	structured	structured	2	5	central	1	0.898
67.500	1.500	structured	structured	2	8	central	0	n/a
69.000	1.500	structured	structured	2	7	central	1	0.720
70.500	1.500	structured	structured	2	8	central	0	n/a
72.000	1.500	structured	structured	2	9	central	0	n/a
73.500	1.500	structured	structured	2	6	central	1	0.771
75.000	1.500	structured	structured	2	5	central	0	n/a
76.500	1.500	structured	structured	2	9	central	0	n/a
78.000	1.500	structured	structured	2	7	central	1	0.634
79.500	1.500	structured	structured	2	6	central	0	n/a
81.000	1.500	structured	structured	2	8	central	1	1.494
82.500	1.500	structured	structured	2	4	boundary	1	0.086
84.000	1.500	structured	structured	2	7	central	1	1.038
85.500	1.500	structured	structured	2	9	central	0	n/a
87.000	1.500	structured	structured	2	8	central	0	n/a
88.500	1.500	structured	structured	2	7	central	0	n/a
90.000	1.500	structured	structured	2	6	central	1	0.729
91.500	1.500	structured	structured	2	5	central	0	n/a
93.000	1.500	structured	structured	2	7	central	1	0.175
94.500	1.500	hamiltonian	backward	2	6	central	1	0.791
96.000	1.500	hamiltonian	backward	2	5	central	1	1.494
97.500	1.500	hamiltonian	backward	2	4	boundary	0	n/a
99.000	1.500	hamiltonian	backward	1	3	boundary	1	0.763
100.500	1.500	hamiltonian	backward	1	2	central	1	0.931
102.000	1.500	hamiltonian	backward	1	1	central	0	n/a
103.500	1.500	hamiltonian	backward	1	21	central	0	n/a
105.000	1.500	hamiltonian	backward	1	20	central	1	0.863
106.500	1.500	hamiltonian	backward	1	19	central	1	1.279
108.000	1.500	hamiltonian	backward	1	18	boundary	0	n/a
109.500	1.500	hamiltonian	backward	3	17	boundary	0	n/a
111.000	1.500	hamiltonian	backward	3	16	central	0	n/a
112.500	1.500	hamiltonian	backward	3	15	central	0	n/a
114.000	1.500	hamiltonian	backward	3	14	central	0	n/a
115.500	1.500	hamiltonian	backward	3	13	central	0	n/a
117.000	1.500	hamiltonian	backward	3	12	central	1	1.120
118.500	1.500	hamiltonian	backward	3	11	boundary	0	n/a
120.000	1.500	hamiltonian	backward	2	10	boundary	1	1.086
121.500	1.500	hamiltonian	backward	2	9	central	0	n/a
123.000	1.500	hamiltonian	backward	2	8	central	0	n/a
124.500	1.500	hamiltonian	backward	2	7	central	0	n/a
126.000	1.500	structured	structured	2	4	boundary	1	0.970
127.500	1.500	structured	structured	2	6	central	1	0.826
