onset	duration	trial_type	path_type	community	object	object_type	response	response_time
0.000	1.500	structured	structured	3	15	central	1	1.049
1.500	1.500	structured	structured	3	17	boundary	1	0.847
3.000	1.500	structured	structured	3	12	central	0	n/a
4.500	1.500	structured	structured	3	11	boundary	0	n/a
6.000	1.500	structured	structured	3	13	central	1	0.911
7.500	1.500	structured	structured	3	16	central	1	1.102
9.000	1.500	structured	structured	3	14	central	0	n/a
10.500	1.500	structured	structured	3	11	boundary	0	n/a
12.000	1.500	structured	structured	3	12	central	1	1.497
13.500	1.500	structured	structured	3	16	central	1	0.992
15.000	1.500	structured	structured	3	15	central	0	n/a
16.500	1.500	structured	structured	3	12	central	0	n/a
18.000	1.500	structured	structured	3	17	boundary	1	0.828
19.500	1.500	structured	structured	3	15	central	1	1.061
21.000	1.500	structured	structured	3	13	central	1	0.985
22.500	1.500	structured	structured	3	17	boundary	1	1.032
24.000	1.500	structured	structured	3	12	central	1	1.160
25.500	1.500	structured	structured	3	11	boundary	0	n/a
27.000	1.500	structured	structured	3	15	central	0	n/a
28.500	1.500	structured	structured	3	13	central	1	0.830
30.000	1.500	structured	structured	3	11	boundary	0	n/a
31.500	1.500	hamiltonian	backward	2	10	boundary	1	0.204
33.000	1.500	hamiltonian	backward	2	9	central	0	n/a
34.500	1.500	hamiltonian	backward	2	8	central	0	n/a
36.000	1.500	hamiltonian	backward	2	7	central	1	1.282
37.500	1.500	hamiltonian	backward	2	6	central	0	n/a
39.000	1.500	hamiltonian	backward	2	5	central	1	0.654
40.500	1.500	hamiltonian	backward	2	4	boundary	1	0.823
42.000	1.500	hamiltonian	backward	1	3	boundary	1	0.783
43.500	1.500	hamiltonian	backward	1	2	central	1	1.053
45.000	1.500	hamiltonian	backward	1	1	central	0	n/a
46.500	1.500	hamiltonian	backward	1	21	central	1	0.769
48.000	1.500	hamiltonian	backward	1	20	central	1	0.843
49.500	1.500	hamiltonian	backward	1	19	central	1	0.760
51.000	1.500	hamiltonian	backward	1	18	boundary	1	1.192
52.500	1.500	hamiltonian	backward	3	17	boundary	0	n/a
54.000	1.500	hamiltonian	backward	3	16	central	1	0.710
55.500	1.500	hamiltonian	backward	3	15	central	1	1.371
57.000	1.500	hamiltonian	backward	3	14	central	0	n/a
58.500	1.500	hamiltonian	backward	3	13	central	1	0.705
60.000	1.500	hamiltonian	backward	3	12	central	0	n/a
61.500	1.500	hamiltonian	backward	3	11	boundary	0	n/a
63.000	1.500	structured	structured	3	12	central	0	n/a
64.500	1.500	structured	structured	3	14	central	0	n/a
66.000	1.500	structured	structured	3	11	boundary	0	n/a
67.500	1.500	structured	structured	3	13	central	1	0.707
69.000	1.500	structured	structured	3	17	boundary	1	0.779
70.500	1.500	structured	structured	3	16	central	1	0.952
72.000	1.500	structured	structured	3	15	central	0	n/a
73.500	1.500	structured	structured	3	13	central	1	0.710
75.000	1.500	structured	structured	3	15	central	1	1.022
76.500	1.500	structured	structured	3	16	central	0	n/a
78.000	1.500	structured	structured	3	14	central	0	n/a
79.500	1.500	structured	structured	3	13	central	1	0.828
81.000	1.500	structured	structured	3	16	central	1	1.067
82.500	1.500	structured	structured	3	12	central	0	n/a
84.000	1.500	structured	structured	3	17	boundary	1	0.839
85.500	1.500	structured	structured	3	13	central	1	0.687
87.000	1.500	structured	structured	3	15	central	1	0.949
88.500	1.500	structured	structured	3	14	central	0	n/a
90.000	1.500	structured	structured	3	16	central	0	n/a
91.500	1.500	structured	structured	3	13	central	1	0.803
93.000	1.500	structured	structured	3	15	central	1	0.930
94.500	1.500	hamiltonian	forward	3	16	central	0	n/a
96.000	1.500	hamiltonian	forward	3	17	boundary	1	0.840
97.500	1.500	hamiltonian	forward	1	18	boundary	1	1.381
99.000	1.500	hamiltonian	forward	1	19	central	1	0.780
100.500	1.500	hamiltonian	forward	1	20	central	1	0.789
102.000	1.500	hamiltonian	forward	1	21	central	1	0.860
103.500	1.500	hamiltonian	forward	1	1	central	1	0.779
105.000	1.500	hamiltonian	forward	1	2	central	0	n/a
106.500	1.500	hamiltonian	forward	1	3	boundary	1	0.792
108.000	1.500	hamiltonian	forward	2	4	boundary	1	1.056
109.500	1.500	hamiltonian	forward	2	5	central	1	0.791
111.000	1.500	hamiltonian	forward	2	6	central	1	0.797
112.500	1.500	hamiltonian	forward	2	7	central	0	n/a
114.000	1.500	hamiltonian	forward	2	8	central	1	0.747
115.500	1.500	hamiltonian	forward	2	9	central	0	n/a
117.000	1.500	hamiltonian	forward	2	10	boundary	0	n/a
118.500	1.500	hamiltonian	forward	3	11	boundary	1	0.808
120.000	1.500	hamiltonian	forward	3	12	central	0	n/a
121.500	1.500	hamiltonian	forward	3	13	central	1	0.726
123.000	1.500	hamiltonian	forward	3	14	central	1	1.315
124.500	1.500	hamiltonian	forward	3	15	central	0	n/a
126.000	1.500	structured	structured	3	17	boundary	1	0.755
127.500	1.500	structured	structured	3	14	central	1	1.058
129.000	1.500	structured	structured	3	17	boundary	1	0.695
130.500	1.500	structured	structured	3	15	central	1	0.695
132.000	1.500	structured	structured	3	12	central	1	1.159
133.500	1.500	structured	structured	3	16	central	1	1.470
135.000	1.500	structured	structured	3	13	central	1	0.758
136.500	1.500	structured	structured	3	17	boundary	1	0.882
138.000	1.500	structured	structured	3	12	central	1	0.851
139.500	1.500	structured	structured	3	16	central	0	n/a
141.000	1.500	structured	structured	3	15	central	0	n/a
142.500	1.500	structured	structured	3	17	boundary	1	0.840
144.000	1.500	structured	structured	3	12	central	1	0.687
145.500	1.500	structured	structured	3	17	boundary	1	0.821
147.000	1.500	structured	structured	3	14	central	1	1.149
148.500	1.500	structured	structured	3	12	central	1	1.109
150.000	1.500	structured	structured	3	13	central	1	0.780
151.500	1.500	structured	structured	3	12	central	1	0.769
153.000	1.500	structured	structured	3	11	boundary	0	n/a
154.500	1.500	structured	structured	2	10	boundary	0	n/a
