onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	4.337	boundary1	forest	3	11	13	10	1	1	4.337
4.837	3.126	central	forest	3	15	13	6	1	1	3.126
8.463	4.839	boundary2	desert	2	4	20	10	2	2	4.839
13.802	3.014	boundary2	ocean	1	3	18	8	1	1	3.014
17.316	3.539	central	ocean	1	19	9	20	2	1	3.539
21.355	2.882	boundary2	forest	3	11	6	17	2	2	2.882
24.737	3.898	central	desert	2	9	12	6	2	2	3.898
29.134	3.620	central	desert	2	5	20	6	2	2	3.620
33.254	6.311	boundary1	forest	3	17	18	12	2	2	6.311
40.066	3.351	central	desert	2	8	1	9	2	1	3.351
43.917	4.115	central	ocean	1	19	14	21	2	1	4.115
48.532	2.808	central	desert	2	9	21	5	2	1	2.808
51.840	7.048	central	desert	2	6	8	16	1	2	7.048
59.389	2.212	central	forest	3	13	16	8	1	1	2.212
62.101	6.365	central	forest	3	16	12	21	1	2	6.365
68.966	4.142	central	ocean	1	1	13	19	2	2	4.142
73.608	6.075	central	desert	2	7	14	9	2	1	6.075
80.183	6.145	boundary1	desert	2	10	11	5	2	2	6.145
86.828	5.744	boundary2	ocean	1	18	3	13	1	1	5.744
93.072	2.176	central	forest	3	16	14	5	1	1	2.176
95.748	4.090	central	forest	3	14	15	2	1	2	4.090
100.339	2.818	central	desert	2	8	5	15	1	2	2.818
103.656	6.141	central	forest	3	14	7	12	2	1	6.141
110.297	1.707	central	desert	2	5	13	7	2	1	1.707
112.504	2.100	central	forest	3	15	1	16	2	1	2.100
115.104	3.762	central	forest	3	12	13	20	1	2	3.762
119.366	2.017	central	ocean	1	2	19	5	1	1	2.017
121.883	1.723	central	ocean	1	21	1	7	1	2	1.723
124.105	1.527	central	forest	3	12	15	9	1	1	1.527
126.132	3.768	central	desert	2	6	19	7	2	1	3.768
130.400	1.999	central	ocean	1	21	12	2	2	2	1.999
132.900	2.738	boundary2	desert	2	10	4	14	1	1	2.738
136.137	6.669	boundary1	ocean	1	18	20	17	1	2	6.669
143.307	3.813	boundary1	ocean	1	3	21	4	1	1	3.813
147.620	3.967	boundary2	forest	3	17	19	11	2	1	3.967
152.087	6.810	central	desert	2	7	8	2	1	2	6.810
159.397	5.454	central	ocean	1	20	21	6	1	2	5.454
165.351	2.174	boundary1	desert	2	4	3	9	2	1	2.174
168.025	3.552	central	ocean	1	2	20	16	1	2	3.552
172.077	5.851	central	forest	3	13	14	19	1	2	5.851
178.428	1.634	central	ocean	1	20	15	1	2	1	1.634
180.563	1.179	central	ocean	1	1	8	2	2	2	1.179
