onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
0.000	1.500	structured	1	2	7	central	canonical	canonical	0.905
1.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.714
3.000	1.500	structured	1	2	7	central	rotated	rotated	0.976
4.500	1.500	structured	1	2	9	central	canonical	canonical	0.711
6.000	1.500	structured	1	2	6	central	canonical	canonical	0.663
7.500	1.500	structured	1	2	7	central	canonical	canonical	0.646
9.000	1.500	structured	1	2	8	central	canonical	canonical	0.589
10.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.620
12.000	1.500	structured	1	2	9	central	canonical	canonical	0.627
13.500	1.500	structured	1	2	6	central	canonical	canonical	0.594
15.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.593
16.500	1.500	structured	1	2	5	central	canonical	canonical	0.571
18.000	1.500	structured	1	2	6	central	canonical	canonical	0.568
19.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.576
21.000	1.500	structured	1	2	9	central	canonical	canonical	0.605
22.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.597
24.000	1.500	structured	1	2	5	central	canonical	canonical	0.556
25.500	1.500	structured	1	2	4	boundary	rotated	rotated	0.761
27.000	1.500	structured	1	2	9	central	canonical	canonical	0.602
28.500	1.500	structured	1	2	7	central	canonical	canonical	0.704
30.000	1.500	structured	1	2	5	central	canonical	canonical	0.616
31.500	1.500	structured	1	2	8	central	canonical	canonical	0.638
33.000	1.500	structured	1	2	5	central	rotated	rotated	0.709
34.500	1.500	structured	1	2	8	central	rotated	rotated	0.709
36.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.636
37.500	1.500	structured	1	2	8	central	rotated	rotated	0.818
39.000	1.500	structured	1	2	9	central	canonical	canonical	0.641
40.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.648
42.000	1.500	structured	1	2	5	central	canonical	canonical	0.576
43.500	1.500	structured	1	2	9	central	canonical	canonical	0.582
45.000	1.500	structured	1	2	8	central	canonical	canonical	0.749
46.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.627
48.000	1.500	structured	1	2	6	central	canonical	canonical	0.614
49.500	1.500	structured	1	2	7	central	canonical	canonical	0.709
51.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.699
52.500	1.500	structured	1	2	5	central	canonical	canonical	0.610
54.000	1.500	structured	1	2	7	central	canonical	canonical	0.671
55.500	1.500	structured	1	2	9	central	canonical	canonical	0.718
57.000	1.500	structured	1	2	8	central	canonical	canonical	0.767
58.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.941
60.000	1.500	structured	1	2	7	central	canonical	canonical	0.708
61.500	1.500	structured	1	2	9	central	canonical	canonical	0.610
63.000	1.500	structured	1	2	6	central	canonical	canonical	0.627
64.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.601
66.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.713
67.500	1.500	structured	1	1	1	central	canonical	canonical	0.704
69.000	1.500	structured	1	1	2	central	canonical	canonical	0.669
70.500	1.500	structured	1	1	21	central	canonical	canonical	0.629
72.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.612
73.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.722
75.000	1.500	structured	1	3	16	central	canonical	canonical	0.610
76.500	1.500	structured	1	3	12	central	canonical	canonical	0.624
78.000	1.500	structured	1	3	14	central	canonical	canonical	0.562
79.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.623
81.000	1.500	structured	1	3	16	central	canonical	canonical	0.656
82.500	1.500	structured	1	3	13	central	canonical	canonical	0.653
84.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.550
85.500	1.500	structured	1	3	14	central	canonical	canonical	0.524
87.000	1.500	structured	1	3	12	central	canonical	canonical	0.499
88.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.536
90.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.576
91.500	1.500	structured	1	2	7	central	canonical	canonical	0.559
93.000	1.500	structured	1	2	6	central	canonical	canonical	0.566
94.500	1.500	structured	1	2	8	central	canonical	canonical	0.646
96.000	1.500	structured	1	2	7	central	canonical	canonical	0.581
97.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.637
99.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.676
100.500	1.500	structured	1	3	13	central	canonical	canonical	0.618
102.000	1.500	structured	1	3	14	central	canonical	canonical	0.489
103.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.521
105.000	1.500	structured	1	3	12	central	canonical	canonical	0.648
106.500	1.500	structured	1	3	15	central	canonical	canonical	0.583
