onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
4.000	1.000	structured	1	2	5	central	rotated	rotated	0.981
10.000	1.000	structured	1	2	10	boundary	canonical	canonical	0.847
14.000	1.000	structured	1	2	7	central	canonical	canonical	0.597
18.000	1.000	structured	1	2	8	central	canonical	canonical	0.782
24.000	1.000	structured	1	2	10	boundary	canonical	canonical	0.595
26.000	1.000	structured	1	3	11	boundary	canonical	canonical	0.732
28.000	1.000	structured	1	3	16	central	canonical	canonical	0.616
30.000	1.000	structured	1	3	13	central	canonical	canonical	0.604
36.000	1.000	structured	1	3	14	central	canonical	canonical	0.651
40.000	1.000	structured	1	3	16	central	canonical	canonical	0.631
44.000	1.000	structured	1	3	15	central	canonical	canonical	0.622
48.000	1.000	structured	1	3	11	boundary	canonical	canonical	0.628
52.000	1.000	structured	1	3	13	central	canonical	canonical	0.567
56.000	1.000	structured	1	3	14	central	canonical	canonical	0.668
60.000	1.000	structured	1	3	11	boundary	canonical	canonical	0.581
62.000	1.000	structured	1	3	16	central	canonical	canonical	0.662
64.000	1.000	structured	1	3	11	boundary	rotated	canonical	0.635
68.000	1.000	structured	1	3	16	central	rotated	rotated	0.789
74.000	1.000	structured	1	3	13	central	canonical	canonical	0.630
80.000	1.000	structured	1	3	16	central	rotated	rotated	0.847
82.000	1.000	structured	1	3	15	central	canonical	canonical	0.924
88.000	1.000	structured	2	3	16	central	rotated	rotated	0.778
92.000	1.000	structured	2	3	15	central	rotated	rotated	0.940
96.000	1.000	structured	2	3	14	central	canonical	canonical	0.618
100.000	1.000	structured	2	3	11	boundary	canonical	canonical	0.922
102.000	1.000	structured	2	3	12	central	canonical	canonical	0.717
108.000	1.000	structured	2	3	15	central	canonical	canonical	0.670
112.000	1.000	structured	2	3	14	central	canonical	canonical	0.609
118.000	1.000	structured	2	3	12	central	canonical	canonical	0.658
122.000	1.000	structured	2	3	14	central	rotated	rotated	0.751
128.000	1.000	structured	2	3	13	central	canonical	canonical	0.856
134.000	1.000	structured	2	3	11	boundary	canonical	canonical	0.988
140.000	1.000	structured	2	3	16	central	canonical	canonical	0.818
142.000	1.000	structured	2	3	13	central	canonical	canonical	0.622
146.000	1.000	structured	2	3	16	central	rotated	rotated	0.715
148.000	1.000	structured	2	3	13	central	rotated	canonical	0.613
152.000	1.000	structured	2	3	17	boundary	canonical	canonical	0.614
158.000	1.000	structured	2	3	13	central	rotated	rotated	0.855
162.000	1.000	structured	2	3	16	central	canonical	canonical	0.665
164.000	1.000	structured	2	3	12	central	canonical	canonical	0.651
168.000	1.000	structured	2	3	16	central	rotated	rotated	0.761
170.000	1.000	structured	2	3	15	central	canonical	canonical	0.644
172.000	1.000	scrambled	3	2	8	central	canonical	canonical	0.621
178.000	1.000	scrambled	3	1	18	boundary	canonical	canonical	0.666
184.000	1.000	scrambled	3	1	21	central	canonical	canonical	0.648
188.000	1.000	scrambled	3	2	10	boundary	canonical	canonical	0.685
190.000	1.000	scrambled	3	1	20	central	canonical	canonical	0.668
196.000	1.000	scrambled	3	1	3	boundary	canonical	canonical	0.644
202.000	1.000	scrambled	3	2	5	central	canonical	canonical	0.694
206.000	1.000	scrambled	3	2	9	central	canonical	canonical	0.916
210.000	1.000	scrambled	3	3	17	boundary	canonical	canonical	0.835
214.000	1.000	scrambled	3	3	11	boundary	canonical	canonical	0.688
218.000	1.000	scrambled	3	3	15	central	canonical	canonical	0.778
224.000	1.000	scrambled	3	3	13	central	canonical	canonical	0.838
228.000	1.000	scrambled	3	1	2	central	canonical	canonical	0.618
230.000	1.000	scrambled	3	3	14	central	canonical	canonical	0.675
236.000	1.000	scrambled	3	1	19	central	canonical	canonical	0.690
240.000	1.000	scrambled	3	2	7	central	canonical	canonical	0.652
246.000	1.000	scrambled	3	2	4	boundary	canonical	canonical	0.733
250.000	1.000	scrambled	3	3	16	central	canonical	canonical	0.616
252.000	1.000	scrambled	3	3	12	central	canonical	canonical	0.634
258.000	1.000	scrambled	3	1	1	central	canonical	canonical	0.628
260.000	1.000	scrambled	3	2	6	central	canonical	canonical	0.816
266.000	1.000	structured	4	2	9	central	canonical	canonical	0.740
268.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.614
270.000	1.000	structured	4	3	11	boundary	canonical	canonical	0.559
274.000	1.000	structured	4	2	10	boundary	rotated	canonical	0.640
276.000	1.000	structured	4	2	9	central	canonical	canonical	0.602
282.000	1.000	structured	4	2	7	central	canonical	canonical	0.642
286.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.523
288.000	1.000	structured	4	2	9	central	canonical	canonical	0.572
294.000	1.000	structured	4	2	7	central	canonical	canonical	0.636
296.000	1.000	structured	4	2	4	boundary	canonical	canonical	0.646
302.000	1.000	structured	4	2	9	central	canonical	canonical	0.669
306.000	1.000	structured	4	2	6	central	canonical	canonical	0.762
312.000	1.000	structured	4	2	5	central	canonical	canonical	0.695
316.000	1.000	structured	4	2	7	central	canonical	canonical	0.583
318.000	1.000	structured	4	2	8	central	canonical	canonical	0.860
322.000	1.000	structured	4	2	4	boundary	canonical	canonical	0.573
324.000	1.000	structured	4	2	8	central	rotated	canonical	0.619
326.000	1.000	structured	4	2	9	central	canonical	canonical	0.763
332.000	1.000	structured	4	2	4	boundary	canonical	canonical	0.854
