onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
4.000	1.000	structured	1	2	4	boundary	canonical	canonical	0.919
8.000	1.000	structured	1	2	6	central	canonical	canonical	0.746
14.000	1.000	structured	1	2	8	central	canonical	canonical	0.648
16.000	1.000	structured	1	2	10	boundary	canonical	canonical	0.721
20.000	1.000	structured	1	3	11	boundary	canonical	canonical	0.807
26.000	1.000	structured	1	3	16	central	canonical	n/a	n/a
28.000	1.000	structured	1	3	14	central	canonical	canonical	0.656
32.000	1.000	structured	1	3	13	central	canonical	canonical	0.998
34.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.711
38.000	1.000	structured	1	3	13	central	rotated	rotated	0.957
44.000	1.000	structured	1	3	12	central	canonical	canonical	0.862
50.000	1.000	structured	1	3	16	central	canonical	canonical	0.922
54.000	1.000	structured	1	3	11	boundary	canonical	canonical	0.732
60.000	1.000	structured	1	3	15	central	canonical	canonical	0.737
66.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.688
68.000	1.000	structured	1	3	15	central	rotated	canonical	0.505
72.000	1.000	structured	1	3	16	central	canonical	canonical	0.818
78.000	1.000	structured	1	3	15	central	rotated	rotated	0.978
80.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.762
84.000	1.000	structured	1	3	15	central	rotated	rotated	0.844
90.000	1.000	structured	1	3	12	central	canonical	canonical	0.893
96.000	1.000	scrambled	2	3	15	central	rotated	rotated	0.985
100.000	1.000	scrambled	2	1	1	central	canonical	canonical	0.918
104.000	1.000	scrambled	2	3	11	boundary	canonical	canonical	0.777
110.000	1.000	scrambled	2	2	8	central	canonical	canonical	0.680
116.000	1.000	scrambled	2	3	16	central	canonical	canonical	0.564
122.000	1.000	scrambled	2	2	7	central	canonical	canonical	0.568
126.000	1.000	scrambled	2	1	21	central	canonical	canonical	0.716
132.000	1.000	scrambled	2	1	2	central	canonical	canonical	0.892
136.000	1.000	scrambled	2	2	5	central	canonical	canonical	0.666
140.000	1.000	scrambled	2	2	6	central	canonical	canonical	0.776
142.000	1.000	scrambled	2	1	18	boundary	canonical	canonical	0.852
148.000	1.000	scrambled	2	3	14	central	canonical	canonical	0.666
152.000	1.000	scrambled	2	2	10	boundary	canonical	canonical	0.843
156.000	1.000	scrambled	2	1	19	central	canonical	canonical	0.930
158.000	1.000	scrambled	2	1	20	central	canonical	n/a	n/a
160.000	1.000	scrambled	2	1	3	boundary	canonical	canonical	0.599
162.000	1.000	scrambled	2	3	13	central	canonical	canonical	0.478
164.000	1.000	scrambled	2	2	4	boundary	canonical	canonical	0.558
168.000	1.000	scrambled	2	3	17	boundary	canonical	canonical	0.656
172.000	1.000	scrambled	2	3	12	central	canonical	canonical	0.526
178.000	1.000	scrambled	2	2	9	central	canonical	canonical	0.407
184.000	1.000	structured	3	2	10	boundary	canonical	canonical	0.516
188.000	1.000	structured	3	2	6	central	canonical	canonical	0.658
194.000	1.000	structured	3	2	5	central	canonical	canonical	0.626
200.000	1.000	structured	3	2	9	central	canonical	canonical	0.656
206.000	1.000	structured	3	2	8	central	canonical	canonical	0.824
210.000	1.000	structured	3	2	7	central	canonical	canonical	0.882
216.000	1.000	structured	3	2	10	boundary	canonical	canonical	0.537
220.000	1.000	structured	3	2	6	central	canonical	canonical	0.758
224.000	1.000	structured	3	2	9	central	canonical	canonical	0.995
226.000	1.000	structured	3	2	7	central	canonical	canonical	0.660
232.000	1.000	structured	3	2	8	central	canonical	canonical	0.602
236.000	1.000	structured	3	2	9	central	canonical	canonical	0.574
242.000	1.000	structured	3	2	10	boundary	canonical	canonical	0.576
244.000	1.000	structured	3	2	7	central	canonical	canonical	0.789
248.000	1.000	structured	3	2	5	central	canonical	canonical	0.816
254.000	1.000	structured	3	2	9	central	canonical	canonical	0.591
258.000	1.000	structured	3	2	10	boundary	canonical	canonical	0.630
260.000	1.000	structured	3	2	6	central	canonical	canonical	0.581
262.000	1.000	structured	3	2	9	central	canonical	canonical	0.599
268.000	1.000	structured	3	2	10	boundary	canonical	canonical	0.529
274.000	1.000	structured	3	2	8	central	canonical	canonical	0.770
280.000	1.000	structured	4	2	5	central	canonical	canonical	0.702
286.000	1.000	structured	4	2	7	central	canonical	canonical	0.998
288.000	1.000	structured	4	2	6	central	canonical	rotated	0.998
290.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.748
292.000	1.000	structured	4	2	6	central	rotated	rotated	0.760
296.000	1.000	structured	4	2	5	central	canonical	canonical	0.728
300.000	1.000	structured	4	2	6	central	rotated	rotated	0.791
304.000	1.000	structured	4	2	7	central	canonical	canonical	0.978
310.000	1.000	structured	4	2	9	central	canonical	canonical	0.747
314.000	1.000	structured	4	2	7	central	rotated	rotated	0.990
318.000	1.000	structured	4	2	8	central	canonical	canonical	0.844
324.000	1.000	structured	4	2	5	central	canonical	canonical	0.835
330.000	1.000	structured	4	2	8	central	rotated	canonical	0.997
332.000	1.000	structured	4	2	9	central	canonical	canonical	0.776
