onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	2.826	central	ocean	1	20	8	21	2	1	2.826
3.326	8.000	boundary2	forest	3	17	11	19	1	n/a	n/a
11.826	2.642	central	forest	3	13	1	14	2	1	2.642
14.968	3.902	central	desert	2	5	7	16	1	2	3.902
19.370	4.360	boundary2	desert	2	4	1	10	2	2	4.360
24.230	3.564	central	forest	3	15	16	2	1	1	3.564
28.294	3.338	central	ocean	1	19	15	21	2	2	3.338
32.132	3.512	boundary1	desert	2	10	6	11	1	1	3.512
36.145	3.240	central	ocean	1	20	12	1	2	1	3.240
39.885	5.538	boundary1	forest	3	17	18	16	2	1	5.538
45.922	4.152	boundary1	forest	3	11	10	13	2	2	4.152
50.574	4.864	central	ocean	1	19	20	7	1	2	4.864
55.938	5.251	central	desert	2	6	1	7	2	2	5.251
61.688	2.880	central	desert	2	7	9	15	1	2	2.880
65.068	2.517	central	ocean	1	2	19	6	1	1	2.517
68.085	3.223	central	forest	3	12	13	20	1	1	3.223
71.809	2.598	boundary1	desert	2	4	3	5	2	2	2.598
74.907	7.277	central	forest	3	16	14	6	1	2	7.277
82.684	2.414	central	desert	2	9	5	21	1	1	2.414
85.597	3.341	central	forest	3	14	15	19	1	2	3.341
89.439	3.893	central	desert	2	9	14	6	2	2	3.893
93.832	5.206	boundary2	ocean	1	3	18	7	1	1	5.206
99.537	4.870	central	forest	3	16	21	12	2	1	4.870
104.907	3.812	central	forest	3	14	12	9	1	1	3.812
109.219	3.099	central	desert	2	7	19	8	2	2	3.099
112.818	2.870	boundary2	ocean	1	18	15	3	2	1	2.870
116.189	2.599	boundary1	ocean	1	3	21	4	1	2	2.599
119.288	2.251	central	forest	3	12	15	7	1	2	2.251
122.038	2.744	central	ocean	1	1	2	5	1	1	2.744
125.282	2.796	central	ocean	1	2	13	20	2	2	2.796
128.578	3.403	boundary2	forest	3	11	6	17	2	2	3.403
132.480	3.672	central	desert	2	6	13	8	2	1	3.672
136.652	3.353	boundary1	ocean	1	18	2	17	1	2	3.353
140.505	3.392	central	forest	3	13	5	16	2	2	3.392
144.397	4.027	central	ocean	1	21	9	1	2	2	4.027
148.924	3.758	central	ocean	1	1	19	16	1	2	3.758
153.183	2.812	central	desert	2	8	9	2	1	1	2.812
156.495	2.601	central	ocean	1	21	14	2	2	2	2.601
159.596	1.779	central	desert	2	5	20	6	2	2	1.779
161.875	3.087	central	forest	3	15	13	8	1	2	3.087
165.463	1.985	central	desert	2	8	12	5	2	2	1.985
167.948	2.853	boundary2	desert	2	10	4	14	1	2	2.853
