onset	duration	trial_type	environment	community	cue	opt1	opt2	within_opt	response	response_time
0.000	4.794	central	desert	2	9	6	14	1	2	4.794
5.294	4.526	central	desert	2	7	19	8	2	2	4.526
10.320	5.880	boundary2	forest	3	17	20	11	2	2	5.880
16.700	4.519	central	ocean	1	20	16	1	2	2	4.519
21.719	6.923	central	ocean	1	19	20	6	1	1	6.923
29.142	4.421	central	desert	2	8	20	9	2	1	4.421
34.062	4.268	central	ocean	1	20	21	7	1	1	4.268
38.830	2.647	central	forest	3	14	15	19	1	1	2.647
41.978	4.072	central	forest	3	16	2	12	2	2	4.072
46.550	5.274	boundary2	desert	2	10	4	14	1	1	5.274
52.323	5.565	central	ocean	1	2	15	20	2	2	5.565
58.389	2.856	central	forest	3	14	8	12	2	2	2.856
61.744	3.856	boundary1	ocean	1	3	4	2	2	2	3.856
66.100	2.517	central	forest	3	15	16	20	1	1	2.517
69.117	4.306	boundary1	desert	2	4	8	3	1	2	4.306
73.924	2.671	central	forest	3	13	9	16	2	2	2.671
77.095	3.710	central	desert	2	7	12	9	2	2	3.710
81.305	4.013	boundary2	forest	3	11	5	17	2	2	4.013
85.818	4.156	boundary2	ocean	1	18	12	3	2	2	4.156
90.474	4.030	central	ocean	1	2	5	19	2	1	4.030
95.005	3.331	central	desert	2	5	6	21	1	1	3.331
98.835	3.945	boundary1	forest	3	11	10	14	2	2	3.945
103.280	4.002	central	ocean	1	19	21	12	1	1	4.002
107.782	3.799	central	desert	2	6	1	7	2	1	3.799
112.081	2.388	central	forest	3	12	6	15	2	2	2.388
114.969	5.078	central	ocean	1	1	2	9	1	1	5.078
120.547	4.067	boundary1	forest	3	17	15	18	1	1	4.067
125.114	4.352	central	ocean	1	21	1	8	1	2	4.352
129.965	3.037	boundary1	desert	2	10	9	11	1	1	3.037
133.503	5.855	central	desert	2	8	5	16	1	1	5.855
139.858	4.502	central	ocean	1	1	19	13	1	1	4.502
144.859	2.828	central	forest	3	13	1	14	2	2	2.828
148.188	7.417	boundary2	desert	2	4	10	19	1	1	7.417
156.104	2.531	central	desert	2	9	5	2	1	1	2.531
159.135	3.338	boundary2	ocean	1	3	18	7	1	2	3.338
162.973	2.512	central	forest	3	12	21	13	2	2	2.512
165.986	2.289	central	ocean	1	21	14	2	2	2	2.289
168.775	3.733	central	desert	2	6	15	8	2	2	3.733
173.008	6.141	central	desert	2	5	7	13	1	1	6.141
179.649	2.493	central	forest	3	15	13	7	1	1	2.493
182.642	2.227	boundary1	ocean	1	18	17	1	2	2	2.227
185.370	2.146	central	forest	3	16	14	5	1	1	2.146
