onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
4.000	1.000	structured	1	1	20	central	canonical	canonical	0.826
6.000	1.000	structured	1	1	21	central	canonical	canonical	0.580
12.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.642
18.000	1.000	structured	1	1	2	central	canonical	canonical	0.665
24.000	1.000	structured	1	1	18	boundary	rotated	rotated	0.985
30.000	1.000	structured	1	1	19	central	canonical	canonical	0.663
32.000	1.000	structured	1	1	1	central	canonical	canonical	0.709
38.000	1.000	structured	1	1	3	boundary	canonical	canonical	0.693
40.000	1.000	structured	1	1	1	central	rotated	rotated	0.989
42.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.688
46.000	1.000	structured	1	1	20	central	canonical	canonical	0.647
48.000	1.000	structured	1	1	1	central	canonical	canonical	0.839
52.000	1.000	structured	1	1	19	central	canonical	canonical	0.743
56.000	1.000	structured	1	1	2	central	canonical	canonical	0.896
60.000	1.000	structured	1	1	19	central	rotated	rotated	0.995
66.000	1.000	structured	1	1	21	central	canonical	canonical	0.736
72.000	1.000	structured	1	1	3	boundary	canonical	canonical	0.818
74.000	1.000	structured	1	1	1	central	canonical	canonical	0.652
78.000	1.000	structured	1	1	20	central	canonical	canonical	0.695
84.000	1.000	structured	1	1	19	central	canonical	canonical	0.811
86.000	1.000	structured	1	1	2	central	canonical	canonical	0.999
92.000	1.000	scrambled	2	1	20	central	canonical	canonical	0.892
98.000	1.000	scrambled	2	3	16	central	canonical	n/a	n/a
102.000	1.000	scrambled	2	3	17	boundary	canonical	canonical	0.626
108.000	1.000	scrambled	2	2	6	central	canonical	canonical	0.676
114.000	1.000	scrambled	2	1	19	central	canonical	canonical	0.613
116.000	1.000	scrambled	2	3	11	boundary	canonical	canonical	0.654
118.000	1.000	scrambled	2	2	5	central	canonical	canonical	0.587
120.000	1.000	scrambled	2	1	3	boundary	canonical	canonical	0.511
122.000	1.000	scrambled	2	1	1	central	canonical	canonical	0.728
124.000	1.000	scrambled	2	3	12	central	canonical	canonical	0.657
130.000	1.000	scrambled	2	3	14	central	canonical	canonical	0.696
136.000	1.000	scrambled	2	1	21	central	canonical	canonical	0.740
140.000	1.000	scrambled	2	2	7	central	canonical	canonical	0.718
144.000	1.000	scrambled	2	3	15	central	canonical	canonical	0.851
146.000	1.000	scrambled	2	1	18	boundary	canonical	canonical	0.958
148.000	1.000	scrambled	2	2	4	boundary	canonical	canonical	0.720
